DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-07-27 00:00:00;16;6;4;0;2;5;9;3;0;3;0
2020-07-27 00:15:00;9;3;2;8;3;7;5;1;0;2;0
2020-07-27 00:30:00;6;5;1;1;0;1;13;3;0;1;0
2020-07-27 00:45:00;5;5;2;1;0;2;12;2;0;1;0
2020-07-27 01:00:00;5;8;2;2;0;3;5;3;0;0;0
2020-07-27 01:15:00;7;3;1;1;0;0;14;1;0;1;0
2020-07-27 01:30:00;7;1;2;2;0;3;5;2;0;0;0
2020-07-27 01:45:00;3;3;3;1;0;1;7;0;0;0;0
2020-07-27 02:00:00;4;3;1;0;0;0;4;1;0;0;0
2020-07-27 02:15:00;2;7;0;1;1;1;9;1;0;0;0
2020-07-27 02:30:00;4;4;0;1;0;1;3;2;0;0;0
2020-07-27 02:45:00;7;4;1;0;0;0;3;0;0;0;0
2020-07-27 03:00:00;3;2;1;1;0;1;5;1;0;0;0
2020-07-27 03:15:00;3;4;0;2;0;2;5;0;0;1;0
2020-07-27 03:30:00;5;5;1;1;0;1;9;1;0;1;0
2020-07-27 03:45:00;7;0;0;1;1;2;16;1;0;2;0
2020-07-27 04:00:00;8;6;1;1;0;3;16;2;0;2;0
2020-07-27 04:15:00;5;7;2;0;0;0;12;2;0;1;0
2020-07-27 04:30:00;15;16;5;3;0;4;25;6;0;2;0
2020-07-27 04:45:00;10;17;6;1;0;4;46;25;0;3;0
2020-07-27 05:00:00;24;13;8;4;0;5;83;53;0;3;0
2020-07-27 05:15:00;38;20;18;5;1;13;116;104;0;2;0
2020-07-27 05:30:00;43;25;17;11;1;14;106;107;0;5;0
2020-07-27 05:45:00;45;31;19;18;2;29;93;87;0;3;0
2020-07-27 06:00:00;57;30;23;16;4;22;89;79;1;0;0
2020-07-27 06:15:00;69;26;22;28;10;43;115;113;0;2;0
2020-07-27 06:30:00;67;43;39;24;9;38;125;120;1;6;1
2020-07-27 06:45:00;60;33;40;32;10;47;113;132;1;3;0
2020-07-27 07:00:00;50;34;37;34;14;51;109;117;2;8;1
2020-07-27 07:15:00;78;46;40;32;12;48;130;118;1;13;1
2020-07-27 07:30:00;71;30;34;49;17;67;120;147;1;12;1
2020-07-27 07:45:00;80;34;29;38;17;54;132;153;4;12;1
2020-07-27 08:00:00;75;39;27;32;11;45;119;129;0;6;1
2020-07-27 08:15:00;78;39;39;32;7;44;100;123;0;9;1
2020-07-27 08:30:00;65;42;33;24;8;35;105;101;1;5;0
2020-07-27 08:45:00;100;36;33;39;18;60;93;85;0;14;1
2020-07-27 09:00:00;98;35;23;62;48;94;93;98;3;11;2
2020-07-27 09:15:00;102;32;21;68;77;115;87;86;2;11;2
2020-07-27 09:30:00;91;33;23;69;64;118;84;78;3;8;0
2020-07-27 09:45:00;97;26;19;63;57;93;76;79;3;15;0
2020-07-27 10:00:00;91;22;8;58;53;84;90;105;9;11;2
2020-07-27 10:15:00;110;25;12;50;44;79;69;72;6;11;0
2020-07-27 10:30:00;99;32;16;60;60;92;94;111;7;14;2
2020-07-27 10:45:00;122;26;19;41;41;74;96;101;6;17;0
2020-07-27 11:00:00;128;31;25;55;57;97;78;92;5;12;2
2020-07-27 11:15:00;118;34;30;49;56;87;86;70;7;16;1
2020-07-27 11:30:00;102;38;22;32;21;53;85;58;4;8;1
2020-07-27 11:45:00;113;40;31;22;12;34;92;75;4;9;1
2020-07-27 12:00:00;125;37;35;20;9;33;82;66;3;10;1
2020-07-27 12:15:00;117;43;37;20;5;26;89;71;5;10;0
2020-07-27 12:30:00;107;29;29;24;5;29;91;67;4;11;0
2020-07-27 12:45:00;96;45;37;19;5;23;90;78;1;6;1
2020-07-27 13:00:00;106;44;36;17;4;22;114;91;0;9;2
2020-07-27 13:15:00;110;39;40;18;8;27;111;84;1;13;0
2020-07-27 13:30:00;128;48;48;19;3;27;115;119;2;13;2
2020-07-27 13:45:00;122;58;55;20;8;36;117;104;2;8;1
2020-07-27 14:00:00;137;65;66;26;3;30;102;88;1;9;3
2020-07-27 14:15:00;199;67;72;24;3;30;99;78;1;11;0
2020-07-27 14:30:00;222;85;84;17;7;22;84;87;2;16;0
2020-07-27 14:45:00;207;87;83;19;8;28;104;78;3;11;1
2020-07-27 15:00:00;202;85;77;14;5;24;85;80;3;13;3
2020-07-27 15:15:00;173;67;73;24;4;29;101;88;0;10;0
2020-07-27 15:30:00;176;89;83;17;7;30;94;76;1;9;4
2020-07-27 15:45:00;164;77;62;21;6;18;95;86;1;21;1
2020-07-27 16:00:00;176;83;85;14;6;22;95;78;1;14;1
2020-07-27 16:15:00;185;86;82;29;8;38;100;99;2;11;3
2020-07-27 16:30:00;160;93;86;24;5;29;116;87;1;13;3
2020-07-27 16:45:00;176;87;91;28;8;41;98;78;1;16;2
2020-07-27 17:00:00;167;73;82;22;10;34;102;68;1;14;4
2020-07-27 17:15:00;141;88;68;19;7;26;98;71;1;9;0
2020-07-27 17:30:00;142;69;67;25;3;34;101;82;2;10;0
2020-07-27 17:45:00;140;60;53;17;7;27;95;73;0;15;1
2020-07-27 18:00:00;125;61;54;18;3;20;93;76;2;16;1
2020-07-27 18:15:00;129;48;51;19;11;31;100;72;0;12;0
2020-07-27 18:30:00;84;40;37;20;5;22;71;45;1;11;0
2020-07-27 18:45:00;86;41;30;16;5;23;81;57;1;13;2
2020-07-27 19:00:00;78;36;21;13;4;19;84;65;1;14;1
2020-07-27 19:15:00;100;41;25;7;6;9;81;45;2;2;0
2020-07-27 19:30:00;75;34;17;13;3;19;81;45;0;12;0
2020-07-27 19:45:00;67;31;23;12;3;16;59;46;2;11;0
2020-07-27 20:00:00;82;27;20;7;3;10;79;35;0;6;0
