DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(TAA);9(TAC);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-04-19 00:00:00;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-19 00:15:00;6;0;0;0;2;0;0;0;0;0;0;0;0
2020-04-19 00:30:00;5;0;0;0;9;0;0;0;0;0;0;0;0
2020-04-19 00:45:00;2;0;0;0;3;0;0;0;0;0;0;0;0
2020-04-19 01:00:00;6;1;0;0;4;0;0;0;0;0;0;0;0
2020-04-19 01:15:00;3;0;0;0;4;0;0;0;0;0;0;0;0
2020-04-19 01:30:00;3;0;0;0;6;0;0;0;0;0;0;0;0
2020-04-19 01:45:00;3;0;0;0;3;0;0;0;0;0;0;0;0
2020-04-19 02:00:00;2;0;0;0;4;0;0;0;0;0;0;0;0
2020-04-19 02:15:00;1;0;0;0;1;0;0;0;0;0;0;0;0
2020-04-19 02:30:00;1;0;0;0;6;0;0;0;0;0;0;0;0
2020-04-19 02:45:00;2;0;0;0;2;0;0;0;0;0;0;0;0
2020-04-19 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-19 03:15:00;1;0;1;0;2;0;0;0;0;0;0;0;0
2020-04-19 03:30:00;1;0;0;0;3;0;0;0;0;0;0;0;0
2020-04-19 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-19 04:00:00;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-19 04:15:00;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-19 04:30:00;2;0;0;0;1;0;0;0;0;0;0;0;0
2020-04-19 04:45:00;1;0;0;0;1;0;0;0;0;0;0;0;0
2020-04-19 05:00:00;3;0;0;0;2;0;0;0;0;0;0;0;0
2020-04-19 05:15:00;4;0;0;1;2;0;0;0;0;0;0;0;0
2020-04-19 05:30:00;12;0;0;0;1;0;0;0;0;0;0;0;0
2020-04-19 05:45:00;5;0;0;1;8;0;0;0;0;0;0;0;0
2020-04-19 06:00:00;4;0;0;1;3;0;0;0;0;0;0;0;0
2020-04-19 06:15:00;9;0;0;0;4;0;0;0;0;0;0;0;0
2020-04-19 06:30:00;8;1;0;0;3;0;0;0;0;0;0;0;0
2020-04-19 06:45:00;5;0;0;1;6;0;0;0;0;0;0;0;0
2020-04-19 07:00:00;5;1;0;1;9;0;0;0;0;0;0;0;0
2020-04-19 07:15:00;4;2;4;3;4;0;0;0;0;0;0;0;0
2020-04-19 07:30:00;7;1;2;1;11;0;0;0;0;0;0;0;0
2020-04-19 07:45:00;16;3;2;1;18;0;0;0;0;0;0;0;0
2020-04-19 08:00:00;8;3;6;0;8;0;0;0;0;0;0;0;0
2020-04-19 08:15:00;12;1;1;0;9;0;0;0;9;0;0;0;0
2020-04-19 08:30:00;10;4;3;3;12;0;0;0;11;0;0;0;0
2020-04-19 08:45:00;9;2;3;0;12;0;0;0;2;0;0;0;0
2020-04-19 09:00:00;11;3;5;3;20;0;0;0;4;0;0;0;0
2020-04-19 09:15:00;13;5;36;1;20;0;0;0;2;0;0;0;0
2020-04-19 09:30:00;18;3;5;0;16;0;0;0;2;0;0;0;0
2020-04-19 09:45:00;10;4;6;1;25;0;0;0;0;0;0;0;0
2020-04-19 10:00:00;23;4;5;2;26;0;0;0;0;0;0;0;0
2020-04-19 10:15:00;19;5;4;0;39;0;0;0;0;0;0;0;0
2020-04-19 10:30:00;31;4;5;3;33;0;0;1;0;0;0;0;0
2020-04-19 10:45:00;23;2;4;1;31;0;0;0;0;0;0;0;0
2020-04-19 11:00:00;20;5;5;1;42;0;0;0;0;0;0;0;0
2020-04-19 11:15:00;27;1;6;4;38;0;0;0;1;0;0;0;0
2020-04-19 11:30:00;26;3;3;0;36;2;0;0;6;0;0;0;0
2020-04-19 11:45:00;27;1;3;5;37;1;0;0;6;0;0;0;0
2020-04-19 12:00:00;26;2;4;3;33;0;0;0;0;0;0;0;0
2020-04-19 12:15:00;33;2;2;1;37;1;0;0;6;0;0;0;0
2020-04-19 12:30:00;28;4;4;2;33;0;0;0;1;0;0;1;0
2020-04-19 12:45:00;39;0;1;2;41;0;0;0;0;0;0;0;0
2020-04-19 13:00:00;51;1;2;3;41;2;0;0;3;0;0;0;0
2020-04-19 13:15:00;48;4;4;2;34;0;0;0;0;0;0;0;0
2020-04-19 13:30:00;33;1;3;2;36;0;1;0;9;0;0;2;0
2020-04-19 13:45:00;34;3;1;2;31;0;0;0;3;0;0;0;0
2020-04-19 14:00:00;37;2;7;2;54;0;0;0;0;0;0;0;0
2020-04-19 14:15:00;44;1;4;3;42;1;1;0;0;0;0;0;0
2020-04-19 14:30:00;31;3;3;4;45;0;2;0;0;0;0;0;0
2020-04-19 14:45:00;49;0;1;1;55;0;1;0;0;0;0;0;0
2020-04-19 15:00:00;48;1;0;3;51;1;0;0;0;0;0;0;0
2020-04-19 15:15:00;39;0;5;7;31;0;0;0;1;0;0;0;0
2020-04-19 15:30:00;38;1;2;3;42;1;0;0;0;0;0;0;0
2020-04-19 15:45:00;46;0;8;3;38;0;0;0;0;0;0;0;0
2020-04-19 16:00:00;44;4;2;1;45;1;0;1;0;0;0;0;0
2020-04-19 16:15:00;43;2;3;3;42;0;1;4;0;0;0;0;0
2020-04-19 16:30:00;54;1;1;1;50;0;0;0;0;0;0;0;0
2020-04-19 16:45:00;48;1;0;1;44;0;0;0;0;0;0;0;0
2020-04-19 17:00:00;41;3;0;3;45;1;1;0;1;0;0;0;0
2020-04-19 17:15:00;61;2;3;1;42;1;0;0;0;0;0;0;0
