DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2019-08-06 18:15:00;188;138;180;91;11;3;1
2019-08-06 18:30:00;170;124;130;69;9;4;5
2019-08-06 18:45:00;166;115;156;77;11;2;0
2019-08-06 19:00:00;146;79;129;78;11;4;4
2019-08-06 19:15:00;128;84;112;47;5;1;2
2019-08-06 19:30:00;120;91;86;37;6;1;2
2019-08-06 19:45:00;98;65;115;61;5;2;0
2019-08-06 20:00:00;94;60;108;46;8;1;0
2019-08-06 20:15:00;79;70;99;54;5;3;0
2019-08-06 20:30:00;96;51;100;50;2;0;1
2019-08-06 20:45:00;78;59;101;45;2;2;2
2019-08-06 21:00:00;72;43;100;46;3;0;1
2019-08-06 21:15:00;69;43;97;61;1;1;0
2019-08-06 21:30:00;72;41;57;33;7;0;0
2019-08-06 21:45:00;69;55;74;26;3;0;0
2019-08-06 22:00:00;71;49;83;29;4;4;2
2019-08-06 22:15:00;71;54;76;31;4;0;0
2019-08-06 22:30:00;40;27;50;24;0;1;0
2019-08-06 22:45:00;38;33;61;24;5;1;2
2019-08-06 23:00:00;38;21;44;14;2;2;5
2019-08-06 23:15:00;38;22;27;14;3;1;2
2019-08-06 23:30:00;25;12;26;11;4;0;2
