DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2019-08-07 00:00:00;2;8;8;1;5;12;8;4;3;3;7;3;12;22;15;0;0;0;24;0;0;0;0;0
2019-08-07 00:15:00;18;17;8;14;1;10;7;0;4;1;6;3;10;20;11;0;0;0;30;0;0;0;0;0
2019-08-07 00:30:00;24;14;15;28;0;14;13;0;2;6;11;5;8;17;11;1;0;0;30;0;0;0;0;0
2019-08-07 00:45:00;1;5;3;3;1;8;6;0;9;3;7;1;8;17;9;1;0;0;30;0;0;0;0;0
2019-08-07 01:00:00;4;2;4;3;1;5;6;2;3;1;5;4;6;11;6;1;0;0;35;0;0;0;0;0
2019-08-07 01:15:00;3;2;3;0;0;2;2;3;5;1;4;2;10;13;9;1;0;0;39;0;0;0;0;0
2019-08-07 01:30:00;1;2;0;2;0;6;6;2;2;2;6;0;11;26;13;0;0;0;39;0;0;0;0;0
2019-08-07 01:45:00;1;1;3;1;0;4;3;2;5;2;3;2;2;8;9;0;0;0;36;0;0;0;0;0
2019-08-07 02:00:00;0;0;1;1;0;0;0;1;4;3;2;1;3;9;9;0;0;0;39;0;0;0;0;0
2019-08-07 02:15:00;1;2;0;2;0;4;3;2;3;3;1;1;5;15;10;0;0;0;39;0;0;0;0;0
2019-08-07 02:30:00;0;1;0;1;3;7;3;0;2;0;1;0;3;10;7;0;0;0;39;0;0;0;0;0
2019-08-07 02:45:00;1;0;0;0;2;7;2;1;4;0;1;1;2;9;7;0;0;0;39;0;0;0;0;0
2019-08-07 03:00:00;0;0;1;1;0;7;1;1;6;1;2;0;1;9;9;1;0;0;39;0;0;0;0;0
2019-08-07 03:15:00;0;0;0;0;0;2;2;4;8;0;2;2;5;14;7;0;0;0;39;0;0;0;0;0
2019-08-07 03:30:00;1;1;0;1;2;5;6;2;0;0;2;0;7;15;7;0;0;0;36;0;0;0;0;0
2019-08-07 03:45:00;0;0;2;1;0;4;3;0;5;4;6;1;4;10;7;0;0;0;39;0;0;0;0;0
2019-08-07 04:00:00;0;1;0;2;2;7;2;1;3;0;4;3;5;13;9;0;0;0;39;0;0;0;0;0
2019-08-07 04:15:00;0;0;0;0;0;7;2;4;8;1;1;1;8;23;16;0;0;0;39;0;0;0;0;0
2019-08-07 04:30:00;1;1;1;1;1;5;7;2;5;1;12;3;11;31;20;2;0;0;39;0;0;0;0;0
2019-08-07 04:45:00;0;0;1;4;2;14;10;5;3;4;10;11;7;34;29;0;0;0;39;0;0;0;0;0
2019-08-07 05:00:00;2;1;3;5;4;16;15;6;6;5;25;17;22;55;34;2;0;0;30;0;0;0;0;0
2019-08-07 05:15:00;1;2;2;5;3;21;11;7;9;8;47;43;21;58;45;5;0;0;30;0;0;0;0;0
2019-08-07 05:30:00;1;4;7;8;1;35;21;11;13;9;44;33;38;79;58;1;0;0;30;0;0;0;0;0
2019-08-07 05:45:00;1;4;10;11;7;25;26;13;13;19;38;33;56;87;77;2;0;0;30;0;0;0;0;0
2019-08-07 06:00:00;3;10;18;6;8;41;40;18;20;15;35;35;71;104;77;10;0;0;30;0;0;0;0;0
2019-08-07 06:15:00;4;11;12;14;18;47;36;13;15;29;44;49;33;87;95;9;0;0;30;0;0;0;0;0
2019-08-07 06:30:00;4;9;14;18;15;46;47;22;25;34;54;54;57;90;88;8;0;0;30;0;0;0;0;0
2019-08-07 06:45:00;5;7;12;19;32;59;47;26;24;42;68;74;52;77;98;12;0;0;30;0;0;0;0;0
2019-08-07 07:00:00;4;9;16;17;21;57;54;19;19;39;54;50;50;80;84;14;0;0;30;0;0;0;0;0
2019-08-07 07:15:00;5;11;15;21;27;56;51;20;22;48;69;72;53;90;81;24;0;0;30;0;0;0;0;0
2019-08-07 07:30:00;11;16;22;23;42;70;66;26;27;56;74;76;56;96;87;34;0;0;30;0;0;0;0;0
2019-08-07 07:45:00;11;17;18;19;31;78;71;39;30;48;64;56;86;96;90;22;0;0;30;0;0;0;0;0
2019-08-07 08:00:00;8;12;23;23;32;72;69;34;34;37;51;54;64;82;87;26;0;0;30;0;0;0;0;0
2019-08-07 08:15:00;17;17;31;25;25;53;51;19;27;39;56;45;60;91;91;27;0;0;30;0;0;0;0;0
2019-08-07 08:30:00;16;17;23;21;23;65;61;33;26;41;63;65;82;79;85;28;0;0;30;0;0;0;0;0
2019-08-07 08:45:00;20;21;31;22;29;76;74;56;18;46;64;61;69;82;82;18;0;0;30;0;0;0;0;0
2019-08-07 09:00:00;6;12;12;18;22;59;49;34;19;31;46;40;58;83;81;22;0;0;27;0;0;0;0;0
2019-08-07 09:15:00;10;8;26;16;28;52;46;35;34;34;62;45;74;71;85;19;0;0;30;0;0;0;0;0
2019-08-07 09:30:00;11;18;24;19;22;61;64;33;32;45;54;54;62;90;88;28;0;0;30;0;0;0;0;0
2019-08-07 09:45:00;18;16;32;21;39;59;58;38;35;46;56;51;82;77;80;28;0;0;30;0;0;0;0;0
2019-08-07 10:00:00;20;18;26;20;24;63;64;43;40;35;60;47;66;86;82;24;0;0;30;0;0;0;0;0
2019-08-07 10:15:00;21;17;24;19;24;61;65;46;40;40;57;52;80;79;79;25;0;0;30;0;0;0;0;0
2019-08-07 10:30:00;23;23;35;20;20;51;57;52;35;45;57;52;91;61;85;22;0;0;30;0;0;0;0;0
2019-08-07 10:45:00;16;29;33;18;22;77;78;46;43;35;55;45;102;83;83;23;0;0;30;0;0;0;0;0
2019-08-07 11:00:00;16;21;36;29;26;56;72;54;44;38;70;59;81;95;76;14;0;0;30;0;0;0;0;0
2019-08-07 11:15:00;11;20;28;23;28;74;74;67;52;38;68;48;95;110;93;12;0;0;30;0;0;0;0;0
2019-08-07 11:30:00;16;23;42;27;15;71;60;47;36;28;62;47;96;77;74;14;0;0;26;0;0;0;0;0
2019-08-07 11:45:00;17;15;20;18;19;73;76;63;49;37;55;48;101;109;89;27;0;0;29;1;0;0;0;0
2019-08-07 12:00:00;22;21;33;24;13;62;68;68;43;37;44;44;93;118;94;16;0;0;30;0;0;0;0;0
2019-08-07 12:15:00;22;22;31;24;26;73;88;56;46;30;47;42;100;115;93;16;0;0;30;0;0;0;0;0
2019-08-07 12:30:00;23;24;34;30;17;67;73;63;49;23;63;57;81;111;96;13;0;0;30;0;0;0;0;0
2019-08-07 12:45:00;23;19;27;30;27;58;69;55;44;41;58;45;103;92;87;14;0;0;30;0;0;0;0;0
2019-08-07 13:00:00;24;17;27;28;24;70;92;54;51;22;57;61;102;99;81;8;0;0;30;0;0;0;0;0
2019-08-07 13:15:00;20;24;38;37;22;77;79;57;48;36;53;47;89;118;102;4;0;0;30;0;0;0;0;0
2019-08-07 13:30:00;15;16;40;19;21;97;74;60;60;26;60;56;108;106;92;26;0;0;30;0;0;0;0;0
2019-08-07 13:45:00;22;14;28;28;20;74;82;60;53;20;55;50;114;113;100;23;0;0;30;0;0;0;0;0
2019-08-07 14:00:00;18;20;24;20;22;70;92;74;55;33;59;51;101;107;93;13;0;0;30;0;0;0;0;0
2019-08-07 14:15:00;21;22;35;16;25;92;95;75;58;30;50;47;112;111;108;17;0;0;30;0;0;0;0;0
2019-08-07 14:30:00;27;28;33;27;19;85;95;70;54;37;55;55;103;113;87;15;0;0;30;0;0;0;0;0
2019-08-07 14:45:00;22;23;35;46;19;78;99;74;69;35;56;51;104;107;86;20;0;0;30;0;0;0;0;0
2019-08-07 15:00:00;38;28;37;37;18;86;93;58;58;35;50;42;109;88;102;19;0;0;30;0;0;0;0;0
2019-08-07 15:15:00;17;24;43;26;23;96;93;75;67;19;41;36;102;113;93;13;0;0;30;0;0;0;0;0
2019-08-07 15:30:00;20;19;41;25;28;100;108;83;76;21;49;49;102;102;99;12;0;0;30;0;0;0;0;0
