DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2019-12-02 00:00:00;0;3;5;11;2;1;0;0;0;0;0;0;0
2019-12-02 00:15:00;0;8;3;17;4;0;0;0;0;0;0;0;0
2019-12-02 00:30:00;0;8;3;10;5;0;0;0;0;0;0;0;0
2019-12-02 00:45:00;1;5;1;7;5;0;0;0;0;0;0;0;0
2019-12-02 01:00:00;1;9;2;6;1;0;1;0;0;0;0;0;0
2019-12-02 01:15:00;0;3;2;7;4;1;0;0;0;0;0;0;0
2019-12-02 01:30:00;0;5;1;2;4;0;1;2;0;0;0;0;0
2019-12-02 01:45:00;0;5;3;4;1;0;0;0;0;0;0;0;0
2019-12-02 02:00:00;0;6;2;7;0;0;0;0;0;0;0;0;0
2019-12-02 02:15:00;0;7;0;3;1;1;0;0;0;0;0;0;0
2019-12-02 02:30:00;0;6;1;4;0;0;0;1;0;0;0;0;0
2019-12-02 02:45:00;2;6;1;4;1;0;1;1;0;0;0;0;0
2019-12-02 03:00:00;1;7;1;7;5;0;1;1;0;0;0;0;0
2019-12-02 03:15:00;0;2;0;4;2;0;0;0;0;0;0;0;0
2019-12-02 03:30:00;0;4;1;7;3;0;0;0;0;0;0;0;0
2019-12-02 03:45:00;1;12;2;6;4;0;0;1;0;0;0;0;0
2019-12-02 04:00:00;0;16;4;4;1;0;0;0;0;0;0;0;0
2019-12-02 04:15:00;1;10;1;17;6;0;0;0;0;0;0;0;0
2019-12-02 04:30:00;4;18;7;27;12;3;3;4;0;0;0;0;0
2019-12-02 04:45:00;1;31;12;52;25;2;0;2;0;0;0;0;0
2019-12-02 05:00:00;1;36;19;89;76;3;0;2;0;0;0;0;0
2019-12-02 05:15:00;3;46;35;141;140;2;1;2;0;0;0;0;0
2019-12-02 05:30:00;5;49;49;112;131;3;1;5;0;0;0;0;0
2019-12-02 05:45:00;11;62;54;132;132;6;1;4;0;0;0;0;0
2019-12-02 06:00:00;9;81;64;134;127;9;5;5;3;0;0;0;0
2019-12-02 06:15:00;9;79;68;151;171;11;12;13;0;0;0;0;0
2019-12-02 06:30:00;6;73;73;134;138;10;14;9;1;0;2;0;0
2019-12-02 06:45:00;8;80;87;114;135;19;6;12;2;0;0;0;0
2019-12-02 07:00:00;10;66;59;128;176;23;12;13;0;0;0;3;0
2019-12-02 07:15:00;32;71;76;130;142;33;7;11;3;0;0;0;0
2019-12-02 07:30:00;30;85;70;104;121;46;19;21;0;0;3;0;0
2019-12-02 07:45:00;60;78;82;100;118;42;18;16;7;0;6;3;0
2019-12-02 08:00:00;47;65;62;129;122;49;15;22;2;0;4;0;0
2019-12-02 08:15:00;42;63;65;109;120;36;23;35;12;0;2;4;0
2019-12-02 08:30:00;35;84;67;119;138;32;20;28;5;0;4;0;0
2019-12-02 08:45:00;33;89;77;105;116;31;23;27;4;4;6;0;0
2019-12-02 09:00:00;32;70;62;104;100;22;19;23;3;0;0;0;0
2019-12-02 09:15:00;40;78;69;107;109;26;17;30;2;1;4;0;0
2019-12-02 09:30:00;34;71;68;103;107;28;16;40;5;0;9;0;0
2019-12-02 09:45:00;45;72;77;93;102;19;26;28;49;0;2;0;0
2019-12-02 10:00:00;36;81;77;78;80;24;20;27;4;0;6;1;0
2019-12-02 10:15:00;31;80;80;86;67;29;25;41;6;0;2;0;0
2019-12-02 10:30:00;30;87;72;96;69;25;26;40;3;3;0;0;0
2019-12-02 10:45:00;43;91;75;78;80;22;24;35;3;0;2;0;0
2019-12-02 11:00:00;33;93;73;104;82;24;24;42;4;0;4;0;0
2019-12-02 11:15:00;35;95;101;102;66;23;32;44;5;0;2;0;0
2019-12-02 11:30:00;32;85;80;84;72;23;38;45;3;10;0;0;0
2019-12-02 11:45:00;43;97;85;84;59;23;34;44;3;0;37;1;0
2019-12-02 12:00:00;52;85;102;78;76;26;52;46;8;0;13;0;0
2019-12-02 12:15:00;34;87;76;69;65;15;46;61;3;0;19;0;0
2019-12-02 12:30:00;45;84;82;91;84;22;31;38;8;0;5;0;0
2019-12-02 12:45:00;22;91;94;76;80;19;23;27;12;2;9;0;3
