DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-08-28 00:00:00;0;2;0;9;10;3;5;6;4;0;0
2020-08-28 00:15:00;0;0;0;8;9;7;7;9;10;1;0
2020-08-28 00:30:00;0;0;1;8;5;2;4;6;3;0;0
2020-08-28 00:45:00;2;3;3;11;8;43;8;7;8;1;1
2020-08-28 01:00:00;0;0;1;3;4;28;2;2;3;1;0
2020-08-28 01:15:00;0;1;0;5;3;29;2;7;5;0;0
2020-08-28 01:30:00;0;0;0;2;3;10;2;1;3;1;2
2020-08-28 01:45:00;2;0;0;2;6;3;2;2;4;1;1
2020-08-28 02:00:00;1;1;0;1;3;17;0;1;2;0;0
2020-08-28 02:15:00;1;0;0;2;2;51;0;1;2;1;1
2020-08-28 02:30:00;0;1;0;1;0;75;0;1;2;2;2
2020-08-28 02:45:00;0;0;0;3;8;69;2;0;2;1;1
2020-08-28 03:00:00;0;0;0;5;1;103;1;1;1;0;0
2020-08-28 03:15:00;0;1;0;2;3;104;3;2;4;1;1
2020-08-28 03:30:00;1;3;0;5;1;105;1;0;0;0;0
2020-08-28 03:45:00;0;0;0;2;6;48;3;1;2;1;1
2020-08-28 04:00:00;0;1;0;4;3;92;0;3;4;0;0
2020-08-28 04:15:00;0;1;0;6;3;8;0;3;4;0;0
2020-08-28 04:30:00;0;0;0;5;8;51;0;5;5;1;1
2020-08-28 04:45:00;1;3;0;12;2;52;2;15;12;2;1
2020-08-28 05:00:00;2;10;0;9;11;34;3;24;17;6;5
2020-08-28 05:15:00;2;11;1;11;13;59;6;45;33;7;5
2020-08-28 05:30:00;10;19;2;25;16;36;6;45;49;19;14
2020-08-28 05:45:00;1;23;5;33;12;6;6;52;54;20;18
2020-08-28 06:00:00;2;18;6;42;14;8;8;34;44;6;3
2020-08-28 06:15:00;1;12;1;38;21;14;9;46;50;12;10
2020-08-28 06:30:00;4;30;5;38;21;40;8;68;76;19;17
2020-08-28 06:45:00;13;114;4;41;22;29;10;61;72;17;13
2020-08-28 07:00:00;5;25;6;48;28;8;10;52;60;2;3
2020-08-28 07:15:00;7;21;5;51;28;10;24;63;77;9;9
2020-08-28 07:30:00;7;19;6;62;32;9;24;74;56;10;9
2020-08-28 07:45:00;14;35;2;59;38;6;25;71;80;14;9
2020-08-28 08:00:00;10;24;5;69;47;10;21;54;61;11;11
2020-08-28 08:15:00;14;27;3;59;41;12;14;43;59;11;7
2020-08-28 08:30:00;7;30;9;68;41;9;24;64;68;7;7
2020-08-28 08:45:00;8;23;3;74;45;13;30;55;72;10;9
2020-08-28 09:00:00;5;25;3;72;40;8;25;52;57;10;6
2020-08-28 09:15:00;7;26;6;71;45;14;32;59;47;5;1
2020-08-28 09:30:00;9;22;6;60;47;27;23;60;53;6;6
2020-08-28 09:45:00;12;31;5;81;43;37;32;70;57;9;5
2020-08-28 10:00:00;9;24;6;97;42;14;25;72;57;9;7
2020-08-28 10:15:00;10;32;7;82;57;11;30;66;63;8;7
2020-08-28 10:30:00;14;18;3;78;58;14;23;54;56;12;13
2020-08-28 10:45:00;10;24;6;97;62;14;33;68;67;8;6
2020-08-28 11:00:00;7;26;3;104;94;16;33;62;70;9;8
2020-08-28 11:15:00;9;21;3;102;58;25;31;63;52;10;8
2020-08-28 11:30:00;11;26;9;90;59;22;34;74;51;8;6
2020-08-28 11:45:00;12;29;2;109;73;19;40;72;67;7;6
2020-08-28 12:00:00;12;36;3;110;82;22;33;71;52;7;6
2020-08-28 12:15:00;14;32;9;108;80;24;42;77;72;7;5
2020-08-28 12:30:00;11;23;3;124;99;17;47;72;54;10;10
2020-08-28 12:45:00;9;27;10;127;95;20;50;90;84;9;7
2020-08-28 13:00:00;9;30;2;117;99;22;36;68;54;7;7
2020-08-28 13:15:00;7;26;3;109;95;93;40;76;75;20;11
2020-08-28 13:30:00;18;32;6;123;100;22;36;63;71;17;14
2020-08-28 13:45:00;10;108;2;121;82;18;35;68;67;10;9
2020-08-28 14:00:00;16;33;5;126;93;19;26;73;81;26;21
2020-08-28 14:15:00;13;22;2;153;116;16;41;71;53;12;12
2020-08-28 14:30:00;5;19;3;153;97;20;33;86;59;13;12
2020-08-28 14:45:00;16;32;4;147;109;26;40;66;81;16;17
2020-08-28 15:00:00;14;23;5;119;92;33;38;58;62;11;6
2020-08-28 15:15:00;9;26;1;122;89;14;39;75;63;16;14
2020-08-28 15:30:00;11;15;7;119;80;18;32;72;76;15;17
2020-08-28 15:45:00;15;19;2;113;75;20;33;71;75;16;14
2020-08-28 16:00:00;17;29;3;131;92;16;35;65;70;10;10
2020-08-28 16:15:00;12;19;2;101;78;13;35;80;63;10;8
2020-08-28 16:30:00;7;20;4;106;79;11;33;58;56;9;10
2020-08-28 16:45:00;8;48;9;104;74;18;35;68;63;6;6
2020-08-28 17:00:00;13;29;7;98;71;70;26;68;58;7;5
2020-08-28 17:15:00;7;29;3;97;70;14;33;63;69;13;9
2020-08-28 17:30:00;13;15;5;90;61;15;31;62;62;12;14
2020-08-28 17:45:00;6;29;4;93;66;11;29;60;58;16;9
2020-08-28 18:00:00;12;32;5;96;61;15;22;78;70;13;14
2020-08-28 18:15:00;10;125;3;88;62;12;26;57;61;12;9
2020-08-28 18:30:00;17;18;3;81;68;11;28;44;52;9;9
2020-08-28 18:45:00;8;18;1;68;48;24;31;51;49;5;3
2020-08-28 19:00:00;11;15;4;70;54;12;25;47;36;10;9
2020-08-28 19:15:00;8;33;5;63;40;11;28;45;45;9;10
2020-08-28 19:30:00;8;25;4;66;39;12;25;50;41;10;9
2020-08-28 19:45:00;7;16;6;60;46;14;22;44;43;8;5
2020-08-28 20:00:00;11;14;1;73;65;20;26;40;43;8;7
2020-08-28 20:15:00;8;20;7;70;30;11;18;57;58;15;13
2020-08-28 20:30:00;8;15;2;44;29;10;24;32;38;8;7
2020-08-28 20:45:00;6;7;3;50;34;10;16;30;38;5;4
2020-08-28 21:00:00;9;16;0;46;44;14;14;29;25;8;9
2020-08-28 21:15:00;2;11;3;44;27;5;24;31;29;5;5
2020-08-28 21:30:00;1;6;3;34;32;10;18;39;28;4;3
2020-08-28 21:45:00;2;7;9;44;32;8;20;19;20;3;3
2020-08-28 22:00:00;3;11;0;46;41;9;14;22;30;3;4
2020-08-28 22:15:00;5;9;2;46;33;12;23;16;15;7;10
2020-08-28 22:30:00;7;13;1;37;28;8;20;16;14;0;0
2020-08-28 22:45:00;2;9;1;30;23;4;16;21;12;2;1
2020-08-28 23:00:00;3;11;3;24;28;13;11;22;21;4;4
2020-08-28 23:15:00;5;2;4;21;26;8;17;14;11;4;4
2020-08-28 23:30:00;3;5;0;18;17;14;10;9;14;11;12
2020-08-28 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
