DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(DRES1);12(DRES2);13(DRES3);14(DRES4);15(TARDB);16(TAFGA);17(TAFBA);18(TAFBB);19(TAFBD)
2020-07-02 00:00:00;6;8;5;1;8;9;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 00:15:00;8;11;6;0;7;4;2;4;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 00:30:00;17;18;10;0;10;14;3;8;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 00:45:00;7;5;1;1;8;8;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 01:00:00;5;7;2;0;5;6;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 01:15:00;7;10;7;1;3;5;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 01:30:00;5;8;4;0;6;6;2;5;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 01:45:00;8;8;1;0;3;4;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 02:00:00;4;5;1;0;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 02:15:00;6;7;3;0;1;3;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 02:30:00;2;5;4;0;3;5;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 02:45:00;4;4;2;0;3;4;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 03:00:00;2;5;5;0;4;4;3;6;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 03:15:00;3;3;1;1;6;7;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 03:30:00;5;4;2;0;4;5;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 03:45:00;5;9;6;1;3;3;3;6;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 04:00:00;8;6;2;1;8;8;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 04:15:00;9;6;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 04:30:00;11;7;3;0;10;12;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 04:45:00;17;18;14;4;19;15;7;10;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 05:00:00;53;63;25;2;30;28;11;23;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 05:15:00;50;76;38;10;38;35;19;34;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 05:30:00;54;62;42;11;47;41;14;43;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 05:45:00;54;88;57;6;48;46;25;56;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 06:00:00;49;65;66;5;74;63;28;63;0;0;0;0;0;0;0;1;0;0;0
2020-07-02 06:15:00;72;91;75;13;90;78;35;76;0;0;0;0;0;0;3;0;0;0;0
2020-07-02 06:30:00;70;103;81;22;66;73;27;72;3;0;0;0;0;0;0;2;0;0;0
2020-07-02 06:45:00;86;110;62;19;81;61;30;59;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 07:00:00;88;98;58;28;71;56;32;64;1;0;0;0;0;0;0;3;0;0;0
2020-07-02 07:15:00;87;162;113;28;81;93;54;104;9;0;0;0;0;0;0;6;0;0;0
2020-07-02 07:30:00;72;105;67;28;64;84;47;75;5;0;0;0;0;0;0;4;0;0;0
2020-07-02 07:45:00;84;122;89;25;85;79;60;103;7;0;0;0;0;0;2;9;4;0;0
2020-07-02 08:00:00;88;115;72;17;74;83;41;67;7;0;0;0;0;0;0;5;4;0;0
2020-07-02 08:15:00;104;123;80;12;93;96;35;83;9;0;0;0;0;0;0;3;1;0;0
2020-07-02 08:30:00;102;111;73;22;99;104;50;89;12;0;0;0;0;0;0;3;1;0;0
2020-07-02 08:45:00;85;121;86;18;85;75;48;81;7;0;0;0;0;0;0;6;0;0;0
2020-07-02 09:00:00;85;106;57;17;84;80;38;55;17;0;0;0;0;0;0;9;2;0;0
2020-07-02 09:15:00;85;86;57;27;82;91;45;64;21;0;0;0;0;0;1;6;0;0;0
2020-07-02 09:30:00;90;108;68;9;90;92;41;52;16;0;0;0;0;0;4;9;1;0;11
2020-07-02 09:45:00;103;111;89;12;99;102;43;64;18;0;0;0;0;0;1;9;0;0;2
2020-07-02 10:00:00;96;106;98;14;101;92;41;56;18;0;0;0;0;0;2;10;0;0;0
2020-07-02 10:15:00;100;122;69;22;97;89;51;57;21;0;0;0;0;0;0;10;0;0;0
2020-07-02 10:30:00;97;103;63;11;102;89;43;55;27;0;0;0;0;0;0;8;0;0;0
2020-07-02 10:45:00;105;125;79;18;108;111;50;53;19;0;0;0;0;0;0;9;0;0;0
2020-07-02 11:00:00;91;126;82;14;102;103;39;65;27;0;0;0;0;0;0;6;1;0;4
2020-07-02 11:15:00;77;97;63;18;99;110;42;61;62;0;0;0;0;0;0;9;1;0;0
2020-07-02 11:30:00;95;111;73;18;98;90;60;80;30;0;0;0;0;0;0;10;11;0;1
2020-07-02 11:45:00;98;93;80;15;127;132;51;80;20;0;0;0;0;0;0;7;2;0;0
2020-07-02 12:00:00;79;101;62;11;103;101;31;55;24;0;0;0;0;0;0;1;0;0;0
2020-07-02 12:15:00;91;101;76;12;106;104;52;73;25;0;0;0;0;0;0;4;1;0;10
2020-07-02 12:30:00;97;104;66;16;113;104;42;74;18;0;0;0;0;0;0;6;1;0;0
2020-07-02 12:45:00;99;109;97;16;135;136;50;86;11;0;0;0;0;0;0;6;0;1;0
2020-07-02 13:00:00;93;103;86;22;129;128;47;103;19;0;0;0;0;0;0;3;0;0;0
2020-07-02 13:15:00;102;121;96;16;120;113;58;72;16;0;0;0;0;0;0;8;4;0;1
2020-07-02 13:30:00;98;136;89;15;119;121;51;66;14;0;0;0;0;0;0;10;2;0;0
2020-07-02 13:45:00;96;113;80;26;104;105;56;74;19;0;0;0;0;0;0;6;0;1;0
2020-07-02 14:00:00;97;104;83;21;109;111;43;76;14;0;0;0;0;0;0;10;1;0;3
2020-07-02 14:15:00;109;101;85;20;129;129;47;90;14;0;0;0;0;0;0;7;0;0;0
2020-07-02 14:30:00;97;118;75;21;128;141;48;99;22;0;0;0;0;0;0;12;3;0;5
2020-07-02 14:45:00;107;127;80;18;133;127;55;80;22;0;0;0;0;0;0;8;0;0;0
2020-07-02 15:00:00;92;105;79;19;128;135;47;74;14;0;0;0;0;0;0;8;0;0;0
2020-07-02 15:15:00;107;132;78;21;137;117;47;87;16;0;0;0;0;0;0;7;7;0;0
2020-07-02 15:30:00;106;106;69;21;134;119;39;69;18;0;0;0;0;0;0;10;0;0;2
2020-07-02 15:45:00;98;114;81;24;137;136;45;100;18;0;0;0;0;0;0;10;1;0;0
2020-07-02 16:00:00;98;123;86;13;124;137;45;102;12;0;0;0;0;0;0;9;14;0;5
2020-07-02 16:15:00;98;118;76;15;139;148;42;85;22;0;0;0;0;0;0;6;1;0;0
2020-07-02 16:30:00;101;128;85;20;146;161;50;91;39;0;0;0;0;0;0;10;1;0;0
2020-07-02 16:45:00;112;140;97;14;142;138;44;64;22;0;0;0;0;0;0;9;4;0;1
2020-07-02 17:00:00;105;130;62;25;155;148;46;58;23;0;0;0;0;0;0;7;4;0;0
2020-07-02 17:15:00;109;126;79;31;155;149;57;70;21;0;0;0;0;0;0;8;2;3;0
2020-07-02 17:30:00;104;131;91;26;147;146;45;60;19;0;0;0;0;0;0;8;2;0;0
2020-07-02 17:45:00;99;116;65;13;123;118;33;56;22;0;0;0;0;0;0;9;6;0;0
2020-07-02 18:00:00;97;112;75;19;123;109;38;73;17;0;0;0;0;0;0;12;0;0;0
2020-07-02 18:15:00;105;128;72;12;108;117;41;72;24;0;0;0;0;0;0;10;0;0;4
2020-07-02 18:30:00;81;100;86;10;117;121;45;81;13;0;0;0;0;0;0;8;1;0;0
2020-07-02 18:45:00;84;99;65;10;92;103;34;70;7;0;0;0;0;0;0;7;4;0;0
2020-07-02 19:00:00;78;94;67;17;118;108;37;75;12;0;0;0;0;0;0;7;11;1;0
2020-07-02 19:15:00;99;96;63;11;87;95;29;46;20;0;0;0;0;0;2;4;7;0;1
2020-07-02 19:30:00;61;77;57;8;81;84;26;55;16;0;0;0;0;0;0;5;0;0;0
2020-07-02 19:45:00;61;79;64;9;69;65;28;53;15;0;0;0;0;0;0;4;5;2;0
2020-07-02 20:00:00;57;71;57;3;80;71;24;53;7;0;0;0;0;0;0;1;0;0;0
2020-07-02 20:15:00;46;64;46;7;67;67;16;47;1;0;0;0;0;0;0;0;0;0;0
2020-07-02 20:30:00;49;55;35;5;71;67;13;33;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 20:45:00;55;68;116;7;50;50;19;44;3;0;0;0;0;0;0;0;0;0;0
2020-07-02 21:00:00;71;80;57;1;55;56;24;47;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 21:15:00;47;63;47;7;62;53;23;53;0;0;0;0;0;0;0;2;3;0;0
2020-07-02 21:30:00;43;47;32;2;51;52;14;31;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 21:45:00;27;33;33;1;71;62;9;32;0;0;0;0;0;0;0;0;0;0;0
2020-07-02 22:00:00;28;31;28;1;75;60;9;24;0;0;0;0;0;0;0;0;0;0;0
