DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-09-13 00:00:00;20;7;2;5;0;4;17;7;0;1;0
2020-09-13 00:15:00;11;5;7;3;1;4;26;12;0;3;0
2020-09-13 00:30:00;27;11;4;8;1;10;17;4;0;2;0
2020-09-13 00:45:00;21;11;6;7;1;7;21;7;0;3;0
2020-09-13 01:00:00;25;11;0;4;0;3;17;7;0;2;0
2020-09-13 01:15:00;17;6;4;2;0;4;20;4;1;0;0
2020-09-13 01:30:00;19;3;0;3;0;3;12;6;0;3;0
2020-09-13 01:45:00;15;7;1;4;1;4;12;4;0;0;0
2020-09-13 02:00:00;16;3;2;1;0;1;9;4;0;1;0
2020-09-13 02:15:00;20;4;1;0;0;2;15;2;0;1;0
2020-09-13 02:30:00;16;8;2;0;0;0;10;6;0;3;0
2020-09-13 02:45:00;7;7;4;0;1;1;4;3;0;1;0
2020-09-13 03:00:00;7;4;2;2;1;3;9;4;0;0;0
2020-09-13 03:15:00;8;8;2;0;0;0;5;0;0;0;0
2020-09-13 03:30:00;8;3;1;0;0;0;7;3;0;2;0
2020-09-13 03:45:00;4;3;1;2;0;2;2;2;0;0;0
2020-09-13 04:00:00;8;5;0;3;1;3;7;2;0;2;0
2020-09-13 04:15:00;5;2;2;0;0;0;8;1;0;0;0
2020-09-13 04:30:00;7;4;1;2;0;2;11;2;0;2;0
2020-09-13 04:45:00;6;3;0;2;0;2;7;2;1;2;0
2020-09-13 05:00:00;4;9;1;0;0;0;11;7;0;1;0
2020-09-13 05:15:00;11;4;3;2;0;2;9;3;0;2;0
2020-09-13 05:30:00;9;7;2;2;1;4;12;7;0;2;0
2020-09-13 05:45:00;11;9;2;1;1;0;8;4;0;2;0
2020-09-13 06:00:00;6;8;3;0;0;1;10;2;0;0;0
2020-09-13 06:15:00;18;9;4;4;0;3;11;2;0;0;0
2020-09-13 06:30:00;16;6;3;0;0;0;10;1;0;0;0
2020-09-13 06:45:00;19;6;1;5;0;5;22;1;0;0;0
2020-09-13 07:00:00;28;7;5;1;0;2;18;2;0;1;0
2020-09-13 07:15:00;17;11;2;3;0;3;25;4;0;0;0
2020-09-13 07:30:00;13;13;9;4;1;3;27;4;1;2;0
2020-09-13 07:45:00;18;13;3;5;0;6;31;2;0;1;0
2020-09-13 08:00:00;20;11;6;1;1;2;32;5;0;2;0
2020-09-13 08:15:00;26;18;6;4;0;4;37;5;0;3;0
2020-09-13 08:30:00;28;18;9;6;1;7;44;9;0;2;0
2020-09-13 08:45:00;31;19;11;14;4;17;51;11;0;3;0
2020-09-13 09:00:00;33;26;11;8;0;10;43;8;0;4;0
2020-09-13 09:15:00;42;21;19;8;0;7;53;10;1;3;1
2020-09-13 09:30:00;43;24;18;8;0;10;57;18;1;5;1
2020-09-13 09:45:00;50;26;11;13;2;15;60;25;0;4;0
2020-09-13 10:00:00;56;29;15;11;5;16;76;28;0;9;0
2020-09-13 10:15:00;66;23;14;13;4;16;61;17;1;6;0
2020-09-13 10:30:00;83;26;20;12;3;16;57;25;2;8;0
2020-09-13 10:45:00;74;31;24;18;5;23;64;23;1;4;0
2020-09-13 11:00:00;70;37;22;14;3;18;62;28;0;6;0
2020-09-13 11:15:00;88;34;16;9;1;11;69;27;0;2;0
2020-09-13 11:30:00;74;32;24;9;3;14;64;21;0;6;0
2020-09-13 11:45:00;73;40;27;17;2;16;61;22;3;8;0
2020-09-13 12:00:00;85;27;15;10;5;15;67;26;1;7;0
2020-09-13 12:15:00;72;36;17;14;2;17;73;20;0;10;1
2020-09-13 12:30:00;57;35;18;17;4;22;57;27;0;9;0
2020-09-13 12:45:00;71;36;22;19;3;23;71;30;0;6;0
2020-09-13 13:00:00;58;34;14;15;1;14;69;37;1;9;0
2020-09-13 13:15:00;70;37;14;18;3;18;74;29;0;6;0
2020-09-13 13:30:00;85;33;24;15;2;17;71;40;0;8;0
2020-09-13 13:45:00;69;26;18;25;7;32;55;29;0;8;0
2020-09-13 14:00:00;70;35;17;32;14;42;75;28;1;11;0
2020-09-13 14:15:00;72;25;19;21;9;27;62;36;0;6;0
