DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2020-12-13 00:00:00;8;3;0;3;0;5;2;0;0;0;0
2020-12-13 00:15:00;11;5;2;7;0;9;4;0;0;0;0
2020-12-13 00:30:00;12;5;4;4;0;5;3;0;0;0;0
2020-12-13 00:45:00;6;4;1;4;0;8;3;0;0;0;0
2020-12-13 01:00:00;9;4;1;4;0;6;0;0;0;0;0
2020-12-13 01:15:00;5;3;2;4;0;4;1;0;0;0;0
2020-12-13 01:30:00;4;3;0;2;0;0;0;0;0;0;0
2020-12-13 01:45:00;2;1;2;0;0;2;0;0;0;0;0
2020-12-13 02:00:00;4;4;0;1;0;2;2;0;0;0;0
2020-12-13 02:15:00;5;3;1;0;0;5;1;0;0;0;0
2020-12-13 02:30:00;2;0;2;0;0;0;2;0;0;0;0
2020-12-13 02:45:00;3;3;1;3;0;3;2;0;0;0;0
2020-12-13 03:00:00;2;3;0;2;0;7;1;0;0;0;0
2020-12-13 03:15:00;3;2;0;0;0;1;0;0;0;0;0
2020-12-13 03:30:00;2;1;3;0;0;2;0;0;0;0;0
2020-12-13 03:45:00;3;2;1;2;0;3;2;0;0;0;0
2020-12-13 04:00:00;2;1;0;14;0;0;0;0;0;0;0
2020-12-13 04:15:00;2;3;1;0;0;2;2;0;0;0;0
2020-12-13 04:30:00;4;4;0;0;0;1;0;0;0;0;0
2020-12-13 04:45:00;4;3;0;2;0;2;0;0;0;0;0
2020-12-13 05:00:00;4;1;1;0;0;4;0;0;0;0;0
2020-12-13 05:15:00;7;9;0;1;0;4;1;0;0;0;0
2020-12-13 05:30:00;8;5;1;0;0;7;3;0;0;0;0
2020-12-13 05:45:00;6;2;0;1;0;2;1;0;0;0;0
2020-12-13 06:00:00;17;10;1;0;0;12;2;0;0;0;0
2020-12-13 06:15:00;11;7;2;2;0;0;4;0;0;0;0
2020-12-13 06:30:00;9;3;1;1;0;3;0;0;0;0;0
2020-12-13 06:45:00;8;10;0;2;0;7;2;0;0;0;0
2020-12-13 07:00:00;9;6;4;3;0;3;0;0;0;0;0
2020-12-13 07:15:00;12;4;1;4;0;4;2;0;0;0;0
2020-12-13 07:30:00;11;4;1;3;0;3;2;0;0;0;0
2020-12-13 07:45:00;13;8;2;6;0;9;3;0;0;0;0
2020-12-13 08:00:00;14;4;2;5;0;8;2;0;0;0;0
2020-12-13 08:15:00;11;5;2;9;0;6;2;0;0;0;0
2020-12-13 08:30:00;17;7;3;20;0;9;4;0;0;0;0
2020-12-13 08:45:00;14;9;5;11;0;6;10;0;0;0;0
2020-12-13 09:00:00;27;12;1;14;0;12;8;0;1;0;0
2020-12-13 09:15:00;25;17;5;21;0;8;11;0;0;0;0
2020-12-13 09:30:00;21;21;3;16;0;13;14;0;0;0;0
2020-12-13 09:45:00;20;7;5;12;0;14;13;0;9;0;0
2020-12-13 10:00:00;31;13;3;11;0;14;12;15;0;0;0
2020-12-13 10:15:00;33;11;10;19;0;10;16;0;0;0;0
2020-12-13 10:30:00;39;25;12;21;0;23;16;0;0;0;0
2020-12-13 10:45:00;36;20;9;20;0;23;11;0;0;0;0
2020-12-13 11:00:00;30;20;10;21;0;23;24;0;0;0;0
2020-12-13 11:15:00;38;19;8;18;0;25;12;0;0;0;0
2020-12-13 11:30:00;41;24;12;16;0;21;12;0;0;0;0
2020-12-13 11:45:00;45;27;15;17;0;30;13;0;0;0;0
2020-12-13 12:00:00;38;39;11;16;0;35;14;1;0;0;0
2020-12-13 12:15:00;42;35;3;25;0;31;12;0;0;0;0
2020-12-13 12:30:00;42;28;10;22;0;24;13;0;1;0;0
2020-12-13 12:45:00;54;34;10;18;0;25;11;0;0;0;0
2020-12-13 13:00:00;41;24;11;30;0;36;18;0;0;0;0
2020-12-13 13:15:00;40;24;9;22;0;33;17;0;0;1;0
2020-12-13 13:30:00;50;37;12;34;0;38;23;0;0;0;0
2020-12-13 13:45:00;52;31;17;42;0;26;11;0;1;0;0
2020-12-13 14:00:00;50;34;17;32;0;36;14;0;3;0;0
2020-12-13 14:15:00;52;35;9;25;0;40;16;4;0;0;0
2020-12-13 14:30:00;65;44;9;28;0;38;12;0;4;0;0
2020-12-13 14:45:00;40;28;18;33;0;40;8;2;7;0;0
2020-12-13 15:00:00;58;47;12;32;0;37;14;0;0;0;0
2020-12-13 15:15:00;48;35;15;28;0;37;16;0;0;0;0
2020-12-13 15:30:00;53;38;17;27;0;40;17;0;0;0;0
2020-12-13 15:45:00;59;46;13;18;0;32;11;0;2;0;0
2020-12-13 16:00:00;48;30;7;25;0;27;10;11;0;0;0
2020-12-13 16:15:00;51;34;13;26;0;36;12;0;0;0;0
2020-12-13 16:30:00;45;38;12;22;0;41;14;0;0;0;0
2020-12-13 16:45:00;43;36;11;47;0;39;14;0;0;0;0
2020-12-13 17:00:00;54;40;18;25;0;46;16;4;0;0;0
2020-12-13 17:15:00;37;32;10;24;0;42;17;0;0;0;0
2020-12-13 17:30:00;49;33;17;26;0;39;15;0;0;0;0
2020-12-13 17:45:00;52;36;13;22;0;29;15;0;0;0;0
2020-12-13 18:00:00;48;37;10;16;0;37;12;0;0;0;0
2020-12-13 18:15:00;30;22;10;24;0;30;7;0;0;0;0
2020-12-13 18:30:00;32;20;18;13;0;38;15;0;0;0;0
2020-12-13 18:45:00;39;19;10;17;0;25;10;0;0;0;0
2020-12-13 19:00:00;30;18;9;21;0;40;15;0;0;0;0
2020-12-13 19:15:00;32;23;11;19;0;22;8;0;0;0;0
2020-12-13 19:30:00;28;25;10;18;0;35;12;0;0;0;0
2020-12-13 19:45:00;38;21;7;19;0;32;9;0;0;0;0
2020-12-13 20:00:00;40;27;10;25;0;23;13;0;0;0;0
2020-12-13 20:15:00;26;24;8;11;0;21;7;0;0;0;0
2020-12-13 20:30:00;29;19;5;14;0;35;5;0;0;0;0
2020-12-13 20:45:00;31;18;9;12;0;40;7;0;0;0;0
2020-12-13 21:00:00;27;16;3;11;0;44;11;0;0;0;0
2020-12-13 21:15:00;21;14;5;6;0;42;3;0;0;0;0
2020-12-13 21:30:00;30;19;6;9;0;34;5;0;0;0;0
2020-12-13 21:45:00;23;9;1;11;0;16;3;0;0;0;0
2020-12-13 22:00:00;15;10;6;8;0;9;5;0;0;0;0
2020-12-13 22:15:00;17;12;2;5;0;15;5;0;0;0;0
2020-12-13 22:30:00;14;11;3;3;0;9;2;0;0;0;0
2020-12-13 22:45:00;11;6;5;4;0;8;2;0;0;0;0
2020-12-13 23:00:00;7;8;1;1;0;7;2;0;0;0;0
2020-12-13 23:15:00;9;3;1;3;0;7;0;0;0;0;0
2020-12-13 23:30:00;7;3;0;0;0;3;2;0;0;0;0
2020-12-13 23:45:00;6;2;0;1;0;6;1;0;0;0;0
