DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2020-06-11 00:00:00;0;5;10;2;2;9;3;6;2;0;9;7;8
2020-06-11 00:15:00;0;12;9;2;4;14;4;16;2;2;7;5;2
2020-06-11 00:30:00;0;13;3;2;4;10;5;13;9;0;10;7;5
2020-06-11 00:45:00;0;4;3;2;2;14;12;8;1;0;4;9;5
2020-06-11 01:00:00;0;10;3;2;3;9;4;5;2;2;9;13;5
2020-06-11 01:15:00;0;4;1;1;2;7;5;4;2;0;3;6;6
2020-06-11 01:30:00;0;2;3;0;2;3;2;5;3;1;11;5;1
2020-06-11 01:45:00;0;7;2;0;3;6;2;7;1;0;8;8;7
2020-06-11 02:00:00;0;3;3;1;2;4;2;3;0;0;7;1;1
2020-06-11 02:15:00;0;3;3;2;3;2;0;6;2;2;2;3;5
2020-06-11 02:30:00;0;6;3;0;1;4;2;5;0;0;5;5;2
2020-06-11 02:45:00;0;1;2;0;0;6;1;2;2;1;4;4;0
2020-06-11 03:00:00;0;5;3;0;2;2;1;1;0;0;6;3;2
2020-06-11 03:15:00;0;3;3;0;1;2;0;2;0;0;5;3;1
2020-06-11 03:30:00;0;1;3;0;2;2;0;2;1;0;2;0;0
2020-06-11 03:45:00;0;0;0;1;0;3;0;2;1;0;0;0;1
2020-06-11 04:00:00;0;1;2;1;3;4;1;2;0;0;1;4;1
2020-06-11 04:15:00;0;1;0;1;1;1;0;1;0;0;0;0;0
2020-06-11 04:30:00;0;3;1;0;4;2;0;5;0;1;4;2;2
2020-06-11 04:45:00;0;6;2;0;3;7;5;2;1;3;2;1;0
2020-06-11 05:00:00;0;5;0;0;0;6;1;2;0;0;5;1;3
2020-06-11 05:15:00;0;5;5;2;2;9;3;2;1;0;4;5;3
2020-06-11 05:30:00;0;5;3;0;13;25;4;14;5;0;8;4;5
2020-06-11 05:45:00;0;11;8;0;26;49;18;11;5;2;6;4;8
2020-06-11 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-11 06:15:00;0;14;8;1;6;25;7;12;6;3;9;7;5
2020-06-11 06:30:00;0;8;7;1;1;10;2;11;7;1;6;1;0
2020-06-11 06:45:00;0;7;5;1;3;7;5;11;12;2;5;3;4
2020-06-11 07:00:00;0;20;7;1;5;9;6;9;1;2;6;1;3
2020-06-11 07:15:00;0;6;5;2;4;4;5;7;4;1;8;7;5
2020-06-11 07:30:00;0;11;6;2;3;12;4;14;3;0;7;7;5
2020-06-11 07:45:00;0;6;4;0;6;15;4;12;7;1;8;7;3
2020-06-11 08:00:00;0;7;6;0;8;7;3;12;2;1;6;7;2
2020-06-11 08:15:00;0;9;6;0;5;8;6;11;3;2;10;14;3
2020-06-11 08:30:00;0;13;12;2;13;14;6;8;2;2;12;10;7
2020-06-11 08:45:00;0;16;11;1;10;16;2;23;9;1;12;15;8
2020-06-11 09:00:00;0;23;20;3;6;7;6;23;7;4;8;11;6
2020-06-11 09:15:00;0;21;7;3;12;20;7;17;5;2;18;11;9
2020-06-11 09:30:00;0;19;5;2;13;16;6;18;8;6;18;18;12
2020-06-11 09:45:00;0;17;12;0;17;24;7;24;15;2;16;10;21
2020-06-11 10:00:00;0;27;23;1;11;21;13;19;5;6;23;21;13
2020-06-11 10:15:00;0;19;18;3;15;19;6;29;11;3;14;13;10
2020-06-11 10:30:00;0;18;16;5;12;25;7;24;9;3;34;24;16
2020-06-11 10:45:00;0;28;18;3;10;22;7;40;16;3;28;21;22
2020-06-11 11:00:00;0;21;14;3;19;25;11;28;12;1;19;15;23
2020-06-11 11:15:00;0;27;22;1;16;27;16;28;11;3;25;21;11
2020-06-11 11:30:00;0;32;25;4;16;31;14;37;16;2;24;21;16
2020-06-11 11:45:00;0;32;20;7;28;29;11;43;15;4;28;23;25
2020-06-11 12:00:00;0;32;20;7;17;27;7;42;17;3;35;27;22
2020-06-11 12:15:00;0;27;20;4;24;32;7;36;20;6;23;20;7
2020-06-11 12:30:00;0;30;20;7;15;23;8;27;19;8;29;35;16
2020-06-11 12:45:00;0;29;18;4;19;30;9;37;25;7;32;25;17
2020-06-11 13:00:00;0;28;24;1;22;26;5;38;19;5;35;31;25
2020-06-11 13:15:00;0;28;20;5;26;29;13;38;18;10;28;29;26
2020-06-11 13:30:00;0;32;30;5;25;40;14;33;18;9;29;33;27
2020-06-11 13:45:00;0;34;24;3;28;36;14;46;18;4;33;33;25
2020-06-11 14:00:00;0;23;25;1;24;42;15;40;20;7;36;28;26
2020-06-11 14:15:00;0;49;25;5;34;43;18;37;17;4;37;26;25
2020-06-11 14:30:00;0;41;30;13;28;47;19;43;20;11;33;27;27
2020-06-11 14:45:00;0;36;23;5;28;44;14;40;21;4;41;30;19
2020-06-11 15:00:00;0;29;22;6;22;38;17;42;27;4;29;28;19
2020-06-11 15:15:00;0;30;25;8;25;45;17;54;20;6;31;27;25
2020-06-11 15:30:00;0;36;24;6;29;43;18;40;23;5;38;23;34
2020-06-11 15:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-11 16:00:00;0;42;28;5;19;38;11;46;29;8;33;28;34
2020-06-11 16:15:00;0;40;34;3;25;42;13;58;30;3;42;33;40
2020-06-11 16:30:00;0;35;26;7;24;32;18;51;22;7;36;20;24
2020-06-11 16:45:00;0;28;14;5;29;45;17;51;28;9;39;40;33
2020-06-11 17:00:00;0;32;32;6;26;44;11;65;34;5;42;34;29
2020-06-11 17:15:00;0;42;27;12;34;40;15;74;26;9;42;37;36
2020-06-11 17:30:00;0;45;30;8;33;49;13;81;36;7;48;27;37
2020-06-11 17:45:00;0;38;30;5;29;51;18;96;52;5;44;34;41
2020-06-11 18:00:00;0;42;30;3;30;39;11;83;34;8;38;34;38
2020-06-11 18:15:00;0;35;24;4;29;48;13;93;36;5;37;35;46
2020-06-11 18:30:00;0;36;22;6;19;40;12;75;41;5;41;42;29
2020-06-11 18:45:00;0;36;27;4;25;47;11;71;38;10;28;42;23
2020-06-11 19:00:00;0;34;35;3;30;36;9;59;27;8;37;34;41
2020-06-11 19:15:00;0;34;29;9;27;39;17;42;18;5;31;36;27
2020-06-11 19:30:00;0;32;23;6;21;36;7;43;22;4;29;25;24
2020-06-11 19:45:00;0;37;30;6;23;41;5;39;22;6;31;25;26
2020-06-11 20:00:00;0;33;23;6;17;36;7;28;20;8;32;24;30
2020-06-11 20:15:00;0;36;25;2;21;36;9;41;21;0;32;35;19
2020-06-11 20:30:00;0;31;34;9;15;26;11;30;17;5;30;22;25
2020-06-11 20:45:00;0;23;20;1;22;23;5;32;15;4;28;21;28
2020-06-11 21:00:00;0;32;20;9;14;25;11;34;13;5;32;27;27
2020-06-11 21:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-11 21:30:00;0;57;38;10;10;34;6;25;10;1;25;24;14
2020-06-11 21:45:00;0;114;93;5;15;23;11;27;9;2;25;24;18
2020-06-11 22:00:00;0;123;106;13;15;25;7;25;3;4;26;16;13
2020-06-11 22:15:00;0;146;140;7;18;25;7;26;12;2;21;23;23
2020-06-11 22:30:00;0;71;46;7;8;28;12;24;10;3;20;21;20
2020-06-11 23:00:00;0;23;20;4;5;13;10;17;6;1;18;19;7
2020-06-11 23:15:00;0;24;13;4;5;11;8;17;10;2;15;10;15
2020-06-11 23:30:00;0;15;11;0;3;21;12;6;3;3;13;11;5
2020-06-11 23:45:00;0;17;6;2;7;10;1;19;8;1;13;10;4
