DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-07-05 00:00:00;19;9;7;10;8;8;0;16
2020-07-05 00:15:00;23;15;7;10;11;13;0;16
2020-07-05 00:30:00;23;19;11;9;11;10;0;13
2020-07-05 00:45:00;16;13;10;9;5;8;0;9
2020-07-05 01:00:00;18;12;10;9;10;11;0;9
2020-07-05 01:15:00;15;4;2;7;8;14;0;4
2020-07-05 01:30:00;13;7;5;6;4;10;0;8
2020-07-05 01:45:00;8;6;3;8;2;5;0;4
2020-07-05 02:00:00;7;10;5;4;3;6;0;3
2020-07-05 02:15:00;8;3;2;6;10;4;0;5
2020-07-05 02:30:00;6;9;3;6;4;3;0;3
2020-07-05 02:45:00;5;2;2;2;3;9;0;2
2020-07-05 03:00:00;6;5;2;2;6;4;0;3
2020-07-05 03:15:00;5;6;3;5;2;2;0;1
2020-07-05 03:30:00;2;3;2;2;3;1;0;1
2020-07-05 03:45:00;1;2;1;1;0;1;0;0
2020-07-05 04:00:00;3;2;0;3;5;3;0;0
2020-07-05 04:15:00;2;2;3;1;1;2;0;6
2020-07-05 04:30:00;2;2;2;1;1;2;0;0
2020-07-05 04:45:00;2;2;1;0;0;4;0;1
2020-07-05 05:00:00;2;5;2;7;6;3;0;0
2020-07-05 05:15:00;6;3;1;2;1;5;0;2
2020-07-05 05:30:00;4;6;3;5;3;2;0;6
2020-07-05 05:45:00;4;4;1;0;2;3;0;3
2020-07-05 06:00:00;8;5;2;5;8;5;0;3
2020-07-05 06:15:00;6;3;1;2;6;4;0;8
2020-07-05 06:30:00;5;5;4;1;1;2;0;2
2020-07-05 06:45:00;12;3;1;5;5;3;0;2
2020-07-05 07:00:00;8;3;3;5;5;4;0;6
2020-07-05 07:15:00;6;3;1;3;4;7;0;5
2020-07-05 07:30:00;7;6;0;3;3;2;0;2
2020-07-05 07:45:00;13;9;2;5;8;4;0;5
2020-07-05 08:00:00;8;5;1;4;7;2;0;1
2020-07-05 08:15:00;8;11;6;12;5;2;0;5
2020-07-05 08:30:00;14;13;6;7;3;5;0;12
2020-07-05 08:45:00;8;12;4;6;4;4;0;10
2020-07-05 09:00:00;14;11;5;10;7;7;0;12
2020-07-05 09:15:00;21;12;8;10;13;3;0;10
2020-07-05 09:30:00;23;9;19;17;54;12;0;7
2020-07-05 09:45:00;20;19;16;19;17;10;0;12
2020-07-05 10:00:00;23;21;16;12;15;10;0;21
2020-07-05 10:15:00;23;16;19;20;12;11;0;10
2020-07-05 10:30:00;30;16;18;23;34;9;0;16
2020-07-05 10:45:00;27;16;17;18;23;13;0;20
2020-07-05 11:00:00;28;23;12;18;18;17;0;22
2020-07-05 11:15:00;32;22;21;19;15;13;0;19
2020-07-05 11:30:00;26;20;11;33;79;17;0;23
2020-07-05 11:45:00;35;25;15;20;21;10;0;15
2020-07-05 12:00:00;36;31;22;29;20;18;0;12
2020-07-05 12:15:00;20;16;7;20;47;18;0;18
2020-07-05 12:30:00;29;21;18;23;61;11;0;15
2020-07-05 12:45:00;24;21;18;36;36;14;0;15
2020-07-05 13:00:00;27;24;18;22;16;22;0;26
2020-07-05 13:15:00;41;22;21;34;18;9;0;21
2020-07-05 13:30:00;37;28;16;32;14;12;0;15
2020-07-05 13:45:00;33;20;23;12;13;14;0;22
2020-07-05 14:00:00;37;35;27;23;20;17;0;26
2020-07-05 14:15:00;40;20;14;18;27;14;0;18
2020-07-05 14:30:00;43;20;21;28;15;7;0;14
2020-07-05 14:45:00;27;29;18;25;28;12;0;22
2020-07-05 15:00:00;32;29;19;22;15;19;0;15
2020-07-05 15:15:00;37;17;15;30;28;19;0;27
2020-07-05 15:30:00;35;26;22;24;32;24;0;18
2020-07-05 15:45:00;34;21;23;20;22;19;0;22
2020-07-05 16:00:00;35;25;13;20;14;17;0;17
2020-07-05 16:15:00;51;19;10;29;18;12;0;18
2020-07-05 16:30:00;39;23;16;17;19;17;0;24
