DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2a);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-11-17 00:00:00;5;4;8;9;0;0;0;0;0;0;0;0
2020-11-17 00:15:00;8;3;3;1;0;0;0;0;0;0;0;0
2020-11-17 00:30:00;4;3;0;2;0;0;0;0;0;0;0;0
2020-11-17 00:45:00;2;2;2;2;0;0;0;0;0;0;0;0
2020-11-17 01:00:00;3;4;0;4;0;0;0;0;0;0;0;0
2020-11-17 01:15:00;8;1;0;0;0;0;0;0;0;0;0;0
2020-11-17 01:30:00;7;0;2;2;0;0;0;0;0;0;0;0
2020-11-17 01:45:00;3;0;4;2;0;0;0;0;0;0;0;0
2020-11-17 02:00:00;3;1;1;3;0;0;0;0;0;0;0;0
2020-11-17 02:15:00;2;1;9;14;0;0;0;0;0;0;0;0
2020-11-17 02:30:00;9;0;1;3;0;0;0;0;0;0;0;0
2020-11-17 02:45:00;0;0;3;3;0;0;0;0;0;0;0;0
2020-11-17 03:00:00;5;1;3;1;0;0;0;0;0;0;0;0
2020-11-17 03:15:00;6;1;3;3;0;0;0;0;0;0;0;0
2020-11-17 03:30:00;3;0;3;1;0;0;0;0;0;0;0;0
2020-11-17 03:45:00;4;1;1;1;0;0;0;0;0;0;0;0
2020-11-17 04:00:00;8;3;5;8;0;0;0;0;0;0;0;0
2020-11-17 04:15:00;4;1;6;4;0;0;0;0;0;0;0;0
2020-11-17 04:30:00;12;6;10;14;0;0;0;0;0;0;0;0
2020-11-17 04:45:00;14;6;7;19;0;0;0;0;0;0;0;0
2020-11-17 05:00:00;18;8;23;26;0;0;0;0;0;0;0;0
2020-11-17 05:15:00;23;9;23;34;0;0;0;0;0;0;0;0
2020-11-17 05:30:00;67;31;38;53;1;0;0;0;0;0;0;0
2020-11-17 05:45:00;55;31;47;60;0;0;0;0;0;0;0;0
2020-11-17 06:00:00;47;37;49;56;0;0;0;0;0;0;0;0
2020-11-17 06:15:00;75;60;52;94;0;0;0;0;0;0;0;0
2020-11-17 06:30:00;100;54;62;98;10;0;0;0;0;0;0;0
2020-11-17 06:45:00;106;81;71;104;0;3;0;0;6;0;0;0
2020-11-17 07:00:00;108;60;67;117;0;0;0;0;1;0;0;0
2020-11-17 07:15:00;117;66;78;117;0;2;0;0;3;3;0;5
2020-11-17 07:30:00;129;95;108;156;2;18;0;0;63;2;6;0
2020-11-17 07:45:00;141;119;110;151;7;1;1;0;12;1;2;0
2020-11-17 08:00:00;98;78;74;115;5;2;0;0;1;3;0;0
2020-11-17 08:15:00;93;60;73;115;2;0;0;0;3;2;2;0
2020-11-17 08:30:00;96;71;82;93;2;0;3;0;1;3;0;1
2020-11-17 08:45:00;99;63;71;95;12;0;0;0;0;2;0;0
2020-11-17 09:00:00;106;71;64;75;2;1;0;0;1;0;0;0
2020-11-17 09:15:00;110;72;74;97;0;0;0;0;2;1;0;0
2020-11-17 09:30:00;112;68;56;92;0;2;0;0;0;0;0;0
2020-11-17 09:45:00;95;71;66;90;2;1;0;1;3;3;0;0
2020-11-17 10:00:00;110;79;71;88;0;2;0;0;0;3;0;0
2020-11-17 10:15:00;80;56;58;94;0;2;0;0;0;0;0;0
2020-11-17 10:30:00;95;67;79;122;15;9;0;0;1;7;0;1
2020-11-17 10:45:00;125;105;72;99;1;1;0;0;3;2;2;0
2020-11-17 11:00:00;103;60;90;115;0;0;0;2;6;1;0;0
2020-11-17 11:15:00;113;81;78;106;4;2;0;0;0;4;0;0
2020-11-17 11:30:00;110;75;92;124;3;1;0;0;2;7;0;0
2020-11-17 11:45:00;79;52;76;96;1;0;0;0;1;0;0;0
2020-11-17 12:00:00;105;82;84;113;8;1;1;0;0;10;0;0
2020-11-17 12:15:00;78;66;95;108;2;5;0;0;10;2;0;0
2020-11-17 12:30:00;74;154;62;139;0;0;0;0;2;0;0;0
2020-11-17 12:45:00;3;0;1;8;0;0;0;0;0;1;0;0
2020-11-17 13:00:00;
2020-11-17 13:15:00;
2020-11-17 13:30:00;
2020-11-17 13:45:00;32;23;21;45;4;2;0;6;6;3;66;2
2020-11-17 14:00:00;109;82;97;128;2;19;17;13;12;4;0;0
2020-11-17 14:15:00;109;87;98;132;6;0;1;0;23;2;0;1
2020-11-17 14:30:00;116;79;96;124;9;5;0;0;9;2;2;0
2020-11-17 14:45:00;109;100;103;155;2;1;0;0;14;6;0;0
2020-11-17 15:00:00;116;74;99;154;34;1;0;0;0;9;0;0
2020-11-17 15:15:00;159;125;97;133;2;0;0;0;261;21;0;20
2020-11-17 15:30:00;133;93;114;156;8;7;0;0;0;6;0;0
2020-11-17 15:45:00;123;95;105;176;0;1;0;0;3;0;0;0
2020-11-17 16:00:00;140;97;112;177;7;3;0;0;4;7;2;0
2020-11-17 16:15:00;144;111;126;171;35;0;2;0;2;1;0;0
2020-11-17 16:30:00;130;122;121;177;12;20;0;12;4;5;2;0
2020-11-17 16:45:00;120;106;97;144;5;0;0;0;2;0;1;0
2020-11-17 17:00:00;144;102;117;173;2;1;0;0;38;0;0;0
2020-11-17 17:15:00;136;121;111;151;5;3;0;0;4;4;0;0
2020-11-17 17:30:00;108;108;97;154;1;21;0;0;8;0;0;0
2020-11-17 17:45:00;131;73;120;118;1;1;1;0;9;2;0;0
2020-11-17 18:00:00;85;65;99;130;1;0;0;0;2;0;0;0
2020-11-17 18:15:00;105;87;78;115;0;23;0;0;1;2;0;0
2020-11-17 18:30:00;82;68;81;89;0;2;0;2;0;0;0;0
2020-11-17 18:45:00;78;62;72;96;15;0;0;0;0;0;0;0
2020-11-17 19:00:00;65;45;77;100;0;0;2;0;0;1;0;1
2020-11-17 19:15:00;63;61;77;88;2;1;0;0;4;0;0;0
2020-11-17 19:30:00;52;31;72;67;0;0;0;0;4;4;0;0
2020-11-17 19:45:00;40;40;62;71;0;0;0;0;4;0;0;0
2020-11-17 20:00:00;44;34;64;70;3;0;0;0;0;2;0;2
2020-11-17 20:15:00;28;27;58;62;0;0;0;0;0;0;0;0
