DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-11-28 00:00:00;0;0;0;1;3
2020-11-28 00:15:00;2;2;3;5;5
2020-11-28 00:30:00;1;1;0;4;5
2020-11-28 00:45:00;2;0;0;0;1
2020-11-28 01:00:00;1;0;0;0;0
2020-11-28 01:15:00;0;1;0;1;1
2020-11-28 01:30:00;1;0;0;1;2
2020-11-28 01:45:00;2;0;0;6;2
2020-11-28 02:00:00;2;0;0;0;1
2020-11-28 02:15:00;1;0;0;1;2
2020-11-28 02:30:00;2;0;0;2;1
2020-11-28 02:45:00;0;0;1;2;2
2020-11-28 03:00:00;3;0;0;0;1
2020-11-28 03:15:00;1;0;0;0;1
2020-11-28 03:30:00;0;0;0;0;1
2020-11-28 03:45:00;0;0;0;2;0
2020-11-28 04:00:00;1;0;1;1;2
2020-11-28 04:15:00;1;0;0;0;1
2020-11-28 04:30:00;1;0;0;1;1
2020-11-28 04:45:00;0;2;0;1;2
2020-11-28 05:00:00;3;0;0;0;0
2020-11-28 05:15:00;1;0;2;3;1
2020-11-28 05:30:00;5;0;2;3;5
2020-11-28 05:45:00;1;2;3;9;4
2020-11-28 06:00:00;8;4;1;5;6
2020-11-28 06:15:00;7;3;1;2;4
2020-11-28 06:30:00;10;5;2;13;3
2020-11-28 06:45:00;14;8;4;12;5
2020-11-28 07:00:00;6;8;1;9;7
2020-11-28 07:15:00;12;6;4;12;15
2020-11-28 07:30:00;11;7;3;13;17
2020-11-28 07:45:00;23;9;7;16;19
2020-11-28 08:00:00;17;17;3;17;11
2020-11-28 08:15:00;21;15;1;12;24
2020-11-28 08:30:00;21;15;7;17;28
2020-11-28 08:45:00;26;10;9;23;20
2020-11-28 09:00:00;31;21;14;17;23
2020-11-28 09:15:00;29;20;12;26;39
2020-11-28 09:30:00;29;16;16;35;34
2020-11-28 09:45:00;34;19;13;25;48
2020-11-28 10:00:00;44;20;12;25;50
2020-11-28 10:15:00;31;15;12;30;44
2020-11-28 10:30:00;42;25;26;31;60
2020-11-28 10:45:00;36;20;13;34;55
2020-11-28 11:00:00;37;28;13;40;44
2020-11-28 11:15:00;37;18;28;40;41
2020-11-28 11:30:00;40;14;16;41;57
2020-11-28 11:45:00;33;19;13;34;60
2020-11-28 12:00:00;51;17;25;38;62
2020-11-28 12:15:00;36;11;17;40;68
2020-11-28 12:30:00;29;21;16;26;47
2020-11-28 12:45:00;32;13;17;35;63
2020-11-28 13:00:00;38;19;15;24;65
2020-11-28 13:15:00;28;11;24;31;48
2020-11-28 13:30:00;38;14;21;39;51
2020-11-28 13:45:00;47;11;19;33;62
2020-11-28 14:00:00;39;13;12;28;69
2020-11-28 14:15:00;37;55;21;46;55
2020-11-28 14:30:00;44;11;17;37;50
2020-11-28 14:45:00;39;9;15;24;72
2020-11-28 15:00:00;30;13;14;24;50
2020-11-28 15:15:00;43;9;12;38;42
2020-11-28 15:30:00;35;12;13;17;43
2020-11-28 15:45:00;36;8;20;28;43
2020-11-28 16:00:00;29;8;14;29;45
2020-11-28 16:15:00;44;13;15;21;46
2020-11-28 16:30:00;32;12;13;29;55
2020-11-28 16:45:00;29;19;21;35;39
2020-11-28 17:00:00;35;6;13;31;49
2020-11-28 17:15:00;27;12;14;19;41
2020-11-28 17:30:00;29;12;14;26;45
2020-11-28 17:45:00;28;8;13;27;36
2020-11-28 18:00:00;30;8;13;31;31
2020-11-28 18:15:00;26;9;13;23;35
2020-11-28 18:30:00;19;5;5;28;32
2020-11-28 18:45:00;18;7;7;20;27
2020-11-28 19:00:00;12;8;9;17;28
2020-11-28 19:15:00;19;5;7;11;24
2020-11-28 19:30:00;11;5;12;18;18
2020-11-28 19:45:00;17;7;5;14;25
2020-11-28 20:00:00;11;9;8;17;21
2020-11-28 20:15:00;9;4;3;11;24
2020-11-28 20:30:00;14;5;2;6;13
2020-11-28 20:45:00;12;4;2;8;15
2020-11-28 21:00:00;9;3;3;14;9
2020-11-28 21:15:00;6;4;1;7;13
2020-11-28 21:30:00;2;0;1;3;13
2020-11-28 21:45:00;2;2;0;4;9
2020-11-28 22:00:00;10;4;7;9;14
2020-11-28 22:15:00;9;1;2;5;8
2020-11-28 22:30:00;4;2;1;7;8
2020-11-28 22:45:00;2;1;0;5;5
2020-11-28 23:00:00;5;3;4;11;9
2020-11-28 23:15:00;11;0;0;5;15
2020-11-28 23:30:00;5;0;2;2;5
2020-11-28 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
