DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-05-04 00:00:00;2;3;0;1;3;4;3;0;2;1;0;0;0;0
2020-05-04 00:15:00;7;6;1;0;2;6;6;5;1;2;0;0;0;0
2020-05-04 00:30:00;7;7;3;1;0;9;10;1;0;0;0;0;0;0
2020-05-04 00:45:00;3;5;0;1;1;5;5;0;1;0;0;0;0;0
2020-05-04 01:00:00;6;5;0;0;1;1;3;1;1;0;0;0;0;0
2020-05-04 01:15:00;3;1;0;0;2;5;4;1;0;1;0;0;0;0
2020-05-04 01:30:00;2;1;1;0;0;4;2;2;0;1;0;0;0;0
2020-05-04 01:45:00;3;2;2;0;1;6;8;3;1;0;0;0;0;0
2020-05-04 02:00:00;5;1;0;0;0;3;4;1;0;0;0;0;0;0
2020-05-04 02:15:00;3;7;1;0;0;2;3;4;1;2;0;0;0;0
2020-05-04 02:30:00;0;0;0;0;0;3;2;1;0;1;0;0;0;0
2020-05-04 02:45:00;4;2;2;0;0;6;5;0;0;0;0;0;0;0
2020-05-04 03:00:00;2;2;0;0;0;3;4;2;0;0;0;0;0;0
2020-05-04 03:15:00;4;4;0;0;1;6;10;3;0;0;0;0;0;0
2020-05-04 03:30:00;4;5;1;1;0;5;2;1;2;1;0;0;0;0
2020-05-04 03:45:00;7;3;0;0;0;3;7;2;0;0;0;0;0;0
2020-05-04 04:00:00;5;1;0;0;1;6;6;5;0;0;0;0;0;0
2020-05-04 04:15:00;4;2;0;0;0;9;8;5;1;0;0;0;0;0
2020-05-04 04:30:00;6;3;0;3;2;11;8;4;1;1;0;0;0;0
2020-05-04 04:45:00;10;8;1;1;5;15;13;7;1;2;0;0;0;0
2020-05-04 05:00:00;14;8;2;4;4;25;23;10;2;3;0;0;0;0
2020-05-04 05:15:00;38;26;1;11;16;28;25;11;2;4;0;0;0;0
2020-05-04 05:30:00;30;33;4;12;8;35;33;14;3;6;0;0;2;0
2020-05-04 05:45:00;39;47;4;15;13;29;20;18;4;6;0;0;0;0
2020-05-04 06:00:00;46;45;4;14;15;24;17;18;3;8;0;0;0;0
2020-05-04 06:15:00;61;73;6;10;18;38;31;24;6;3;0;0;0;0
2020-05-04 06:30:00;61;91;9;18;37;44;35;15;12;2;0;0;0;0
2020-05-04 06:45:00;60;88;10;15;27;50;39;30;7;3;1;0;0;0
2020-05-04 07:00:00;71;82;7;12;39;51;33;29;14;7;0;0;0;0
2020-05-04 07:15:00;49;52;14;23;37;47;52;26;7;4;0;0;0;0
2020-05-04 07:30:00;49;59;15;24;34;44;42;13;5;3;0;1;0;0
2020-05-04 07:45:00;81;95;29;42;42;66;59;29;11;5;0;0;0;0
2020-05-04 08:00:00;73;75;22;28;29;60;65;30;5;11;0;0;0;0
2020-05-04 08:15:00;74;71;18;30;28;69;61;34;10;5;0;0;2;0
2020-05-04 08:30:00;69;75;24;28;38;62;79;29;13;4;0;0;0;0
2020-05-04 08:45:00;75;79;30;37;31;74;80;27;10;10;1;0;0;0
2020-05-04 09:00:00;60;75;25;36;26;58;76;30;14;5;0;0;1;0
2020-05-04 09:15:00;64;85;22;42;35;93;84;39;19;10;0;0;4;0
2020-05-04 09:30:00;96;104;36;34;29;89;79;29;14;7;1;0;0;0
2020-05-04 09:45:00;70;88;30;34;47;88;93;47;17;11;0;0;0;0
2020-05-04 10:00:00;76;73;27;45;40;89;108;39;15;14;0;0;0;1
2020-05-04 10:15:00;79;75;23;34;29;98;119;45;13;8;0;18;4;0
2020-05-04 10:30:00;76;79;24;41;36;92;97;37;21;8;0;0;0;0
2020-05-04 10:45:00;69;80;27;42;33;111;111;44;12;10;3;0;0;0
2020-05-04 11:00:00;84;85;33;29;24;87;99;41;14;9;0;0;2;0
2020-05-04 11:15:00;87;83;31;47;36;88;110;41;20;11;0;0;3;5
2020-05-04 11:30:00;82;82;26;30;32;79;117;40;12;9;7;0;5;2
2020-05-04 11:45:00;83;87;23;35;35;93;111;36;15;9;0;3;3;0
2020-05-04 12:00:00;75;64;26;29;31;108;124;34;15;10;0;0;2;0
2020-05-04 12:15:00;83;78;22;40;49;101;109;27;10;7;0;0;0;0
2020-05-04 12:30:00;67;75;28;36;28;115;107;36;11;12;0;0;9;0
2020-05-04 12:45:00;74;77;31;37;38;109;119;39;17;14;0;0;0;0
2020-05-04 13:00:00;80;82;23;36;45;95;109;31;14;9;4;1;1;0
2020-05-04 13:15:00;83;89;24;37;38;84;126;41;17;8;5;0;0;0
2020-05-04 13:30:00;100;97;23;28;31;95;88;34;9;6;5;0;0;0
2020-05-04 13:45:00;94;92;19;37;42;106;106;36;12;4;1;0;2;0
2020-05-04 14:00:00;91;91;18;37;33;105;124;36;15;9;0;0;0;0
2020-05-04 14:15:00;78;83;19;38;44;101;124;40;14;12;0;18;0;0
2020-05-04 14:30:00;82;82;36;50;31;99;125;44;15;7;3;0;0;0
2020-05-04 14:45:00;88;83;29;37;39;124;118;46;22;12;0;0;4;0
2020-05-04 15:00:00;81;80;31;35;41;96;108;33;18;12;4;0;0;0
2020-05-04 15:15:00;82;78;27;29;29;109;138;34;11;8;3;0;7;0
2020-05-04 15:30:00;83;74;24;42;42;119;137;42;11;10;0;1;0;0
2020-05-04 15:45:00;82;84;26;30;44;120;123;40;15;9;1;75;0;1
2020-05-04 16:00:00;78;86;26;46;36;106;121;52;23;4;0;0;0;2
2020-05-04 16:15:00;92;83;22;29;51;128;140;42;12;8;0;0;0;0
2020-05-04 16:30:00;85;83;23;33;27;109;140;46;15;8;4;0;2;0
2020-05-04 16:45:00;78;77;27;39;32;113;138;53;14;9;0;0;0;0
2020-05-04 17:00:00;87;84;23;33;39;120;131;50;19;7;3;0;0;0
2020-05-04 17:15:00;80;86;28;44;29;120;120;34;24;12;1;0;0;0
2020-05-04 17:30:00;74;79;20;32;34;108;115;58;23;12;5;4;3;0
2020-05-04 17:45:00;79;80;29;38;30;95;111;47;21;9;0;0;0;0
2020-05-04 18:00:00;68;56;20;30;27;105;105;38;16;11;3;0;0;0
2020-05-04 18:15:00;64;64;23;28;27;109;118;28;13;9;6;0;1;0
2020-05-04 18:30:00;65;60;17;25;32;77;100;28;8;8;0;0;0;0
2020-05-04 18:45:00;70;57;24;16;29;65;84;24;13;7;0;0;0;0
2020-05-04 19:00:00;49;46;15;21;13;55;65;13;6;3;0;0;0;0
2020-05-04 19:15:00;34;38;13;18;22;57;67;23;7;6;1;0;0;0
2020-05-04 19:30:00;42;48;11;7;12;47;58;24;6;7;0;0;13;1
2020-05-04 19:45:00;49;39;8;10;18;53;52;21;8;0;0;0;0;0
2020-05-04 20:00:00;46;39;12;11;12;43;40;22;5;1;0;0;0;0
2020-05-04 20:15:00;28;23;11;10;8;38;39;16;7;1;0;0;0;0
2020-05-04 20:30:00;22;31;3;7;10;42;36;7;5;2;0;0;0;0
2020-05-04 20:45:00;24;17;6;11;16;30;27;7;6;7;0;0;0;0
2020-05-04 21:00:00;19;15;4;5;6;23;18;10;3;2;0;0;0;0
2020-05-04 21:15:00;23;15;1;5;6;35;37;11;0;0;0;0;0;0
2020-05-04 21:30:00;18;19;2;3;1;25;20;10;3;1;0;0;0;0
2020-05-04 21:45:00;19;20;4;2;6;32;31;14;3;2;0;0;0;0
2020-05-04 22:00:00;17;19;4;4;3;42;44;9;3;1;0;0;0;0
2020-05-04 22:15:00;17;11;8;1;8;42;40;11;4;2;0;0;0;0
2020-05-04 22:30:00;9;15;3;2;3;16;21;4;3;1;0;0;0;0
2020-05-04 22:45:00;5;8;5;3;4;8;7;5;3;4;0;0;0;0
2020-05-04 23:00:00;8;6;0;2;6;13;12;3;2;1;0;0;0;0
2020-05-04 23:15:00;18;12;4;2;5;12;12;4;4;2;0;0;0;0
2020-05-04 23:30:00;9;11;7;1;2;8;5;6;1;3;0;0;0;0
2020-05-04 23:45:00;4;6;2;1;1;7;9;1;1;1;0;0;0;0
