DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2019-12-12 00:00:00;0;2;4;1;1;2;7;2;2;4;6
2019-12-12 00:15:00;1;3;6;1;2;8;8;2;2;4;6
2019-12-12 00:30:00;0;2;11;1;1;1;3;0;1;1;2
2019-12-12 00:45:00;0;1;8;0;0;4;2;1;2;4;0
2019-12-12 01:00:00;0;2;6;2;2;4;4;0;0;1;1
2019-12-12 01:15:00;0;0;3;0;0;1;2;0;0;2;2
2019-12-12 01:30:00;0;1;2;0;0;1;4;2;0;5;0
2019-12-12 01:45:00;0;0;1;0;0;1;4;3;1;3;1
2019-12-12 02:00:00;0;0;3;1;1;2;2;0;0;1;1
2019-12-12 02:15:00;0;2;1;0;0;0;3;1;0;0;2
2019-12-12 02:30:00;0;0;0;0;0;1;2;0;0;4;0
2019-12-12 02:45:00;0;2;3;0;0;0;0;0;0;2;0
2019-12-12 03:00:00;0;0;1;0;1;0;2;3;0;1;0
2019-12-12 03:15:00;0;2;3;0;0;1;2;0;0;2;0
2019-12-12 03:30:00;0;2;1;0;0;0;1;0;1;4;2
2019-12-12 03:45:00;0;0;2;1;0;0;1;0;0;1;1
2019-12-12 04:00:00;1;0;0;0;1;0;1;1;0;1;1
2019-12-12 04:15:00;0;2;3;1;1;1;1;0;0;2;1
2019-12-12 04:30:00;0;2;3;1;1;1;2;0;0;0;1
2019-12-12 04:45:00;1;7;6;0;1;2;2;1;3;2;2
2019-12-12 05:00:00;3;10;15;0;1;2;3;0;2;4;3
2019-12-12 05:15:00;4;38;31;0;1;3;8;1;3;8;9
2019-12-12 05:30:00;3;37;44;4;4;2;11;1;2;16;7
2019-12-12 05:45:00;2;36;38;3;6;3;6;4;5;18;19
2019-12-12 06:00:00;6;22;21;5;9;4;12;3;10;11;16
2019-12-12 06:15:00;2;31;30;5;9;9;20;3;14;21;16
2019-12-12 06:30:00;4;40;30;1;3;7;22;9;12;22;31
2019-12-12 06:45:00;1;46;55;14;14;12;16;5;21;19;31
2019-12-12 07:00:00;8;52;38;18;21;16;21;16;13;47;30
2019-12-12 07:15:00;5;52;43;37;43;18;30;18;51;82;37
2019-12-12 07:30:00;13;60;55;49;54;14;40;28;74;72;32
2019-12-12 07:45:00;10;66;76;28;37;42;53;38;54;62;51
2019-12-12 08:00:00;13;68;62;13;22;24;37;35;27;52;41
2019-12-12 08:15:00;9;40;54;28;37;22;41;23;33;48;39
2019-12-12 08:30:00;8;41;53;18;23;22;34;21;37;56;22
2019-12-12 08:45:00;5;45;65;19;25;15;43;25;28;38;25
2019-12-12 09:00:00;4;35;43;13;17;10;25;14;30;36;18
2019-12-12 09:15:00;5;36;35;16;18;17;23;16;35;63;18
2019-12-12 09:30:00;11;31;38;16;26;16;27;22;36;49;25
2019-12-12 09:45:00;4;41;34;15;18;19;40;23;37;49;25
2019-12-12 10:00:00;10;22;52;11;16;16;39;23;27;35;21
2019-12-12 10:15:00;5;32;46;11;16;26;35;29;27;37;24
2019-12-12 10:30:00;9;42;52;20;29;26;36;21;27;26;21
2019-12-12 10:45:00;9;42;56;9;18;20;39;28;34;37;20
2019-12-12 11:00:00;7;36;32;8;12;25;37;23;30;34;28
2019-12-12 11:15:00;4;40;29;10;15;20;44;31;24;42;25
2019-12-12 11:30:00;10;43;53;10;15;23;44;28;30;35;33
2019-12-12 11:45:00;7;48;45;15;20;22;42;32;30;35;24
2019-12-12 12:00:00;4;39;55;15;17;15;37;19;26;28;20
2019-12-12 12:15:00;7;35;55;8;15;24;40;31;24;31;19
2019-12-12 12:30:00;10;47;51;10;16;13;36;28;34;43;26
2019-12-12 12:45:00;9;40;38;20;29;24;57;42;42;42;22
2019-12-12 13:00:00;7;49;49;12;16;33;55;35;35;43;30
2019-12-12 13:15:00;7;41;51;9;16;24;48;23;34;32;23
2019-12-12 13:30:00;9;60;57;18;22;18;40;26;36;30;25
2019-12-12 13:45:00;9;49;61;25;35;21;51;34;36;39;38
2019-12-12 14:00:00;5;42;35;11;13;19;46;27;37;44;35
2019-12-12 14:15:00;12;45;48;20;27;16;39;23;44;44;38
2019-12-12 14:30:00;7;46;42;26;34;30;52;32;41;40;53
