DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2019-09-04 00:00:00;9;10;4;2;8;7;3;1;0;0;0;0;0;0
2019-09-04 00:15:00;6;9;4;4;7;6;1;3;0;0;0;0;0;0
2019-09-04 00:30:00;5;7;6;2;9;10;6;2;0;0;0;0;0;0
2019-09-04 00:45:00;6;2;6;3;3;3;3;0;0;0;0;0;0;0
2019-09-04 01:00:00;7;6;0;0;4;3;1;0;0;0;0;0;0;0
2019-09-04 01:15:00;5;6;1;0;4;4;4;1;0;0;0;0;0;0
2019-09-04 01:30:00;6;6;1;0;4;3;1;0;0;0;0;0;0;0
2019-09-04 01:45:00;6;2;2;0;3;2;1;1;0;0;0;0;0;0
2019-09-04 02:00:00;3;3;1;1;7;5;2;3;0;0;0;0;0;0
2019-09-04 02:15:00;7;5;4;1;2;1;3;1;0;0;0;0;0;0
2019-09-04 02:30:00;6;4;1;0;6;3;3;0;0;0;0;0;0;0
2019-09-04 02:45:00;5;3;0;0;2;1;3;1;0;0;0;0;0;0
2019-09-04 03:00:00;3;0;3;1;4;5;1;3;0;0;0;0;0;0
2019-09-04 03:15:00;5;4;2;1;5;5;1;2;0;0;0;0;0;0
2019-09-04 03:30:00;9;0;1;1;1;4;5;1;0;0;0;0;0;0
2019-09-04 03:45:00;11;3;1;0;2;5;2;2;0;0;0;0;0;0
2019-09-04 04:00:00;6;1;2;0;5;9;0;5;0;0;0;0;0;0
2019-09-04 04:15:00;6;5;3;0;8;7;2;4;0;0;0;0;0;0
2019-09-04 04:30:00;14;4;8;2;11;8;5;6;0;0;0;0;0;1
2019-09-04 04:45:00;9;5;15;3;8;12;8;6;0;0;0;0;0;0
2019-09-04 05:00:00;29;9;37;4;14;26;7;10;0;0;0;0;0;0
2019-09-04 05:15:00;47;21;79;5;21;29;15;21;0;0;0;0;0;0
2019-09-04 05:30:00;55;37;90;11;29;44;21;14;0;0;3;0;0;0
2019-09-04 05:45:00;65;57;52;21;36;47;43;33;0;0;0;0;0;0
2019-09-04 06:00:00;62;53;43;7;32;48;57;50;0;0;0;0;0;0
2019-09-04 06:15:00;75;71;47;13;47;80;35;25;0;0;3;0;0;0
2019-09-04 06:30:00;71;68;58;20;71;95;33;41;0;0;0;0;0;0
2019-09-04 06:45:00;90;103;68;29;71;97;24;18;0;0;0;0;0;0
2019-09-04 07:00:00;78;81;61;31;62;94;28;18;0;0;0;0;0;0
2019-09-04 07:15:00;96;106;75;32;81;101;30;14;0;0;0;0;0;0
2019-09-04 07:30:00;90;91;65;46;80;109;32;24;0;0;0;0;0;0
2019-09-04 07:45:00;102;105;57;32;83;105;29;23;0;0;2;0;0;0
2019-09-04 08:00:00;95;100;65;33;82;98;36;23;0;0;0;0;0;0
2019-09-04 08:15:00;95;92;48;25;74;100;46;30;0;0;3;0;0;0
2019-09-04 08:30:00;92;92;58;29;61;76;36;24;0;0;0;0;0;4
2019-09-04 08:45:00;87;88;51;22;72;90;44;27;0;8;0;0;0;0
2019-09-04 09:00:00;67;73;50;25;64;80;36;23;0;8;10;0;1;0
2019-09-04 09:15:00;83;106;43;26;62;77;45;29;0;0;3;0;0;0
2019-09-04 09:30:00;95;100;38;26;59;92;42;21;0;0;0;0;0;0
2019-09-04 09:45:00;81;101;38;18;64;83;33;22;0;0;0;0;0;0
2019-09-04 10:00:00;63;67;36;17;50;83;28;24;0;0;2;0;0;0
2019-09-04 10:15:00;81;98;43;24;78;88;26;29;0;0;0;0;0;4
2019-09-04 10:30:00;92;99;37;15;70;106;48;22;0;0;0;0;0;1
2019-09-04 10:45:00;98;105;43;16;79;111;34;32;0;1;2;0;0;4
2019-09-04 11:00:00;78;97;44;20;61;79;32;26;0;0;0;0;0;0
2019-09-04 11:15:00;87;88;38;27;74;89;41;25;0;0;0;0;0;0
2019-09-04 11:30:00;102;108;42;21;81;95;42;29;0;1;0;0;0;0
2019-09-04 11:45:00;76;87;44;15;75;93;43;25;0;0;0;0;0;2
2019-09-04 12:00:00;80;76;47;23;68;120;41;14;0;1;0;0;0;0
2019-09-04 12:15:00;95;95;45;33;82;108;51;29;0;0;1;0;0;19
2019-09-04 12:30:00;86;84;48;16;72;108;61;29;0;1;0;0;0;0
2019-09-04 12:45:00;86;98;58;29;81;112;37;41;0;0;0;0;0;2
2019-09-04 13:00:00;88;84;53;21;71;100;41;29;0;0;0;0;0;1
2019-09-04 13:15:00;84;94;61;22;84;100;32;27;0;0;2;0;0;2
