DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBDRES)
2020-06-26 06:30:00;5;4;0;37;61;5;0;0;0;0;0;0
2020-06-26 06:45:00;16;11;0;51;34;1;0;0;0;0;0;0
2020-06-26 07:00:00;6;11;0;50;16;3;0;0;0;0;0;0
2020-06-26 07:15:00;13;18;1;45;32;6;0;0;0;0;0;0
2020-06-26 07:30:00;11;15;0;34;32;5;2;0;0;0;0;0
2020-06-26 07:45:00;16;18;2;56;40;10;2;0;0;1;0;0
2020-06-26 08:00:00;22;16;1;40;30;10;0;0;0;0;0;0
2020-06-26 08:15:00;21;14;4;45;21;5;0;0;0;1;0;0
2020-06-26 08:30:00;29;41;3;48;17;5;2;0;0;2;0;0
2020-06-26 08:45:00;15;21;2;53;40;6;0;0;0;3;0;0
2020-06-26 09:00:00;23;23;2;53;318;8;0;0;0;0;0;0
2020-06-26 09:15:00;18;21;4;58;119;5;1;0;0;3;0;0
2020-06-26 09:30:00;24;23;6;48;388;12;0;0;0;6;0;0
2020-06-26 09:45:00;33;30;3;78;372;14;2;0;0;3;0;0
2020-06-26 10:00:00;38;30;2;89;36;7;0;0;0;9;2;0
2020-06-26 10:15:00;38;38;3;75;39;16;1;0;0;5;0;0
2020-06-26 10:30:00;57;57;2;85;32;16;4;2;0;3;0;0
2020-06-26 10:45:00;51;56;3;71;34;17;5;0;0;1;0;0
2020-06-26 11:00:00;56;45;1;75;53;16;1;0;0;9;0;0
2020-06-26 11:15:00;64;42;4;79;48;14;2;0;0;3;5;0
2020-06-26 11:30:00;57;54;3;65;41;12;2;0;0;2;0;0
2020-06-26 11:45:00;63;55;5;65;44;15;3;0;0;5;0;0
2020-06-26 12:00:00;46;48;6;64;33;19;6;3;0;1;0;0
2020-06-26 12:15:00;47;62;4;55;28;8;2;2;0;4;53;0
2020-06-26 12:30:00;55;43;8;74;41;12;3;0;1;7;1;0
2020-06-26 12:45:00;56;73;9;55;33;13;3;1;0;4;0;0
2020-06-26 13:00:00;38;42;5;63;26;12;1;0;0;10;1;0
2020-06-26 13:15:00;45;36;6;66;35;15;1;0;0;3;8;0
2020-06-26 13:30:00;50;49;6;56;35;17;1;0;0;6;1;0
2020-06-26 13:45:00;55;47;6;71;35;16;1;0;0;2;0;0
2020-06-26 14:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-26 14:15:00;59;56;6;72;45;16;0;0;0;7;0;0
2020-06-26 14:30:00;52;59;9;84;36;14;1;0;0;6;0;0
2020-06-26 14:45:00;20;52;7;81;50;13;0;0;0;9;3;0
2020-06-26 15:00:00;246;57;13;81;56;14;1;0;0;6;2;0
2020-06-26 15:15:00;56;49;11;72;42;5;2;0;0;5;3;0
2020-06-26 15:30:00;68;56;4;60;40;11;1;0;1;4;0;0
2020-06-26 15:45:00;56;50;20;63;41;18;3;0;0;8;0;0
2020-06-26 16:00:00;55;56;7;77;31;9;5;0;0;0;0;0
2020-06-26 16:15:00;48;52;9;67;42;10;0;0;0;3;13;0
2020-06-26 16:30:00;50;55;12;77;31;4;2;0;0;6;1;0
2020-06-26 16:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-26 17:00:00;62;61;6;64;29;3;3;0;0;5;1;0
2020-06-26 17:15:00;48;64;4;80;35;8;3;3;0;5;0;0
2020-06-26 17:30:00;60;74;4;54;42;11;4;1;0;7;1;0
2020-06-26 17:45:00;39;41;6;61;31;14;1;0;0;5;32;0
2020-06-26 18:00:00;54;47;6;60;33;11;0;0;0;0;0;0
2020-06-26 18:15:00;40;27;2;54;27;5;4;0;0;7;0;0
2020-06-26 18:30:00;51;45;3;44;28;12;1;0;0;3;0;0
2020-06-26 18:45:00;47;41;2;40;27;14;0;0;0;4;0;0
2020-06-26 19:00:00;60;40;7;36;23;10;2;1;0;4;1;0
2020-06-26 19:15:00;29;29;2;31;19;10;1;5;0;0;0;0
2020-06-26 19:30:00;37;23;2;17;11;1;2;0;0;0;0;0
2020-06-26 19:45:00;35;22;1;8;6;4;0;0;0;0;0;0
2020-06-26 20:00:00;15;18;1;6;5;4;0;0;0;0;0;0
2020-06-26 20:15:00;12;13;0;6;7;1;0;0;0;0;0;0
2020-06-26 20:30:00;7;6;0;3;4;0;0;0;0;0;0;0
2020-06-26 20:45:00;7;5;1;6;15;2;3;0;0;2;0;0
2020-06-26 21:00:00;8;7;0;5;13;2;1;0;0;0;0;0
2020-06-26 21:15:00;7;4;0;6;8;1;0;0;0;4;0;0
2020-06-26 21:30:00;6;8;0;10;10;1;0;0;0;0;0;0
2020-06-26 21:45:00;6;8;0;8;10;0;0;0;0;0;0;0
2020-06-26 22:00:00;7;8;0;5;8;0;0;0;0;0;0;0
2020-06-26 22:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-26 22:30:00;2;2;1;3;65;1;0;0;0;0;0;0
2020-06-26 22:45:00;5;2;0;3;9;1;0;0;0;0;0;0
2020-06-26 23:00:00;11;4;1;9;7;0;0;0;0;0;0;0
2020-06-26 23:15:00;2;3;1;3;5;4;0;0;0;0;0;0
2020-06-26 23:30:00;2;3;0;0;5;1;0;0;0;0;0;0
2020-06-26 23:45:00;4;4;1;6;5;1;0;0;0;0;0;0
