DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBDRES)
2020-06-19 10:15:00;40;47;2;86;37;11;0;0;0;3;0;0
2020-06-19 10:30:00;51;52;3;65;41;10;2;0;0;7;6;0
2020-06-19 10:45:00;52;61;1;89;49;12;0;0;0;4;0;0
2020-06-19 11:00:00;66;45;3;78;48;11;2;0;0;9;12;0
2020-06-19 11:15:00;45;66;3;70;55;21;0;0;0;3;1;0
2020-06-19 11:30:00;54;62;2;66;46;21;2;0;0;10;1;0
2020-06-19 11:45:00;36;85;2;90;40;10;1;0;0;3;2;0
2020-06-19 12:00:00;73;86;5;82;51;18;4;1;0;15;6;0
2020-06-19 12:15:00;72;73;4;82;45;124;3;0;0;3;0;0
2020-06-19 12:30:00;65;60;6;82;41;17;1;0;0;15;0;0
2020-06-19 12:45:00;54;65;1;88;41;18;2;0;0;7;1;0
2020-06-19 13:00:00;67;68;4;80;55;14;5;9;0;8;0;0
2020-06-19 13:15:00;65;65;2;78;40;20;7;2;1;5;0;0
2020-06-19 13:30:00;49;57;5;61;34;13;0;0;0;4;1;0
2020-06-19 13:45:00;60;50;4;94;46;17;1;0;0;3;2;0
2020-06-19 14:00:00;72;49;14;81;34;14;2;0;0;6;25;0
2020-06-19 14:15:00;58;49;6;77;32;16;2;0;0;4;0;0
2020-06-19 14:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-19 14:45:00;72;69;6;86;42;5;4;0;0;2;0;0
2020-06-19 15:00:00;57;54;6;79;58;11;5;0;0;3;0;0
2020-06-19 15:15:00;66;55;8;77;31;13;2;0;0;4;0;0
2020-06-19 15:30:00;75;57;7;90;36;14;3;1;0;2;0;0
2020-06-19 15:45:00;78;62;5;86;50;3;0;0;0;3;0;0
2020-06-19 16:00:00;78;71;15;103;50;12;0;0;0;3;0;0
2020-06-19 16:15:00;72;63;17;92;52;13;1;0;0;2;0;0
2020-06-19 16:30:00;67;71;4;76;39;16;8;4;0;6;1;0
2020-06-19 16:45:00;78;66;7;98;41;9;1;0;0;1;9;0
2020-06-19 17:00:00;68;64;11;100;43;17;2;0;6;3;1;0
2020-06-19 17:15:00;60;66;5;86;62;17;1;0;0;4;0;0
2020-06-19 17:30:00;86;77;0;83;38;19;1;0;0;2;0;0
2020-06-19 17:45:00;73;63;11;77;57;16;0;0;0;5;0;0
2020-06-19 18:00:00;72;60;4;67;33;23;4;0;0;7;0;0
2020-06-19 18:15:00;51;51;4;72;28;8;0;0;0;4;0;0
2020-06-19 18:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-19 18:45:00;56;54;3;55;17;10;0;0;0;5;0;0
2020-06-19 19:00:00;63;62;1;44;22;8;0;0;0;2;3;0
2020-06-19 19:15:00;42;33;1;32;17;10;1;0;0;3;53;0
2020-06-19 19:30:00;28;17;0;21;15;7;0;0;0;0;0;0
2020-06-19 19:45:00;35;21;0;21;11;5;0;0;0;0;0;0
2020-06-19 20:00:00;23;15;0;2;7;2;0;0;0;0;0;0
2020-06-19 20:15:00;11;8;0;6;20;3;0;0;0;0;0;0
2020-06-19 20:30:00;12;8;2;5;8;0;0;0;0;0;0;0
2020-06-19 20:45:00;4;2;0;7;8;1;0;0;0;0;0;0
2020-06-19 21:00:00;11;10;2;7;3;2;0;0;0;0;0;0
2020-06-19 21:15:00;4;6;0;8;3;1;0;0;0;0;0;0
2020-06-19 21:30:00;9;5;0;7;4;0;0;0;0;0;0;0
2020-06-19 21:45:00;4;4;1;6;5;1;0;0;0;0;0;0
2020-06-19 22:00:00;3;4;0;11;8;0;0;0;0;0;0;0
2020-06-19 22:15:00;3;3;0;5;3;0;0;0;0;0;0;0
2020-06-19 22:30:00;5;3;0;4;5;0;0;0;0;0;0;0
2020-06-19 22:45:00;4;2;0;5;3;0;0;0;0;0;0;0
2020-06-19 23:00:00;1;3;0;1;8;1;0;0;0;0;0;0
2020-06-19 23:15:00;4;1;2;5;2;1;0;0;0;0;0;0
2020-06-19 23:30:00;3;4;1;6;7;0;0;0;0;0;0;0
2020-06-19 23:45:00;2;4;1;2;1;0;0;0;0;0;0;0
