DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBDRES)
2020-06-19 00:00:00;0;1;0;1;5;0;0;0;0;0;0;0
2020-06-19 00:15:00;1;1;1;3;4;1;0;0;0;0;0;0
2020-06-19 00:30:00;4;2;0;3;1;0;0;0;0;0;0;0
2020-06-19 00:45:00;0;1;0;1;1;0;0;0;0;0;0;0
2020-06-19 01:00:00;2;1;0;2;1;0;0;0;0;0;0;0
2020-06-19 01:15:00;0;1;0;1;1;0;0;0;0;0;0;0
2020-06-19 01:30:00;2;4;0;1;2;1;0;0;0;0;0;0
2020-06-19 01:45:00;1;2;0;1;0;0;0;0;0;0;0;0
2020-06-19 02:00:00;1;2;0;0;0;0;0;0;0;0;0;0
2020-06-19 02:15:00;0;0;0;1;1;0;0;0;0;0;0;0
2020-06-19 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-19 02:45:00;0;3;0;1;1;0;0;0;0;0;0;0
2020-06-19 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-19 03:15:00;3;0;0;0;0;0;0;0;0;0;0;0
2020-06-19 03:30:00;0;0;0;0;1;0;0;0;0;0;0;0
2020-06-19 03:45:00;1;2;0;2;3;0;0;0;0;0;0;0
2020-06-19 04:00:00;1;0;1;2;2;0;0;0;0;0;0;0
2020-06-19 04:15:00;1;1;0;2;3;0;0;0;0;0;0;0
2020-06-19 04:30:00;0;1;0;1;1;0;0;0;0;0;0;0
2020-06-19 04:45:00;1;2;0;1;2;0;0;0;0;0;0;0
2020-06-19 05:00:00;0;1;0;4;1;0;0;0;0;0;0;0
2020-06-19 05:15:00;0;1;0;10;5;0;0;0;0;0;0;0
2020-06-19 05:30:00;1;5;1;9;7;0;0;0;0;0;0;0
2020-06-19 05:45:00;3;4;0;14;16;1;0;0;0;0;0;0
2020-06-19 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-19 06:15:00;4;7;0;22;21;5;0;0;0;0;0;0
2020-06-19 06:30:00;9;7;0;38;20;3;0;0;0;0;0;0
2020-06-19 06:45:00;19;19;0;61;46;4;0;0;0;1;0;0
2020-06-19 07:00:00;14;10;0;45;32;3;0;0;0;0;0;0
2020-06-19 07:15:00;18;15;0;44;37;6;0;0;0;0;0;0
2020-06-19 07:30:00;18;14;2;47;36;7;1;0;0;0;0;0
2020-06-19 07:45:00;16;16;4;53;47;9;0;0;0;1;0;0
2020-06-19 08:00:00;18;16;1;44;34;8;0;0;0;0;0;0
2020-06-19 08:15:00;26;25;1;47;27;5;3;0;0;0;0;0
2020-06-19 08:30:00;30;33;4;53;27;10;3;7;0;2;0;0
2020-06-19 08:45:00;18;25;1;58;32;10;4;19;0;0;0;0
2020-06-19 09:00:00;22;23;1;50;26;8;2;0;0;3;1;0
2020-06-19 09:15:00;33;32;3;66;33;4;3;0;0;4;0;0
2020-06-19 09:30:00;32;32;6;72;33;7;2;0;0;2;2;0
2020-06-19 09:45:00;33;33;1;85;51;6;2;0;0;3;7;0
2020-06-19 10:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
