DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-05-17 00:00:00;10;1;5;2;9;14;18;0;0;0;0;0;0;0
2020-05-17 00:15:00;19;1;3;6;10;32;24;0;0;0;0;0;0;0
2020-05-17 00:30:00;15;0;2;1;12;21;18;0;0;0;0;0;0;0
2020-05-17 00:45:00;18;4;4;3;10;13;18;0;0;0;0;0;0;0
2020-05-17 01:00:00;8;2;3;3;9;19;22;0;0;0;0;0;0;0
2020-05-17 01:15:00;8;2;1;1;7;12;19;0;0;0;0;0;0;0
2020-05-17 01:30:00;5;1;1;1;5;19;13;0;0;0;0;0;0;0
2020-05-17 01:45:00;14;0;2;3;10;15;14;0;0;0;0;0;0;0
2020-05-17 02:00:00;7;1;2;4;6;5;7;0;0;0;0;0;0;0
2020-05-17 02:15:00;3;0;0;1;7;11;4;0;0;0;0;0;0;0
2020-05-17 02:30:00;6;0;1;1;4;7;7;0;0;0;0;0;0;0
2020-05-17 02:45:00;3;0;1;0;1;7;7;0;0;0;0;0;0;0
2020-05-17 03:00:00;2;1;1;1;2;7;5;0;0;0;0;0;0;0
2020-05-17 03:15:00;6;1;0;0;1;5;1;0;0;0;0;0;0;0
2020-05-17 03:30:00;3;0;0;0;2;2;3;0;0;0;0;0;0;0
2020-05-17 03:45:00;0;0;1;1;2;1;3;0;0;0;0;0;0;0
2020-05-17 04:00:00;3;0;0;0;3;5;3;0;0;0;0;0;0;0
2020-05-17 04:15:00;1;0;0;0;3;4;1;0;0;0;0;0;0;0
2020-05-17 04:30:00;2;0;0;0;2;4;2;0;0;0;0;0;0;0
2020-05-17 04:45:00;0;0;0;0;1;7;1;0;0;0;0;0;0;0
2020-05-17 05:00:00;3;2;0;1;4;5;1;0;0;0;0;0;0;0
2020-05-17 05:15:00;3;1;0;0;2;7;7;0;0;0;0;0;0;0
2020-05-17 05:30:00;17;1;2;1;3;4;15;0;0;0;0;0;0;0
2020-05-17 05:45:00;8;1;2;0;3;5;19;0;0;0;0;0;0;0
2020-05-17 06:00:00;3;2;0;0;1;8;11;0;0;0;0;0;0;0
2020-05-17 06:15:00;3;2;3;1;6;7;5;0;0;0;0;0;0;0
2020-05-17 06:30:00;9;2;3;2;2;12;7;0;0;0;0;0;0;0
2020-05-17 06:45:00;6;1;8;3;6;15;6;0;0;0;0;0;0;0
2020-05-17 07:00:00;8;4;5;4;10;16;17;0;0;0;0;0;0;0
2020-05-17 07:15:00;8;8;0;3;5;14;12;0;0;0;0;0;0;0
2020-05-17 07:30:00;11;11;8;4;4;12;15;0;0;0;0;0;0;0
2020-05-17 07:45:00;8;10;10;9;13;22;20;0;0;0;0;0;0;0
2020-05-17 08:00:00;11;11;8;5;5;13;18;0;0;0;0;0;0;0
2020-05-17 08:15:00;12;7;10;9;14;19;17;0;0;0;0;0;0;0
2020-05-17 08:30:00;17;11;9;9;14;21;20;0;0;0;0;0;0;0
2020-05-17 08:45:00;22;13;7;9;16;29;29;0;0;0;0;0;0;0
2020-05-17 09:00:00;12;11;15;16;19;28;35;0;0;1;0;0;0;0
2020-05-17 09:15:00;20;10;13;11;16;41;41;1;0;2;0;0;0;0
2020-05-17 09:30:00;33;28;16;18;24;46;44;3;0;0;0;0;0;0
2020-05-17 09:45:00;32;29;26;15;24;47;47;0;0;0;0;0;0;0
2020-05-17 10:00:00;31;32;23;16;22;39;50;0;0;3;0;0;0;0
2020-05-17 10:15:00;35;25;17;23;20;38;64;9;0;13;0;0;0;0
2020-05-17 10:30:00;28;30;23;28;19;36;55;2;0;4;0;0;0;0
2020-05-17 10:45:00;40;24;38;21;25;50;67;12;0;1;2;2;2;0
2020-05-17 11:00:00;38;15;20;17;35;62;68;12;0;1;0;0;0;0
2020-05-17 11:15:00;46;28;28;29;42;68;68;8;0;5;0;0;0;0
2020-05-17 11:30:00;42;29;31;20;33;56;66;0;0;10;0;0;0;0
2020-05-17 11:45:00;50;27;31;25;40;72;91;10;0;0;0;0;0;0
2020-05-17 12:00:00;50;27;31;27;27;56;85;7;0;1;0;0;0;0
2020-05-17 12:15:00;50;31;28;24;33;68;70;0;0;1;0;0;0;0
2020-05-17 12:30:00;55;27;32;24;33;67;71;0;0;2;0;0;0;0
2020-05-17 12:45:00;54;18;30;21;46;73;76;0;0;2;0;0;0;0
2020-05-17 13:00:00;47;21;26;27;38;54;97;5;0;9;0;0;0;0
2020-05-17 13:15:00;46;28;32;19;28;73;78;3;0;8;0;0;0;0
2020-05-17 13:30:00;44;26;28;27;44;68;87;4;0;0;0;0;0;0
2020-05-17 13:45:00;56;45;24;22;55;81;83;6;0;0;1;1;1;0
2020-05-17 14:00:00;69;38;23;29;57;84;91;10;0;3;1;1;1;4
2020-05-17 14:15:00;54;37;37;33;52;90;83;9;1;6;0;0;0;0
2020-05-17 14:30:00;54;30;34;26;44;92;80;0;0;5;0;0;0;0
2020-05-17 14:45:00;65;40;38;26;59;87;97;11;0;9;0;0;0;0
2020-05-17 15:00:00;58;45;37;26;63;89;71;6;1;9;0;0;0;0
2020-05-17 15:15:00;54;35;42;31;50;79;76;3;0;7;0;0;0;0
2020-05-17 15:30:00;52;27;34;22;50;87;72;7;0;21;0;0;0;0
2020-05-17 15:45:00;60;39;39;29;51;90;85;1;0;16;0;0;0;0
2020-05-17 16:00:00;56;42;46;35;51;83;84;1;0;10;0;0;0;0
2020-05-17 16:15:00;44;25;47;34;43;70;69;4;0;8;0;0;0;0
2020-05-17 16:30:00;56;29;38;34;51;83;66;26;0;3;4;4;4;2
2020-05-17 16:45:00;65;31;43;36;50;74;77;24;0;9;0;0;0;0
2020-05-17 17:00:00;51;25;46;50;60;95;75;14;0;8;0;0;0;1
2020-05-17 17:15:00;57;27;49;31;49;91;78;9;0;0;0;0;0;0
2020-05-17 17:30:00;51;20;47;40;43;88;90;3;0;5;4;4;4;0
2020-05-17 17:45:00;61;19;49;33;69;92;95;0;0;3;0;0;0;0
2020-05-17 18:00:00;69;24;45;31;63;92;101;2;0;1;0;0;0;0
2020-05-17 18:15:00;66;21;40;37;48;84;90;0;0;1;0;0;0;0
2020-05-17 18:30:00;59;19;50;39;42;71;91;0;0;1;0;0;0;0
2020-05-17 18:45:00;60;18;32;45;43;75;80;0;0;8;0;0;0;0
2020-05-17 19:00:00;58;19;29;32;44;77;86;0;0;4;0;0;0;0
2020-05-17 19:15:00;49;18;29;20;42;66;83;7;0;1;0;0;0;0
2020-05-17 19:30:00;39;17;25;18;47;80;77;1;0;1;0;0;0;0
2020-05-17 19:45:00;35;15;28;15;35;66;80;0;0;2;0;0;0;0
2020-05-17 20:00:00;56;14;22;24;38;64;76;4;0;0;0;0;0;0
2020-05-17 20:15:00;37;13;24;18;28;63;68;0;0;6;0;0;0;0
2020-05-17 20:30:00;38;14;21;16;38;55;62;3;0;0;0;0;0;0
2020-05-17 20:45:00;35;10;13;8;26;49;55;0;0;0;0;0;0;0
2020-05-17 21:00:00;42;9;23;18;22;47;55;5;0;1;0;0;0;0
2020-05-17 21:15:00;25;7;13;11;17;41;44;17;0;2;0;0;0;0
2020-05-17 21:30:00;22;4;11;8;21;39;40;0;0;0;0;0;0;0
2020-05-17 21:45:00;27;2;12;6;15;39;30;0;0;0;0;0;0;0
2020-05-17 22:00:00;24;4;6;6;16;35;29;0;0;0;0;0;0;0
2020-05-17 22:15:00;28;4;4;4;10;32;35;3;0;0;0;0;0;0
2020-05-17 22:30:00;23;7;6;6;13;30;21;0;0;0;0;0;0;0
2020-05-17 22:45:00;21;3;6;4;7;21;31;0;0;0;0;0;0;0
2020-05-17 23:00:00;17;3;3;5;7;17;25;0;0;0;0;0;0;0
2020-05-17 23:15:00;16;2;1;0;9;17;22;0;0;0;0;0;0;0
2020-05-17 23:30:00;14;2;0;1;6;17;19;0;0;0;0;0;0;0
2020-05-17 23:45:00;13;6;0;1;7;21;19;0;0;0;0;0;0;0
