DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2020-05-14 00:00:00;4;1;4;1;0;2;2;1;4;1;0;0;4;0;0;0;0
2020-05-14 00:15:00;5;0;4;71;1;0;4;2;2;3;0;0;0;0;0;0;0
2020-05-14 00:30:00;2;6;3;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2020-05-14 00:45:00;4;2;2;2;0;4;1;0;5;2;0;0;0;0;0;0;0
2020-05-14 01:00:00;4;4;2;1;0;0;1;5;3;2;0;0;0;0;0;0;0
2020-05-14 01:15:00;4;0;1;0;0;3;3;0;6;3;0;0;0;0;0;0;0
2020-05-14 01:30:00;5;3;2;0;1;1;4;2;2;2;0;0;0;0;0;0;0
2020-05-14 01:45:00;4;1;1;1;0;0;0;2;3;1;0;0;0;0;0;0;0
2020-05-14 02:00:00;3;2;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0
2020-05-14 02:15:00;3;0;0;0;0;1;3;3;1;1;0;0;0;0;0;0;0
2020-05-14 02:30:00;4;1;1;1;0;1;2;2;0;2;0;0;0;0;0;0;0
2020-05-14 02:45:00;4;1;0;1;2;2;2;0;1;0;0;0;0;0;0;0;0
2020-05-14 03:00:00;2;2;1;1;0;1;2;1;2;4;0;0;0;0;0;0;0
2020-05-14 03:15:00;4;0;2;1;0;2;4;2;1;2;0;0;0;0;0;0;0
2020-05-14 03:30:00;1;1;0;3;2;0;1;1;2;3;0;0;0;0;0;0;0
2020-05-14 03:45:00;0;1;0;1;0;0;0;1;3;2;0;0;0;0;0;0;0
2020-05-14 04:00:00;1;1;2;0;0;2;1;2;1;0;0;0;0;0;0;0;0
2020-05-14 04:15:00;2;0;0;0;1;0;1;5;2;3;0;0;0;0;0;0;0
2020-05-14 04:30:00;4;4;3;0;0;0;0;1;3;1;0;0;0;0;0;0;0
2020-05-14 04:45:00;10;2;5;3;1;4;3;9;10;8;0;0;0;0;0;0;0
2020-05-14 05:00:00;25;4;9;6;0;2;5;38;50;57;0;0;3;0;0;0;0
2020-05-14 05:15:00;47;6;19;35;3;2;11;28;21;30;0;0;0;0;0;0;0
2020-05-14 05:30:00;59;1;68;44;3;1;25;20;28;13;0;0;0;0;0;0;0
2020-05-14 05:45:00;47;10;42;43;1;3;16;16;16;21;0;0;0;0;0;0;0
2020-05-14 06:00:00;37;7;19;24;0;0;9;32;24;25;0;0;0;0;0;0;0
2020-05-14 06:15:00;44;14;34;41;2;4;7;21;26;16;0;0;0;0;0;0;0
2020-05-14 06:30:00;64;4;45;46;3;4;21;22;27;30;0;0;1;0;1;0;0
2020-05-14 06:45:00;44;7;53;60;11;6;29;32;26;21;0;0;0;0;0;0;0
2020-05-14 07:00:00;44;14;41;46;4;10;22;16;28;15;0;0;0;0;0;0;0
2020-05-14 07:15:00;36;22;48;58;7;5;21;39;30;20;0;0;0;0;0;0;0
2020-05-14 07:30:00;43;22;53;64;6;11;27;39;35;29;0;0;0;0;0;0;0
2020-05-14 07:45:00;54;22;61;77;15;15;26;66;28;20;0;0;0;1;1;0;0
