DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(TAA);9(TAC);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-02-20 00:00:00;6;0;0;0;8;0;0;0;0;0;0;0;0
2020-02-20 00:15:00;7;0;0;2;17;0;0;0;0;0;0;0;0
2020-02-20 00:30:00;5;1;1;1;11;0;0;0;0;0;0;0;0
2020-02-20 00:45:00;7;0;0;0;14;0;0;0;0;0;0;0;0
2020-02-20 01:00:00;7;0;0;0;8;0;0;0;0;0;0;0;0
2020-02-20 01:15:00;4;1;0;0;12;0;0;0;0;0;0;0;0
2020-02-20 01:30:00;6;0;0;0;5;0;0;0;0;0;0;0;0
2020-02-20 01:45:00;10;0;0;0;4;0;0;0;0;0;0;0;0
2020-02-20 02:00:00;11;0;0;0;8;0;0;0;0;0;0;0;0
2020-02-20 02:15:00;7;0;0;0;5;0;0;0;0;0;0;0;0
2020-02-20 02:30:00;10;1;1;0;2;0;0;0;0;0;0;0;0
2020-02-20 02:45:00;5;1;0;0;9;0;0;0;0;0;0;0;0
2020-02-20 03:00:00;3;0;1;0;6;0;0;0;0;0;0;0;0
2020-02-20 03:15:00;3;0;0;0;9;0;0;0;0;0;0;0;0
2020-02-20 03:30:00;4;0;1;0;10;0;0;0;0;0;0;0;0
2020-02-20 03:45:00;6;0;0;0;12;0;0;0;0;0;0;0;0
2020-02-20 04:00:00;14;0;0;0;11;0;0;0;0;0;0;0;0
2020-02-20 04:15:00;13;0;0;1;8;0;0;0;0;0;0;0;0
2020-02-20 04:30:00;17;1;0;0;13;1;0;0;0;0;0;0;0
2020-02-20 04:45:00;26;2;0;0;19;0;0;0;0;0;0;0;0
2020-02-20 05:00:00;29;0;0;1;24;0;0;0;0;0;0;0;0
2020-02-20 05:15:00;46;0;2;3;36;0;0;0;0;0;0;0;0
2020-02-20 05:30:00;63;0;1;4;48;0;0;0;0;0;0;0;0
2020-02-20 05:45:00;102;2;2;1;72;0;0;0;0;0;0;0;0
2020-02-20 06:00:00;102;6;6;3;88;0;0;0;0;0;0;0;0
2020-02-20 06:15:00;116;1;4;5;102;0;0;0;0;0;0;0;0
2020-02-20 06:30:00;135;4;2;6;108;1;0;1;0;0;0;0;0
2020-02-20 06:45:00;110;5;6;9;134;1;0;0;19;0;0;0;0
2020-02-20 07:00:00;174;12;5;13;138;0;0;0;17;0;0;0;0
2020-02-20 07:15:00;168;5;4;12;137;1;1;15;12;0;0;2;0
2020-02-20 07:30:00;176;4;11;12;118;1;1;1;58;0;11;0;0
2020-02-20 07:45:00;175;6;32;8;135;0;2;1;32;0;0;0;0
2020-02-20 08:00:00;152;7;4;12;115;0;0;1;8;0;0;0;0
2020-02-20 08:15:00;168;11;5;13;129;1;0;8;4;0;0;0;0
2020-02-20 08:30:00;160;11;11;17;124;0;0;2;9;0;0;0;0
2020-02-20 08:45:00;145;10;5;3;112;1;0;1;10;0;0;0;0
2020-02-20 09:00:00;136;8;11;4;109;1;0;8;5;3;0;0;0
2020-02-20 09:15:00;121;6;13;12;89;0;1;8;5;0;1;0;0
2020-02-20 09:30:00;146;13;11;10;99;1;2;0;4;0;0;0;0
2020-02-20 09:45:00;139;9;13;6;114;3;2;2;6;0;0;0;0
2020-02-20 10:00:00;106;16;14;15;103;7;4;2;9;0;0;0;0
2020-02-20 10:15:00;122;12;10;12;119;6;4;2;11;0;0;0;0
2020-02-20 10:30:00;136;5;14;20;128;7;6;0;102;0;0;0;0
2020-02-20 10:45:00;126;9;11;12;132;7;5;5;1;0;0;0;0
2020-02-20 11:00:00;126;4;8;14;121;5;9;8;9;0;0;0;0
2020-02-20 11:15:00;125;2;6;10;142;4;8;1;9;0;2;0;0
2020-02-20 11:30:00;148;8;13;14;144;2;9;2;14;0;0;0;0
2020-02-20 11:45:00;111;5;15;17;120;9;4;8;13;0;0;0;0
2020-02-20 12:00:00;142;12;13;17;158;7;3;5;8;0;3;0;0
2020-02-20 12:15:00;107;5;18;15;138;2;7;8;19;0;0;0;0
2020-02-20 12:30:00;128;2;14;18;166;6;2;5;7;0;0;0;0
2020-02-20 12:45:00;135;7;17;11;157;3;6;5;9;0;0;0;0
2020-02-20 13:00:00;125;4;103;9;155;4;5;2;15;0;0;3;0
2020-02-20 13:15:00;116;7;14;20;161;2;8;4;58;0;0;0;0
2020-02-20 13:30:00;121;7;14;11;155;5;4;8;74;0;1;0;0
2020-02-20 13:45:00;147;7;17;18;138;3;6;1;25;0;0;0;0
2020-02-20 14:00:00;117;3;13;13;152;1;2;2;13;0;0;0;0
2020-02-20 14:15:00;136;9;11;12;153;2;2;1;3;0;0;0;0
2020-02-20 14:30:00;115;8;5;11;118;5;3;3;32;0;0;0;0
2020-02-20 14:45:00;
2020-02-20 15:00:00;
2020-02-20 15:15:00;
2020-02-20 15:30:00;
2020-02-20 15:45:00;
2020-02-20 16:00:00;
2020-02-20 16:15:00;
2020-02-20 16:30:00;
2020-02-20 16:45:00;
2020-02-20 17:00:00;
2020-02-20 17:15:00;
2020-02-20 17:30:00;
2020-02-20 17:45:00;
2020-02-20 18:00:00;
2020-02-20 18:15:00;
2020-02-20 18:30:00;
2020-02-20 18:45:00;
2020-02-20 19:00:00;
2020-02-20 19:15:00;
2020-02-20 19:30:00;
2020-02-20 19:45:00;
2020-02-20 20:00:00;
2020-02-20 20:15:00;
2020-02-20 20:30:00;
2020-02-20 20:45:00;
2020-02-20 21:00:00;
2020-02-20 21:15:00;
2020-02-20 21:30:00;
2020-02-20 21:45:00;
2020-02-20 22:00:00;
2020-02-20 22:15:00;
2020-02-20 22:30:00;
2020-02-20 22:45:00;
2020-02-20 23:00:00;
2020-02-20 23:15:00;
2020-02-20 23:30:00;
2020-02-20 23:45:00;
