DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-12-11 00:00:00;2;4;4;2;2;4;0
2020-12-11 00:15:00;1;3;3;0;3;0;0
2020-12-11 00:30:00;4;6;3;2;5;2;0
2020-12-11 00:45:00;1;4;4;3;3;2;0
2020-12-11 01:00:00;1;1;0;1;1;1;0
2020-12-11 01:15:00;3;1;0;1;6;3;0
2020-12-11 01:30:00;1;2;2;0;5;4;0
2020-12-11 01:45:00;3;2;5;1;5;2;0
2020-12-11 02:00:00;3;4;0;1;3;1;0
2020-12-11 02:15:00;2;3;2;0;8;7;0
2020-12-11 02:30:00;2;2;2;0;6;2;0
2020-12-11 02:45:00;2;3;4;2;1;0;0
2020-12-11 03:00:00;3;3;2;0;5;2;0
2020-12-11 03:15:00;4;7;3;2;7;1;0
2020-12-11 03:30:00;2;3;2;4;6;2;0
2020-12-11 03:45:00;5;3;2;3;7;6;0
2020-12-11 04:00:00;3;2;1;1;9;6;0
2020-12-11 04:15:00;7;7;7;3;7;3;0
2020-12-11 04:30:00;6;6;6;7;11;5;0
2020-12-11 04:45:00;21;12;8;3;9;5;0
2020-12-11 05:00:00;22;9;6;7;23;11;0
2020-12-11 05:15:00;34;22;13;9;34;16;0
2020-12-11 05:30:00;35;24;15;14;35;17;0
2020-12-11 05:45:00;40;31;23;15;57;27;0
2020-12-11 06:00:00;39;21;19;8;47;22;0
2020-12-11 06:15:00;66;40;31;17;61;24;0
2020-12-11 06:30:00;68;38;35;18;70;36;1
2020-12-11 06:45:00;94;57;53;25;83;44;0
2020-12-11 07:00:00;88;47;42;28;77;28;0
2020-12-11 07:15:00;103;51;48;27;78;36;2
2020-12-11 07:30:00;97;63;56;35;70;32;0
2020-12-11 07:45:00;77;44;43;39;88;42;1
2020-12-11 08:00:00;74;49;44;33;70;27;2
2020-12-11 08:15:00;63;41;39;27;69;51;0
2020-12-11 08:30:00;74;57;46;15;63;39;0
2020-12-11 08:45:00;68;56;46;32;67;47;0
2020-12-11 09:00:00;60;42;32;26;59;44;3
2020-12-11 09:15:00;77;53;43;26;76;48;0
2020-12-11 09:30:00;93;51;41;41;57;34;0
2020-12-11 09:45:00;84;55;50;35;62;35;4
2020-12-11 10:00:00;95;54;44;22;84;50;0
2020-12-11 10:15:00;93;41;40;44;76;52;0
2020-12-11 10:30:00;76;35;35;41;87;55;1
2020-12-11 10:45:00;91;47;39;31;80;53;0
2020-12-11 11:00:00;67;51;48;47;84;50;1
2020-12-11 11:15:00;78;49;45;35;88;53;0
2020-12-11 11:30:00;71;49;45;39;93;60;0
2020-12-11 11:45:00;79;55;51;35;89;61;1
2020-12-11 12:00:00;100;70;56;48;93;64;2
2020-12-11 12:15:00;91;60;56;31;96;62;1
2020-12-11 12:30:00;74;52;48;31;111;67;2
2020-12-11 12:45:00;103;58;49;39;97;62;0
2020-12-11 13:00:00;106;67;58;39;104;71;0
2020-12-11 13:15:00;95;62;49;34;98;65;0
2020-12-11 13:30:00;109;72;58;42;106;70;2
2020-12-11 13:45:00;88;87;72;50;101;48;0
2020-12-11 14:00:00;79;62;63;47;108;64;3
2020-12-11 14:15:00;95;61;54;45;95;68;0
2020-12-11 14:30:00;105;64;66;42;119;68;2
2020-12-11 14:45:00;94;60;57;34;99;54;2
2020-12-11 15:00:00;113;70;64;79;103;47;3
2020-12-11 15:15:00;89;59;54;46;99;51;0
2020-12-11 15:30:00;93;52;51;40;93;48;6
2020-12-11 15:45:00;95;54;42;31;87;61;2
2020-12-11 16:00:00;81;54;49;67;102;60;3
2020-12-11 16:15:00;98;57;51;47;106;49;0
2020-12-11 16:30:00;90;63;57;42;81;54;0
2020-12-11 16:45:00;66;51;47;35;96;52;0
2020-12-11 17:00:00;81;46;41;25;100;46;1
2020-12-11 17:15:00;58;39;33;22;88;44;2
2020-12-11 17:30:00;72;41;29;20;71;30;0
2020-12-11 17:45:00;42;36;30;21;70;25;0
2020-12-11 18:00:00;56;38;32;11;72;36;0
2020-12-11 18:15:00;39;30;23;6;39;28;0
2020-12-11 18:30:00;37;23;18;15;60;41;0
2020-12-11 18:45:00;34;28;24;10;47;19;0
2020-12-11 19:00:00;34;13;9;11;50;20;0
2020-12-11 19:15:00;20;15;13;6;46;13;0
2020-12-11 19:30:00;26;14;8;8;37;23;0
2020-12-11 19:45:00;20;12;10;9;35;7;0
2020-12-11 20:00:00;20;11;9;4;40;13;0
2020-12-11 20:15:00;20;10;9;5;26;9;0
2020-12-11 20:30:00;22;11;3;1;16;7;0
2020-12-11 20:45:00;28;14;10;7;20;9;0
2020-12-11 21:00:00;23;12;6;3;20;4;0
2020-12-11 21:15:00;17;9;4;2;18;8;0
2020-12-11 21:30:00;5;5;3;2;8;3;0
2020-12-11 21:45:00;18;12;12;6;14;5;0
2020-12-11 22:00:00;10;7;5;8;12;3;0
2020-12-11 22:15:00;13;8;7;1;28;14;0
2020-12-11 22:30:00;7;4;2;1;7;6;0
2020-12-11 22:45:00;8;4;1;0;11;13;0
2020-12-11 23:00:00;9;6;4;1;8;2;0
2020-12-11 23:15:00;5;5;3;0;8;5;0
2020-12-11 23:30:00;5;7;4;0;3;3;0
2020-12-11 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
