DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-12-17 00:00:00;0;0;0;0;1;4;6;0;0;0;0;0;0;0
2020-12-17 00:15:00;0;0;0;0;1;1;0;2;0;0;0;0;0;0
2020-12-17 00:30:00;0;0;0;0;0;6;7;1;0;0;0;0;0;0
2020-12-17 00:45:00;0;0;0;0;1;2;2;0;0;0;0;0;0;0
2020-12-17 01:00:00;0;0;0;0;2;3;3;1;0;0;0;0;0;0
2020-12-17 01:15:00;0;0;0;0;0;2;1;0;0;0;0;0;0;0
2020-12-17 01:30:00;0;0;0;0;0;3;2;0;0;0;0;0;0;0
2020-12-17 01:45:00;0;0;0;0;0;1;3;1;0;0;0;0;0;0
2020-12-17 02:00:00;0;0;0;0;0;2;1;0;0;0;0;0;0;0
2020-12-17 02:15:00;0;0;0;0;0;5;5;1;0;0;0;0;0;0
2020-12-17 02:30:00;0;0;0;0;0;6;5;0;0;0;0;0;0;0
2020-12-17 02:45:00;0;0;0;0;0;5;6;2;0;0;0;0;0;0
2020-12-17 03:00:00;0;0;0;0;3;6;7;1;0;0;0;0;0;0
2020-12-17 03:15:00;0;0;0;0;3;6;2;0;0;0;0;0;0;0
2020-12-17 03:30:00;0;0;0;0;0;6;4;0;0;0;0;0;0;0
2020-12-17 03:45:00;0;0;0;0;5;4;5;0;0;0;0;0;0;0
2020-12-17 04:00:00;0;0;0;0;3;3;3;2;0;0;0;0;0;0
2020-12-17 04:15:00;0;0;0;0;1;8;8;6;0;0;0;0;0;0
2020-12-17 04:30:00;0;0;0;0;2;9;10;3;0;0;0;0;0;0
2020-12-17 04:45:00;0;0;0;0;10;11;6;2;0;0;0;0;0;0
2020-12-17 05:00:00;0;0;0;0;9;27;26;5;0;0;0;0;0;0
2020-12-17 05:15:00;0;0;0;0;15;28;35;17;0;0;0;0;0;0
2020-12-17 05:30:00;0;0;0;0;15;32;29;9;0;0;0;0;0;0
2020-12-17 05:45:00;0;0;0;0;15;39;33;21;0;0;0;0;2;0
2020-12-17 06:00:00;0;0;0;0;19;45;40;16;0;0;0;0;0;0
2020-12-17 06:15:00;0;0;0;0;15;59;41;24;0;0;0;0;0;0
2020-12-17 06:30:00;0;0;0;0;34;48;29;14;0;0;0;0;0;0
2020-12-17 06:45:00;0;0;0;0;33;63;43;31;0;0;0;0;0;0
2020-12-17 07:00:00;0;0;0;0;40;57;44;18;0;0;0;0;0;0
2020-12-17 07:15:00;0;0;0;0;43;70;69;25;0;0;1;0;0;0
2020-12-17 07:30:00;0;0;0;0;44;69;54;17;0;0;0;0;0;0
2020-12-17 07:45:00;0;0;0;0;45;75;63;30;0;0;0;0;0;1
2020-12-17 08:00:00;0;0;0;0;46;57;60;17;0;0;0;0;0;0
2020-12-17 08:15:00;0;0;0;0;43;78;81;26;0;0;0;0;0;0
2020-12-17 08:30:00;0;0;0;0;34;68;67;41;0;0;0;0;0;0
2020-12-17 08:45:00;0;0;0;0;32;77;66;33;0;0;0;1;0;0
2020-12-17 09:00:00;0;0;0;0;29;66;58;15;0;0;0;0;2;0
2020-12-17 09:15:00;0;0;0;0;30;80;75;34;0;0;0;0;1;2
2020-12-17 09:30:00;0;0;0;0;29;83;80;28;0;0;0;0;2;0
2020-12-17 09:45:00;0;0;0;0;34;84;80;29;0;0;0;0;2;0
2020-12-17 10:00:00;0;0;0;0;40;83;85;29;0;0;0;1;0;0
2020-12-17 10:15:00;0;0;0;0;37;86;83;32;0;0;3;1;0;0
2020-12-17 10:30:00;0;0;0;0;31;73;79;27;0;0;0;0;5;0
2020-12-17 10:45:00;0;0;0;0;38;71;82;29;0;0;5;0;0;4
2020-12-17 11:00:00;0;0;0;0;32;72;111;35;0;0;0;3;3;0
2020-12-17 11:15:00;0;0;0;0;37;87;104;31;0;0;0;0;0;0
2020-12-17 11:30:00;0;0;0;0;36;76;93;35;0;0;2;0;0;0
2020-12-17 11:45:00;0;0;0;0;33;91;94;29;0;0;0;0;0;0
2020-12-17 12:00:00;0;0;0;0;31;78;81;23;0;0;0;0;3;0
2020-12-17 12:15:00;0;0;0;0;38;103;124;37;0;0;0;0;3;0
2020-12-17 12:30:00;0;0;0;0;35;78;89;30;0;0;0;0;0;0
2020-12-17 12:45:00;0;0;0;0;35;90;100;27;0;0;0;0;8;4
2020-12-17 13:00:00;0;0;0;0;32;92;90;36;0;0;0;0;1;0
2020-12-17 13:15:00;0;0;0;0;35;99;103;31;0;0;0;0;0;0
2020-12-17 13:30:00;0;0;0;0;37;81;100;38;0;0;0;0;0;0
2020-12-17 13:45:00;0;0;0;0;38;86;96;40;0;0;4;0;0;0
2020-12-17 14:00:00;0;0;0;0;31;85;95;34;0;0;0;0;8;2
2020-12-17 14:15:00;0;0;0;0;41;101;124;41;0;0;2;0;0;1
2020-12-17 14:30:00;0;0;0;0;29;112;125;37;0;0;1;0;3;1
2020-12-17 14:45:00;0;0;0;0;29;108;133;45;0;0;1;0;2;0
2020-12-17 15:00:00;0;0;0;0;37;112;130;58;0;0;0;0;0;0
2020-12-17 15:15:00;0;0;0;0;34;111;133;39;0;0;0;0;0;0
2020-12-17 15:30:00;0;0;0;0;31;102;118;37;0;0;0;0;0;0
2020-12-17 15:45:00;0;0;0;0;46;117;122;44;0;0;0;0;0;0
2020-12-17 16:00:00;0;0;0;0;47;99;113;48;0;0;0;0;0;0
2020-12-17 16:15:00;0;0;0;0;53;118;137;37;0;0;0;0;16;0
2020-12-17 16:30:00;0;0;0;0;36;127;126;51;0;0;0;0;0;0
2020-12-17 16:45:00;0;0;0;0;37;116;135;52;0;0;0;0;0;0
2020-12-17 17:00:00;0;0;0;0;39;106;116;40;0;0;3;0;2;0
2020-12-17 17:15:00;0;0;0;0;49;113;119;40;0;0;1;0;0;0
2020-12-17 17:30:00;0;0;0;0;38;97;118;36;0;0;1;0;0;1
2020-12-17 17:45:00;0;0;0;0;28;109;92;48;0;0;3;0;2;3
2020-12-17 18:00:00;0;0;0;0;28;86;86;36;0;0;13;0;0;0
