DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-04-24 00:00:00;2;2;2;1;0;1;1;0;1;0;0;0;0;0;0
2020-04-24 00:15:00;8;0;1;2;2;1;2;0;4;0;0;0;0;0;0
2020-04-24 00:30:00;2;0;1;5;5;1;0;0;4;0;0;0;0;0;0
2020-04-24 00:45:00;4;0;1;2;2;2;0;0;5;0;0;0;0;0;0
2020-04-24 01:00:00;1;1;1;2;2;1;1;0;2;0;0;0;0;0;0
2020-04-24 01:15:00;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0
2020-04-24 01:30:00;4;3;4;1;1;0;0;0;6;0;0;0;0;0;0
2020-04-24 01:45:00;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
2020-04-24 02:00:00;3;2;2;1;1;0;0;0;2;0;0;0;0;0;0
2020-04-24 02:15:00;6;1;5;0;0;0;0;1;1;0;0;0;0;0;0
2020-04-24 02:30:00;4;2;2;2;2;1;0;0;0;0;0;0;0;0;0
2020-04-24 02:45:00;4;0;2;1;1;0;0;0;4;0;0;0;0;0;0
2020-04-24 03:00:00;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
2020-04-24 03:15:00;2;0;2;1;1;1;0;0;0;0;0;0;0;0;0
2020-04-24 03:30:00;0;1;3;2;2;0;0;0;5;0;0;0;0;0;0
2020-04-24 03:45:00;4;1;3;3;3;1;2;0;3;0;0;0;0;0;0
2020-04-24 04:00:00;3;2;3;3;3;1;0;0;0;0;0;0;0;0;0
2020-04-24 04:15:00;4;0;3;2;2;1;0;0;6;0;0;0;0;0;0
2020-04-24 04:30:00;5;2;4;2;2;1;1;0;5;0;0;0;0;0;0
2020-04-24 04:45:00;7;2;5;0;0;3;3;1;4;0;0;0;0;0;0
2020-04-24 05:00:00;11;13;15;1;1;2;2;1;4;0;0;0;0;0;0
2020-04-24 05:15:00;14;17;17;4;5;1;0;0;9;0;0;0;0;0;0
2020-04-24 05:30:00;20;33;33;7;7;0;0;2;46;0;0;0;1;0;0
2020-04-24 05:45:00;28;29;27;13;13;4;3;2;49;0;0;0;0;0;0
2020-04-24 06:00:00;32;15;17;9;9;0;0;1;36;0;0;0;1;0;0
2020-04-24 06:15:00;54;24;27;12;10;6;4;2;49;0;0;0;0;0;0
2020-04-24 06:30:00;47;42;39;15;16;4;3;6;71;0;0;2;2;0;0
2020-04-24 06:45:00;41;26;23;18;20;5;4;2;57;0;0;0;0;0;0
2020-04-24 07:00:00;72;26;25;11;12;1;1;4;52;0;0;0;0;0;0
2020-04-24 07:15:00;67;17;20;15;16;3;5;1;64;0;0;0;1;0;0
2020-04-24 07:30:00;56;35;37;13;15;7;6;7;87;0;0;0;0;0;0
2020-04-24 07:45:00;66;31;28;15;16;8;9;10;71;0;0;0;0;0;0
2020-04-24 08:00:00;43;22;21;12;16;9;9;5;56;0;0;0;2;0;0
2020-04-24 08:15:00;48;19;21;22;24;12;11;3;51;0;0;0;0;0;0
2020-04-24 08:30:00;61;18;21;18;19;7;6;3;38;0;0;0;0;0;0
2020-04-24 08:45:00;64;14;23;19;19;14;14;4;65;0;0;0;1;0;0
2020-04-24 09:00:00;69;15;18;17;22;9;9;0;51;0;0;0;0;0;0
2020-04-24 09:15:00;58;26;28;23;23;18;19;2;54;0;0;0;0;0;0
2020-04-24 09:30:00;70;13;17;10;10;9;8;2;69;0;0;1;2;0;0
2020-04-24 09:45:00;74;33;36;32;34;11;9;7;74;0;0;1;1;0;0
2020-04-24 10:00:00;71;21;27;20;24;17;17;3;57;0;0;1;0;0;0
2020-04-24 10:15:00;83;26;26;17;20;14;18;8;77;0;0;0;1;0;0
2020-04-24 10:30:00;89;24;23;25;25;19;19;3;57;0;0;0;0;0;0
2020-04-24 10:45:00;76;31;31;44;45;13;12;1;72;0;0;1;0;0;0
2020-04-24 11:00:00;79;30;28;30;28;21;20;5;74;0;0;3;1;0;0
2020-04-24 11:15:00;79;29;35;19;22;14;12;6;62;0;0;0;0;0;0
2020-04-24 11:30:00;80;27;26;29;29;18;17;7;73;0;0;0;3;0;0
2020-04-24 11:45:00;81;31;30;27;27;23;23;5;62;0;0;0;1;0;0
2020-04-24 12:00:00;102;22;25;34;36;19;19;2;87;0;0;0;1;0;0
2020-04-24 12:15:00;112;29;28;39;38;20;16;4;91;0;0;0;5;0;0
2020-04-24 12:30:00;80;18;23;29;33;17;13;5;89;0;0;0;2;0;0
2020-04-24 12:45:00;92;29;28;27;29;15;16;4;83;0;0;0;3;0;0
2020-04-24 13:00:00;70;21;23;34;38;15;16;4;74;0;0;0;3;0;0
2020-04-24 13:15:00;91;28;25;31;35;13;12;5;82;0;0;0;0;0;0
2020-04-24 13:30:00;111;26;32;36;36;15;15;4;88;0;0;0;3;0;0
2020-04-24 13:45:00;86;40;39;25;31;17;19;4;74;0;0;5;1;0;0
2020-04-24 14:00:00;80;25;25;57;60;22;26;3;84;0;0;8;0;0;0
2020-04-24 14:15:00;106;29;31;52;57;18;15;1;72;0;0;1;1;0;0
2020-04-24 14:30:00;91;28;31;49;57;18;19;2;66;0;0;0;3;0;0
2020-04-24 14:45:00;90;24;28;37;44;19;20;7;73;0;0;0;5;0;0
2020-04-24 15:00:00;82;22;23;28;32;19;19;3;57;0;0;2;2;0;0
2020-04-24 15:15:00;96;29;31;41;42;13;12;3;60;0;0;0;1;0;0
2020-04-24 15:30:00;90;26;22;33;34;15;16;2;57;0;0;0;2;0;0
2020-04-24 15:45:00;96;31;31;32;33;16;18;1;79;0;0;6;0;0;0
2020-04-24 16:00:00;85;18;21;32;34;9;10;1;58;0;0;2;1;0;0
2020-04-24 16:15:00;78;28;26;31;32;19;19;4;69;0;0;0;5;0;0
2020-04-24 16:30:00;101;15;18;33;39;21;20;0;88;0;0;2;0;0;0
2020-04-24 16:45:00;69;16;15;30;31;8;10;7;65;0;0;1;2;0;0
2020-04-24 17:00:00;80;26;29;25;27;13;15;3;76;0;0;3;0;0;0
2020-04-24 17:15:00;83;19;20;20;20;18;19;2;80;0;0;0;2;0;0
2020-04-24 17:30:00;81;20;21;20;22;13;14;1;73;0;0;0;1;0;0
2020-04-24 17:45:00;64;24;25;15;16;9;10;5;71;0;0;0;9;0;0
2020-04-24 18:00:00;64;24;24;29;31;8;8;1;56;0;0;4;0;0;0
2020-04-24 18:15:00;58;16;16;13;14;8;9;1;58;0;0;0;4;0;0
2020-04-24 18:30:00;67;14;17;20;21;11;12;2;55;0;0;3;1;0;0
2020-04-24 18:45:00;50;15;17;20;19;8;8;3;36;0;0;0;4;0;0
2020-04-24 19:00:00;54;26;24;21;22;17;17;3;47;0;0;0;3;0;0
2020-04-24 19:15:00;40;21;21;11;10;8;9;4;29;0;0;0;0;0;0
2020-04-24 19:30:00;39;23;22;13;13;8;7;5;41;0;0;0;1;0;0
2020-04-24 19:45:00;29;13;16;15;15;9;11;1;27;0;0;0;0;0;0
2020-04-24 20:00:00;27;14;11;9;9;8;8;4;38;0;0;4;0;0;0
2020-04-24 20:15:00;30;18;19;10;10;7;7;1;26;0;0;0;1;0;0
2020-04-24 20:30:00;25;9;15;8;8;3;1;1;22;0;0;0;0;0;0
2020-04-24 20:45:00;11;10;10;5;5;3;3;1;13;0;0;0;0;0;0
2020-04-24 21:00:00;9;5;7;5;6;1;1;0;19;0;0;0;0;0;0
2020-04-24 21:15:00;13;5;4;6;6;2;1;1;16;0;0;0;0;0;0
2020-04-24 21:30:00;12;8;8;6;5;3;2;0;13;0;0;0;0;0;0
2020-04-24 21:45:00;16;7;6;10;10;5;5;3;11;0;0;0;0;0;0
2020-04-24 22:00:00;19;6;5;11;12;3;3;1;11;0;0;0;0;0;0
2020-04-24 22:15:00;10;1;3;7;7;3;3;1;10;0;0;0;0;0;0
2020-04-24 22:30:00;7;6;6;5;4;5;5;2;7;0;0;0;0;0;0
2020-04-24 22:45:00;10;1;2;7;7;0;0;0;6;0;0;0;0;0;0
2020-04-24 23:00:00;11;3;4;0;0;1;1;0;3;0;0;0;0;0;0
2020-04-24 23:15:00;5;3;3;2;1;2;2;1;3;0;0;0;0;0;0
2020-04-24 23:30:00;3;4;4;3;3;2;1;0;9;0;0;0;0;0;0
2020-04-24 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
