DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-07-30 00:00:00;10;4;1;4;0;10;1;0;0
2020-07-30 00:15:00;7;3;0;15;0;14;0;0;0
2020-07-30 00:30:00;9;0;0;3;0;12;1;0;0
2020-07-30 00:45:00;8;0;0;7;0;13;1;0;0
2020-07-30 01:00:00;4;2;0;4;0;12;1;0;0
2020-07-30 01:15:00;6;1;0;2;0;14;1;0;0
2020-07-30 01:30:00;4;0;1;3;0;12;0;0;0
2020-07-30 01:45:00;6;1;0;3;0;14;1;0;0
2020-07-30 02:00:00;5;2;0;5;0;12;1;0;0
2020-07-30 02:15:00;5;3;0;6;0;14;1;0;0
2020-07-30 02:30:00;3;2;0;2;0;12;1;0;0
2020-07-30 02:45:00;3;0;0;2;0;13;0;0;0
2020-07-30 03:00:00;3;1;0;3;0;12;1;0;0
2020-07-30 03:15:00;5;3;0;3;0;14;1;0;0
2020-07-30 03:30:00;5;0;0;3;0;12;1;0;0
2020-07-30 03:45:00;2;1;0;4;0;14;1;0;0
2020-07-30 04:00:00;3;2;0;7;0;12;0;0;0
2020-07-30 04:15:00;2;0;0;7;0;13;1;0;0
2020-07-30 04:30:00;10;2;1;6;0;12;1;0;0
2020-07-30 04:45:00;23;4;0;13;0;14;1;0;0
2020-07-30 05:00:00;56;5;0;18;0;9;0;0;0
2020-07-30 05:15:00;89;8;0;40;0;11;1;0;0
2020-07-30 05:30:00;100;17;5;92;0;9;1;0;0
2020-07-30 05:45:00;116;27;1;156;0;11;0;0;0
2020-07-30 06:00:00;85;28;3;95;0;9;1;0;0
2020-07-30 06:15:00;84;18;1;115;0;11;1;0;0
2020-07-30 06:30:00;76;15;3;102;0;9;0;0;0
2020-07-30 06:45:00;90;20;7;121;3;10;1;0;0
2020-07-30 07:00:00;74;21;5;131;1;10;0;0;0
2020-07-30 07:15:00;89;17;6;129;0;10;1;0;0
2020-07-30 07:30:00;95;16;4;125;0;10;1;0;0
2020-07-30 07:45:00;89;18;5;152;1;10;0;0;0
2020-07-30 08:00:00;85;12;8;131;2;10;1;0;0
2020-07-30 08:15:00;93;20;6;133;1;10;1;0;0
2020-07-30 08:30:00;111;16;12;130;0;10;0;0;0
2020-07-30 08:45:00;89;19;7;135;1;10;1;0;0
2020-07-30 09:00:00;80;13;16;113;4;12;1;0;0
2020-07-30 09:15:00;77;16;11;102;0;13;0;0;0
2020-07-30 09:30:00;62;23;15;125;5;13;1;0;0
2020-07-30 09:45:00;77;19;19;130;6;13;1;0;0
2020-07-30 10:00:00;96;20;14;129;3;13;0;0;0
2020-07-30 10:15:00;96;15;17;123;1;13;1;0;0
2020-07-30 10:30:00;73;15;16;111;0;12;1;0;0
2020-07-30 10:45:00;92;21;18;139;0;13;1;0;0
2020-07-30 11:00:00;94;18;22;104;4;13;0;0;0
2020-07-30 11:15:00;100;27;23;124;9;13;1;0;0
2020-07-30 11:30:00;109;14;15;111;0;13;1;0;0
2020-07-30 11:45:00;101;19;20;115;0;13;0;0;0
2020-07-30 12:00:00;104;15;17;107;2;13;1;0;0
