DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2020-08-21 00:00:00;0;6;5;0;3;4;3;6;1;1;2;4;4
2020-08-21 00:15:00;0;11;13;3;3;10;6;12;5;3;3;3;1
2020-08-21 00:30:00;0;11;9;2;2;8;5;9;3;2;7;9;10
2020-08-21 00:45:00;0;3;2;0;3;12;4;9;4;1;3;6;2
2020-08-21 01:00:00;0;6;7;0;5;2;1;8;4;1;5;4;3
2020-08-21 01:15:00;0;4;3;0;1;4;2;3;1;0;3;2;1
2020-08-21 01:30:00;0;5;7;2;2;4;3;10;3;10;3;4;2
2020-08-21 01:45:00;0;1;1;0;4;2;3;0;1;0;1;3;1
2020-08-21 02:00:00;0;2;2;0;1;5;3;4;2;1;6;6;0
2020-08-21 02:15:00;0;1;3;1;2;4;1;4;1;0;4;4;2
2020-08-21 02:30:00;0;5;2;0;0;8;2;3;1;0;4;2;1
2020-08-21 02:45:00;0;3;1;0;1;3;0;7;1;0;2;2;3
2020-08-21 03:00:00;0;7;4;0;1;1;1;1;1;0;2;1;2
2020-08-21 03:15:00;0;1;0;0;2;3;2;5;1;0;2;4;1
2020-08-21 03:30:00;0;2;1;1;2;6;2;2;0;3;0;4;4
2020-08-21 03:45:00;0;1;0;0;0;2;0;1;1;1;1;0;2
2020-08-21 04:00:00;0;4;0;0;0;4;0;3;3;1;1;1;0
2020-08-21 04:15:00;0;4;1;0;1;4;1;3;0;1;5;2;1
2020-08-21 04:30:00;0;4;3;0;0;4;2;7;1;1;5;3;3
2020-08-21 04:45:00;0;11;5;0;1;6;2;15;6;0;6;4;1
2020-08-21 05:00:00;0;9;6;1;4;16;6;7;5;2;22;16;5
2020-08-21 05:15:00;0;10;2;0;6;11;4;19;7;5;42;39;4
2020-08-21 05:30:00;0;11;8;2;6;27;12;37;26;1;43;49;10
2020-08-21 05:45:00;0;14;11;2;13;31;9;42;39;3;46;43;20
2020-08-21 06:00:00;0;22;12;2;14;26;6;31;26;1;30;26;8
2020-08-21 06:15:00;0;18;14;3;18;32;4;43;35;5;41;34;14
2020-08-21 06:30:00;0;19;12;3;20;43;14;61;58;6;48;54;22
2020-08-21 06:45:00;0;30;21;3;20;38;7;66;49;2;38;46;25
2020-08-21 07:00:00;0;28;26;4;16;34;13;49;54;3;42;46;17
2020-08-21 07:15:00;0;29;20;2;28;44;11;44;34;4;38;33;25
2020-08-21 07:30:00;0;34;19;3;23;44;21;57;50;2;43;48;35
2020-08-21 07:45:00;0;33;31;4;25;42;10;57;61;5;42;42;26
2020-08-21 08:00:00;0;37;22;3;24;55;15;48;35;11;54;48;25
2020-08-21 08:15:00;0;33;22;3;28;37;17;55;35;7;45;35;22
2020-08-21 08:30:00;0;42;24;8;33;50;14;54;43;7;53;53;33
2020-08-21 08:45:00;0;43;24;6;38;51;17;59;53;12;50;54;34
2020-08-21 09:00:00;0;37;32;7;39;45;12;48;31;8;34;38;28
2020-08-21 09:15:00;0;46;33;9;45;47;17;47;39;6;48;41;26
2020-08-21 09:30:00;0;51;44;6;42;44;16;72;41;10;69;73;41
2020-08-21 09:45:00;0;59;45;6;41;66;25;69;43;11;45;37;35
2020-08-21 10:00:00;0;42;30;6;36;56;15;59;30;15;43;43;33
2020-08-21 10:15:00;0;52;43;4;43;63;19;69;39;12;73;52;28
2020-08-21 10:30:00;0;59;44;13;40;52;21;68;38;10;55;58;28
2020-08-21 10:45:00;0;59;50;6;53;65;29;68;40;18;63;47;52
2020-08-21 11:00:00;0;57;39;8;45;59;18;55;36;10;63;59;47
2020-08-21 11:15:00;0;61;48;15;62;73;30;69;39;9;55;39;46
2020-08-21 11:30:00;0;48;47;10;44;56;15;60;47;14;58;49;36
2020-08-21 11:45:00;0;63;44;9;48;61;20;61;28;13;66;68;35
2020-08-21 12:00:00;0;65;68;14;55;71;29;56;34;13;60;57;36
2020-08-21 12:15:00;0;62;80;5;51;80;31;62;31;16;63;59;34
2020-08-21 12:30:00;0;68;85;13;61;79;15;65;39;12;47;43;40
2020-08-21 12:45:00;0;74;57;14;51;76;22;56;34;12;60;48;30
2020-08-21 13:00:00;0;69;61;12;51;80;26;56;29;12;56;58;46
2020-08-21 13:15:00;0;67;65;8;53;64;23;64;39;9;61;57;31
2020-08-21 13:30:00;0;57;58;10;51;64;20;61;59;14;51;47;38
2020-08-21 13:45:00;0;63;58;10;52;75;28;55;47;12;61;55;43
2020-08-21 14:00:00;0;86;71;13;65;73;34;58;38;8;67;60;33
2020-08-21 14:15:00;0;52;53;4;55;73;32;62;35;18;52;52;30
2020-08-21 14:30:00;0;73;61;4;67;79;25;70;45;9;51;49;26
2020-08-21 14:45:00;0;78;60;7;53;81;31;53;40;8;55;60;41
2020-08-21 15:00:00;0;52;47;9;52;78;24;65;36;19;49;48;34
2020-08-21 15:15:00;0;62;62;3;42;57;24;54;27;15;45;44;31
2020-08-21 15:30:00;0;68;51;8;49;71;20;71;48;13;52;44;35
2020-08-21 15:45:00;0;60;45;6;41;54;18;58;26;14;52;60;26
2020-08-21 16:00:00;0;62;53;10;47;64;20;59;49;10;58;58;38
2020-08-21 16:15:00;0;54;49;13;33;53;23;52;35;12;48;38;28
2020-08-21 16:30:00;0;62;52;7;48;58;25;53;51;12;43;57;40
2020-08-21 16:45:00;0;52;31;7;33;61;21;46;34;12;52;52;21
2020-08-21 17:00:00;0;42;38;4;45;53;24;68;36;14;45;36;36
2020-08-21 17:15:00;0;52;44;10;39;62;28;64;46;10;58;53;31
2020-08-21 17:30:00;0;56;58;4;41;58;21;55;36;11;48;51;43
2020-08-21 17:45:00;0;46;35;6;43;54;20;74;51;21;44;51;28
2020-08-21 18:00:00;0;46;34;7;37;54;18;62;38;9;49;62;39
2020-08-21 18:15:00;0;42;33;4;37;53;19;70;38;13;71;51;29
2020-08-21 18:30:00;0;54;36;8;30;49;22;59;31;10;45;44;37
2020-08-21 18:45:00;0;53;32;6;34;50;19;58;42;11;50;57;32
2020-08-21 19:00:00;0;46;31;13;36;39;12;53;38;4;39;38;36
2020-08-21 19:15:00;0;43;42;9;31;51;6;57;26;14;44;41;22
2020-08-21 19:30:00;0;35;26;9;26;31;8;40;30;7;42;43;22
2020-08-21 19:45:00;0;40;35;8;28;34;17;54;37;8;39;45;20
2020-08-21 20:00:00;0;43;28;6;30;50;18;59;42;11;41;31;32
2020-08-21 20:15:00;0;38;27;5;29;35;11;47;25;4;39;28;28
2020-08-21 20:30:00;0;34;34;10;27;33;10;45;31;11;46;28;23
2020-08-21 20:45:00;0;42;24;9;34;29;18;51;32;4;37;32;25
2020-08-21 21:00:00;0;42;35;6;22;32;11;42;31;7;33;24;21
2020-08-21 21:15:00;0;28;25;8;19;33;11;36;19;6;25;27;24
2020-08-21 21:30:00;0;26;29;3;15;25;12;38;18;1;29;21;18
2020-08-21 21:45:00;0;26;18;5;20;21;7;35;19;7;26;15;24
2020-08-21 22:00:00;0;25;16;3;15;30;4;29;12;5;16;16;19
2020-08-21 22:15:00;0;26;15;6;13;24;7;28;13;5;14;12;11
2020-08-21 22:30:00;0;25;14;7;10;14;8;27;8;3;21;23;12
2020-08-21 22:45:00;0;15;7;6;14;13;5;18;8;5;25;16;17
2020-08-21 23:00:00;0;33;25;6;14;19;5;25;9;4;19;13;4
2020-08-21 23:15:00;0;23;19;5;14;21;4;19;8;5;18;15;13
2020-08-21 23:30:00;0;18;12;2;12;12;5;17;8;7;22;17;10
2020-08-21 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
