DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2019-08-13 00:00:00;4;5;7;7;7;0;0;0;0;0;0;0
2019-08-13 00:15:00;2;6;6;6;3;0;0;0;0;0;0;0
2019-08-13 00:30:00;2;5;8;4;8;0;0;0;0;0;0;0
2019-08-13 00:45:00;4;5;3;4;4;0;0;0;0;0;0;0
2019-08-13 01:00:00;1;6;6;5;7;0;0;0;0;0;0;0
2019-08-13 01:15:00;2;6;2;3;4;0;0;0;0;0;0;0
2019-08-13 01:30:00;2;3;4;5;4;0;0;0;0;0;0;0
2019-08-13 01:45:00;4;3;4;2;4;0;0;0;0;0;0;0
2019-08-13 02:00:00;3;0;2;3;5;0;0;0;0;0;0;0
2019-08-13 02:15:00;5;2;0;4;3;0;0;0;0;0;0;0
2019-08-13 02:30:00;0;2;1;2;4;0;0;0;0;0;0;0
2019-08-13 02:45:00;2;6;3;4;2;0;0;0;0;0;0;0
2019-08-13 03:00:00;4;5;4;6;6;0;0;0;0;0;0;0
2019-08-13 03:15:00;0;1;1;0;2;0;0;0;0;0;0;0
2019-08-13 03:30:00;2;3;4;4;2;0;0;0;0;0;0;0
2019-08-13 03:45:00;1;2;4;4;2;0;0;0;0;0;0;0
2019-08-13 04:00:00;4;9;11;4;6;0;0;0;0;0;0;0
2019-08-13 04:15:00;6;7;5;7;5;0;0;0;0;0;0;0
2019-08-13 04:30:00;3;8;8;5;4;0;0;0;0;0;0;0
2019-08-13 04:45:00;6;9;7;6;4;0;0;0;0;0;0;0
2019-08-13 05:00:00;11;9;10;10;8;0;0;0;0;0;0;0
2019-08-13 05:15:00;15;21;15;15;11;0;0;0;0;0;0;0
2019-08-13 05:30:00;26;31;24;34;39;0;0;0;0;0;0;0
2019-08-13 05:45:00;31;34;17;46;51;0;0;0;0;0;0;0
2019-08-13 06:00:00;20;30;25;41;60;0;0;0;0;0;0;0
2019-08-13 06:15:00;25;34;23;57;62;0;0;0;0;0;0;0
2019-08-13 06:30:00;41;41;28;80;105;0;0;0;0;0;0;0
