DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2019-10-04 00:00:00;5;5;7;0;1;8;17;0;0;1;0;0
2019-10-04 00:15:00;4;9;9;0;3;4;17;0;0;0;0;0
2019-10-04 00:30:00;1;0;3;0;0;0;7;0;0;0;0;0
2019-10-04 00:45:00;3;9;9;0;0;2;10;0;0;0;0;0
2019-10-04 01:00:00;3;3;4;0;0;2;16;0;0;0;0;0
2019-10-04 01:15:00;3;3;4;0;0;2;12;0;0;0;0;0
2019-10-04 01:30:00;6;8;11;2;0;1;6;0;0;0;0;0
2019-10-04 01:45:00;4;6;5;0;0;3;7;0;0;0;0;0
2019-10-04 02:00:00;3;8;9;0;1;5;12;0;0;0;0;0
2019-10-04 02:15:00;3;3;3;0;1;2;3;255;1;0;0;0
2019-10-04 02:30:00;4;4;5;0;1;1;4;0;0;0;0;0
2019-10-04 02:45:00;1;2;2;1;1;3;3;0;0;0;0;0
2019-10-04 03:00:00;3;4;6;1;2;0;2;0;0;0;0;0
2019-10-04 03:15:00;2;5;5;0;0;2;2;0;0;0;0;0
2019-10-04 03:30:00;2;0;0;0;1;2;1;0;0;0;0;0
2019-10-04 03:45:00;3;2;3;0;0;4;5;0;0;0;0;0
2019-10-04 04:00:00;2;1;3;0;0;1;6;0;0;0;0;0
2019-10-04 04:15:00;4;4;4;0;0;1;5;0;0;0;0;0
2019-10-04 04:30:00;4;5;6;0;0;2;3;0;1;0;0;0
2019-10-04 04:45:00;3;6;6;0;0;0;2;0;0;0;0;0
2019-10-04 05:00:00;5;9;11;1;0;0;6;0;1;0;0;0
2019-10-04 05:15:00;4;10;10;0;0;3;17;0;0;0;0;0
2019-10-04 05:30:00;13;15;13;0;0;6;22;255;1;0;254;0
2019-10-04 05:45:00;19;18;20;1;1;6;27;3;0;0;0;0
2019-10-04 06:00:00;16;15;25;0;1;3;14;0;1;0;0;0
2019-10-04 06:15:00;26;26;36;0;1;14;25;1;1;0;0;0
2019-10-04 06:30:00;29;23;31;2;1;10;37;256;1;0;0;0
2019-10-04 06:45:00;23;20;31;1;3;9;43;3;0;0;0;0
2019-10-04 07:00:00;50;50;69;0;0;11;35;0;0;1;0;0
2019-10-04 07:15:00;74;72;87;1;1;11;41;0;3;0;0;0
2019-10-04 07:30:00;83;84;98;1;3;15;53;0;1;0;0;0
2019-10-04 07:45:00;76;74;67;1;5;20;66;255;1;0;0;0
2019-10-04 08:00:00;87;72;106;1;0;22;46;258;10;2;0;0
2019-10-04 08:15:00;102;80;87;3;8;15;52;0;5;1;0;0
2019-10-04 08:30:00;90;84;101;1;10;21;62;3;10;0;0;0
2019-10-04 08:45:00;97;91;100;8;7;21;66;265;15;1;0;0
2019-10-04 09:00:00;122;127;127;2;16;24;60;5;12;0;0;0
2019-10-04 09:15:00;124;120;162;7;16;31;84;255;17;0;0;0
2019-10-04 09:30:00;130;134;127;8;31;40;67;2;16;2;0;2
2019-10-04 09:45:00;159;143;132;18;23;52;99;5;25;1;0;2
2019-10-04 10:00:00;149;131;122;15;27;67;113;254;24;2;0;7
2019-10-04 10:15:00;132;109;111;27;33;53;104;6;27;0;0;5
2019-10-04 10:30:00;156;113;100;23;24;68;118;15;35;2;0;4
2019-10-04 10:45:00;141;117;115;36;27;60;115;15;34;1;0;0
2019-10-04 11:00:00;168;146;99;36;31;64;119;18;31;2;0;2
2019-10-04 11:15:00;155;95;106;44;23;78;128;8;32;0;0;4
2019-10-04 11:30:00;127;117;84;42;34;96;132;17;31;0;0;5
2019-10-04 11:45:00;137;119;101;40;39;81;126;7;33;1;0;5
2019-10-04 12:00:00;135;104;95;43;39;79;139;7;42;0;0;1
2019-10-04 12:15:00;136;99;72;46;37;88;152;256;40;0;0;2
2019-10-04 12:30:00;101;91;90;51;34;62;129;4;41;0;0;6
2019-10-04 12:45:00;126;108;102;44;37;70;133;255;24;0;0;1
2019-10-04 13:00:00;119;110;82;41;30;64;116;9;26;0;0;1
2019-10-04 13:15:00;119;106;107;49;38;78;142;260;33;3;0;6
2019-10-04 13:30:00;116;108;96;37;34;77;134;7;34;0;0;0
2019-10-04 13:45:00;122;94;82;49;35;70;125;6;34;1;0;3
2019-10-04 14:00:00;110;102;98;39;40;63;124;257;24;0;0;10
2019-10-04 14:15:00;113;108;106;35;38;65;112;9;28;1;0;0
2019-10-04 14:30:00;116;109;91;33;36;64;114;266;29;1;0;0
2019-10-04 14:45:00;120;112;94;45;41;60;113;18;29;1;0;3
2019-10-04 15:00:00;115;114;107;42;37;62;131;9;29;1;0;0
2019-10-04 15:15:00;111;98;87;50;35;80;130;10;28;2;0;6
2019-10-04 15:30:00;96;79;83;45;40;75;121;10;34;0;0;11
2019-10-04 15:45:00;99;89;93;46;28;66;107;5;35;0;0;6
2019-10-04 16:00:00;95;78;82;37;39;56;115;7;30;0;0;1
2019-10-04 16:15:00;87;77;79;54;43;57;119;263;38;1;0;5
2019-10-04 16:30:00;79;73;76;39;41;56;100;267;31;0;0;9
2019-10-04 16:45:00;79;90;94;45;30;57;113;15;37;0;0;4
2019-10-04 17:00:00;72;74;73;47;38;53;119;14;37;0;0;3
2019-10-04 17:15:00;73;77;72;50;34;58;108;12;36;2;0;3
2019-10-04 17:30:00;74;65;64;42;30;51;94;15;32;0;0;0
2019-10-04 17:45:00;59;59;67;36;35;50;106;8;26;1;0;3
2019-10-04 18:00:00;72;73;78;39;36;44;94;26;39;0;0;6
2019-10-04 18:15:00;92;64;51;41;32;51;96;263;20;0;0;1
2019-10-04 18:30:00;51;57;69;48;28;36;91;13;24;0;0;5
2019-10-04 18:45:00;78;79;82;42;30;41;93;17;32;0;0;0
2019-10-04 19:00:00;39;58;64;40;24;48;99;21;28;0;0;0
2019-10-04 19:15:00;40;49;56;28;27;50;96;13;20;0;0;0
2019-10-04 19:30:00;39;47;47;42;37;37;83;18;20;2;0;2
2019-10-04 19:45:00;26;45;46;38;32;28;67;14;16;0;0;0
2019-10-04 20:00:00;23;32;48;41;33;37;80;255;12;0;0;0
