DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DD1);6(TAFBA);7(TAFBC);8(TAFBD)
2019-09-22 00:00:00;0;2;2;1;1;0;0;0
2019-09-22 00:15:00;0;4;1;0;0;0;0;0
2019-09-22 00:30:00;0;2;4;2;0;0;0;0
2019-09-22 00:45:00;0;5;2;2;0;0;0;0
2019-09-22 01:00:00;1;1;1;0;0;0;0;0
2019-09-22 01:15:00;1;5;3;1;0;0;0;0
2019-09-22 01:30:00;0;4;3;4;0;0;0;0
2019-09-22 01:45:00;0;2;0;0;0;0;0;0
2019-09-22 02:00:00;0;1;3;0;0;0;0;0
2019-09-22 02:15:00;0;0;0;0;0;0;0;0
2019-09-22 02:30:00;0;3;3;1;0;0;0;0
2019-09-22 02:45:00;0;2;0;0;0;0;0;0
2019-09-22 03:00:00;0;1;2;1;0;0;0;0
2019-09-22 03:15:00;0;1;2;1;0;0;0;0
2019-09-22 03:30:00;0;1;0;0;0;0;0;0
2019-09-22 03:45:00;0;2;0;0;0;0;0;0
2019-09-22 04:00:00;0;1;0;0;0;0;0;0
2019-09-22 04:15:00;0;0;1;0;0;0;0;0
2019-09-22 04:30:00;0;0;0;0;0;0;0;0
2019-09-22 04:45:00;0;4;1;0;0;0;0;0
2019-09-22 05:00:00;0;0;1;1;0;0;0;0
2019-09-22 05:15:00;0;0;1;1;0;0;0;0
2019-09-22 05:30:00;2;0;1;1;0;0;0;0
2019-09-22 05:45:00;0;2;1;1;0;0;0;0
2019-09-22 06:00:00;0;1;3;0;0;0;0;0
2019-09-22 06:15:00;0;3;1;0;0;0;0;0
2019-09-22 06:30:00;0;0;0;0;0;0;0;0
2019-09-22 06:45:00;0;2;0;0;0;0;0;0
2019-09-22 07:00:00;0;1;0;0;0;0;0;0
2019-09-22 07:15:00;1;1;0;0;0;0;0;0
2019-09-22 07:30:00;0;1;0;0;0;0;0;0
2019-09-22 07:45:00;0;1;1;0;0;0;0;0
2019-09-22 08:00:00;0;3;4;1;0;0;0;0
2019-09-22 08:15:00;0;1;0;1;0;0;0;0
2019-09-22 08:30:00;0;1;2;0;0;0;0;0
2019-09-22 08:45:00;1;4;1;0;0;0;0;0
2019-09-22 09:00:00;0;3;6;3;2;0;0;0
2019-09-22 09:15:00;0;8;3;2;0;0;0;0
2019-09-22 09:30:00;1;4;0;0;1;0;0;0
2019-09-22 09:45:00;1;1;4;1;0;0;0;0
2019-09-22 10:00:00;0;7;12;6;0;0;0;0
2019-09-22 10:15:00;0;14;7;4;0;0;0;0
2019-09-22 10:30:00;0;8;5;1;2;0;0;0
2019-09-22 10:45:00;0;7;6;2;1;0;0;0
2019-09-22 11:00:00;1;5;3;0;1;0;0;0
2019-09-22 11:15:00;0;6;7;2;0;0;0;0
2019-09-22 11:30:00;0;9;8;3;0;0;0;0
2019-09-22 11:45:00;3;11;6;1;0;0;0;0
2019-09-22 12:00:00;1;7;6;2;0;0;0;0
2019-09-22 12:15:00;1;8;4;2;3;0;0;0
2019-09-22 12:30:00;1;5;6;1;1;0;0;0
2019-09-22 12:45:00;0;2;9;3;3;0;0;0
2019-09-22 13:00:00;3;10;10;4;0;0;0;0
2019-09-22 13:15:00;0;8;11;4;0;0;0;0
2019-09-22 13:30:00;5;25;14;4;0;0;0;0
2019-09-22 13:45:00;2;15;7;2;2;0;0;0
2019-09-22 14:00:00;2;7;7;3;0;0;0;0
2019-09-22 14:15:00;0;12;5;2;0;0;0;0
2019-09-22 14:30:00;0;7;7;7;0;0;0;0
2019-09-22 14:45:00;3;11;7;0;3;0;0;0
2019-09-22 15:00:00;0;15;5;2;2;0;0;0
2019-09-22 15:15:00;0;18;11;8;0;0;0;0
2019-09-22 15:30:00;2;12;12;4;0;0;0;0
2019-09-22 15:45:00;2;18;8;3;0;0;0;0
2019-09-22 16:00:00;0;11;6;0;1;0;0;0
2019-09-22 16:15:00;2;15;13;3;1;0;0;0
2019-09-22 16:30:00;1;8;9;3;1;0;0;0
2019-09-22 16:45:00;1;14;12;3;0;0;0;0
2019-09-22 17:00:00;1;14;22;7;0;0;0;0
2019-09-22 17:15:00;0;11;10;2;0;0;0;0
2019-09-22 17:30:00;0;13;18;0;1;0;0;0
2019-09-22 17:45:00;0;24;20;8;1;0;0;0
2019-09-22 18:00:00;0;14;6;3;1;0;0;0
2019-09-22 18:15:00;0;4;6;3;0;0;0;0
2019-09-22 18:30:00;1;16;5;2;0;0;0;0
2019-09-22 18:45:00;2;40;4;0;0;0;0;0
2019-09-22 19:00:00;0;26;4;4;0;0;0;0
2019-09-22 19:15:00;0;12;5;3;0;0;0;0
2019-09-22 19:30:00;0;14;2;1;0;0;0;0
2019-09-22 19:45:00;0;12;4;0;0;0;0;0
2019-09-22 20:00:00;0;7;3;0;0;0;0;0
2019-09-22 20:15:00;0;9;2;2;1;0;0;0
2019-09-22 20:30:00;0;8;1;1;0;0;0;0
2019-09-22 20:45:00;0;8;1;0;0;0;0;0
2019-09-22 21:00:00;1;3;3;0;0;0;0;0
2019-09-22 21:15:00;0;5;2;1;0;0;0;0
2019-09-22 21:30:00;0;8;4;2;0;0;0;0
2019-09-22 21:45:00;0;5;1;1;0;0;0;0
2019-09-22 22:00:00;0;7;3;1;0;0;0;0
2019-09-22 22:15:00;0;3;1;1;1;0;0;0
2019-09-22 22:30:00;0;2;1;0;0;0;0;0
2019-09-22 22:45:00;1;3;2;0;0;0;0;0
2019-09-22 23:00:00;0;0;0;0;0;0;0;0
2019-09-22 23:15:00;0;1;1;1;0;0;0;0
2019-09-22 23:30:00;0;0;1;1;0;0;0;0
2019-09-22 23:45:00;0;1;1;1;0;0;0;0
