DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(MPF2B01);7(MPF2B02);8(MPF2B03);9(MPF2B04);10(MPF2B05);11(MPF2B06);12(MPF2B07);13(MPF2B08);14(MPF2B09);15(MPF2B10);16(MPF2B11);17(MPF2B12);18(MPF2B13);19(MPF2B14)
2019-10-22 00:00:00;10;8;0;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 00:15:00;13;7;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 00:30:00;17;5;0;9;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 00:45:00;7;2;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 01:00:00;8;3;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 01:15:00;7;3;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 01:30:00;10;8;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 01:45:00;5;2;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 02:00:00;10;3;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 02:15:00;8;6;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 02:30:00;8;5;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 02:45:00;7;3;0;5;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 03:00:00;12;11;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 03:15:00;7;1;0;6;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 03:30:00;5;5;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 03:45:00;7;5;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 04:00:00;9;7;0;6;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 04:15:00;11;7;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 04:30:00;29;18;0;8;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 04:45:00;27;20;0;13;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 05:00:00;90;75;0;16;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 05:15:00;89;94;0;23;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 05:30:00;119;123;0;34;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 05:45:00;92;120;0;41;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 06:00:00;69;88;0;54;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 06:15:00;121;122;0;56;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 06:30:00;128;157;0;62;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 06:45:00;156;183;1;73;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 07:00:00;117;172;0;60;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 07:15:00;191;229;0;95;152;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 07:30:00;170;210;0;118;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 07:45:00;175;250;1;123;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 08:00:00;153;216;0;82;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-22 08:15:00;163;179;3;91;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0
