DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-02-11 00:00:00;12;5;9;4;1;4;4
2020-02-11 00:15:00;20;8;9;3;3;6;2
2020-02-11 00:30:00;14;5;9;1;2;1;0
2020-02-11 00:45:00;14;5;9;2;0;3;4
2020-02-11 01:00:00;6;2;5;3;0;0;7
2020-02-11 01:15:00;14;1;6;4;1;1;3
2020-02-11 01:30:00;10;5;8;2;3;2;1
2020-02-11 01:45:00;7;3;7;3;5;4;2
2020-02-11 02:00:00;4;2;10;4;1;5;3
2020-02-11 02:15:00;7;1;7;1;4;1;3
2020-02-11 02:30:00;2;1;0;0;1;4;3
2020-02-11 02:45:00;7;3;10;1;3;5;3
2020-02-11 03:00:00;9;0;5;2;1;7;3
2020-02-11 03:15:00;6;5;6;1;5;5;2
2020-02-11 03:30:00;3;4;7;3;1;8;3
2020-02-11 03:45:00;11;5;11;3;5;3;1
2020-02-11 04:00:00;3;2;14;1;4;12;5
2020-02-11 04:15:00;7;6;17;4;3;2;3
2020-02-11 04:30:00;10;6;25;6;0;3;3
2020-02-11 04:45:00;18;8;45;9;1;1;2
2020-02-11 05:00:00;35;21;78;25;1;1;0
2020-02-11 05:15:00;48;24;106;34;5;2;0
2020-02-11 05:30:00;50;37;137;72;4;0;1
2020-02-11 05:45:00;77;61;126;71;3;1;0
2020-02-11 06:00:00;66;49;126;72;3;0;0
2020-02-11 06:15:00;100;72;176;93;3;0;1
2020-02-11 06:30:00;127;75;201;117;3;1;0
2020-02-11 06:45:00;142;80;200;123;10;0;0
2020-02-11 07:00:00;195;106;193;112;12;1;1
2020-02-11 07:15:00;205;114;214;129;13;1;6
2020-02-11 07:30:00;228;136;207;114;21;2;1
2020-02-11 07:45:00;200;148;234;154;26;1;1
2020-02-11 08:00:00;159;104;199;120;12;1;0
2020-02-11 08:15:00;190;123;163;90;18;1;1
2020-02-11 08:30:00;134;101;160;107;15;4;1
2020-02-11 08:45:00;143;101;172;116;12;3;0
2020-02-11 09:00:00;133;84;135;85;10;1;3
2020-02-11 09:15:00;140;78;139;80;16;0;0
2020-02-11 09:30:00;142;87;142;69;12;1;3
2020-02-11 09:45:00;131;94;140;86;10;1;0
2020-02-11 10:00:00;110;94;127;58;6;2;1
2020-02-11 10:15:00;127;98;139;65;15;2;2
2020-02-11 10:30:00;128;102;140;73;9;2;1
2020-02-11 10:45:00;115;90;146;77;14;3;1
2020-02-11 11:00:00;117;93;145;76;9;4;2
2020-02-11 11:15:00;150;120;142;84;11;4;1
2020-02-11 11:30:00;145;92;152;76;11;1;2
2020-02-11 11:45:00;127;109;135;67;12;6;0
2020-02-11 12:00:00;121;112;153;75;9;3;7
2020-02-11 12:15:00;153;91;148;75;6;8;5
2020-02-11 12:30:00;145;91;153;88;8;7;4
2020-02-11 12:45:00;154;118;136;80;20;6;4
2020-02-11 13:00:00;153;90;179;106;11;2;2
2020-02-11 13:15:00;143;98;159;89;4;5;3
2020-02-11 13:30:00;158;118;183;105;12;2;2
2020-02-11 13:45:00;146;104;160;79;5;4;4
2020-02-11 14:00:00;168;106;164;98;9;4;2
2020-02-11 14:15:00;161;115;147;93;9;1;6
2020-02-11 14:30:00;166;144;161;96;12;3;4
2020-02-11 14:45:00;182;137;154;96;8;4;4
2020-02-11 15:00:00;187;136;164;108;13;6;3
2020-02-11 15:15:00;202;138;156;87;8;5;2
2020-02-11 15:30:00;195;147;161;85;10;1;4
2020-02-11 15:45:00;199;146;181;102;16;10;2
2020-02-11 16:00:00;215;163;185;108;17;9;7
2020-02-11 16:15:00;189;181;191;116;12;4;3
2020-02-11 16:30:00;193;211;203;99;28;4;5
2020-02-11 16:45:00;215;213;172;95;31;6;5
2020-02-11 17:00:00;241;186;204;107;35;8;7
2020-02-11 17:15:00;202;196;198;104;22;2;10
2020-02-11 17:30:00;207;162;201;109;29;7;10
2020-02-11 17:45:00;209;172;160;103;9;5;6
2020-02-11 18:00:00;224;138;194;103;8;8;2
2020-02-11 18:15:00;191;162;167;85;8;8;5
2020-02-11 18:30:00;165;119;165;86;9;8;7
2020-02-11 18:45:00;181;117;144;82;6;2;1
2020-02-11 19:00:00;150;93;134;50;4;2;2
2020-02-11 19:15:00;125;76;131;59;3;1;3
2020-02-11 19:30:00;94;73;115;42;2;3;1
2020-02-11 19:45:00;102;85;115;50;2;1;1
2020-02-11 20:00:00;95;72;118;44;5;1;2
2020-02-11 20:15:00;94;84;114;57;5;2;1
2020-02-11 20:30:00;76;50;95;47;2;1;1
2020-02-11 20:45:00;75;38;96;33;1;0;3
2020-02-11 21:00:00;68;38;94;52;1;0;1
2020-02-11 21:15:00;64;38;101;49;3;1;1
2020-02-11 21:30:00;64;30;77;27;4;0;1
2020-02-11 21:45:00;89;50;75;22;7;0;1
2020-02-11 22:00:00;69;59;57;30;4;3;1
2020-02-11 22:15:00;55;48;67;50;5;2;0
2020-02-11 22:30:00;37;32;48;28;1;0;0
2020-02-11 22:45:00;45;20;49;11;2;0;1
2020-02-11 23:00:00;30;12;39;6;1;2;4
2020-02-11 23:15:00;36;11;33;5;4;1;1
2020-02-11 23:30:00;13;15;22;9;5;1;4
