DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2019-08-08 00:00:00;7;9;13;4;0;0
2019-08-08 00:15:00;8;8;16;12;0;0
2019-08-08 00:30:00;12;5;14;12;0;0
2019-08-08 00:45:00;11;11;20;11;0;0
2019-08-08 01:00:00;12;5;9;3;0;0
2019-08-08 01:15:00;15;11;10;5;0;0
2019-08-08 01:30:00;10;3;5;8;0;0
2019-08-08 01:45:00;5;4;6;6;0;0
2019-08-08 02:00:00;7;7;12;6;0;0
2019-08-08 02:15:00;11;10;12;8;0;0
2019-08-08 02:30:00;11;8;8;5;0;0
2019-08-08 02:45:00;9;8;6;3;0;0
2019-08-08 03:00:00;6;6;8;7;0;0
2019-08-08 03:15:00;7;6;8;7;0;0
2019-08-08 03:30:00;7;4;10;6;0;0
2019-08-08 03:45:00;5;4;13;9;0;0
2019-08-08 04:00:00;17;12;7;3;0;0
2019-08-08 04:15:00;12;12;5;3;0;0
2019-08-08 04:30:00;22;18;33;11;0;0
2019-08-08 04:45:00;13;12;40;18;0;0
2019-08-08 05:00:00;27;24;84;46;0;0
2019-08-08 05:15:00;32;27;118;98;0;0
2019-08-08 05:30:00;59;62;112;118;0;0
2019-08-08 05:45:00;93;113;109;135;0;0
2019-08-08 06:00:00;89;136;101;110;0;0
2019-08-08 06:15:00;86;99;154;199;1;0
2019-08-08 06:30:00;72;71;113;152;0;1
2019-08-08 06:45:00;68;73;145;153;0;0
2019-08-08 07:00:00;51;91;162;148;5;0
2019-08-08 07:15:00;69;60;146;145;2;0
2019-08-08 07:30:00;75;100;155;168;4;0
2019-08-08 07:45:00;60;94;162;176;2;0
2019-08-08 08:00:00;83;80;131;144;1;0
2019-08-08 08:15:00;72;71;121;128;7;1
2019-08-08 08:30:00;72;82;122;145;4;0
2019-08-08 08:45:00;72;88;121;125;0;0
2019-08-08 09:00:00;85;91;90;122;21;0
2019-08-08 09:15:00;76;96;93;107;12;0
2019-08-08 09:30:00;79;92;116;99;1;0
2019-08-08 09:45:00;87;97;89;131;9;0
2019-08-08 10:00:00;97;109;97;113;1;0
2019-08-08 10:15:00;84;92;97;103;22;15
2019-08-08 10:30:00;90;100;90;102;6;0
2019-08-08 10:45:00;117;105;105;105;10;0
2019-08-08 11:00:00;107;92;90;85;13;2
2019-08-08 11:15:00;105;111;99;99;8;1
2019-08-08 11:30:00;106;119;111;106;19;1
2019-08-08 11:45:00;103;143;102;87;19;0
2019-08-08 12:00:00;118;149;91;91;8;0
2019-08-08 12:15:00;101;115;96;83;4;0
2019-08-08 12:30:00;118;123;102;100;25;0
2019-08-08 12:45:00;110;112;110;91;10;0
2019-08-08 13:00:00;124;153;119;153;53;0
2019-08-08 13:15:00;105;123;158;158;76;0
2019-08-08 13:30:00;98;118;153;155;31;3
2019-08-08 13:45:00;118;129;150;132;15;0
2019-08-08 14:00:00;141;185;143;108;3;1
2019-08-08 14:15:00;169;199;84;76;9;0
2019-08-08 14:30:00;184;230;107;99;25;0
2019-08-08 14:45:00;142;208;98;71;1;0
2019-08-08 15:00:00;168;212;112;93;70;0
2019-08-08 15:15:00;158;183;81;83;7;0
2019-08-08 15:30:00;181;210;90;90;28;0
2019-08-08 15:45:00;136;185;98;99;20;9
2019-08-08 16:00:00;161;218;94;88;13;5
2019-08-08 16:15:00;183;222;114;118;32;0
2019-08-08 16:30:00;144;194;106;84;9;0
2019-08-08 16:45:00;189;236;123;103;37;0
2019-08-08 17:00:00;151;197;110;92;7;0
2019-08-08 17:15:00;164;199;110;115;33;0
2019-08-08 17:30:00;130;167;104;81;19;4
2019-08-08 17:45:00;126;170;87;80;6;0
2019-08-08 18:00:00;106;142;103;92;19;0
2019-08-08 18:15:00;117;147;90;82;16;0
2019-08-08 18:30:00;101;112;75;76;18;0
2019-08-08 18:45:00;87;84;88;78;3;0
2019-08-08 19:00:00;101;100;100;82;23;0
2019-08-08 19:15:00;79;77;89;70;25;0
2019-08-08 19:30:00;86;86;61;42;1;0
2019-08-08 19:45:00;68;73;60;41;0;0
2019-08-08 20:00:00;63;83;57;42;9;0
2019-08-08 20:15:00;65;81;68;56;65;0
2019-08-08 20:30:00;63;49;66;52;12;0
2019-08-08 20:45:00;49;60;53;32;13;6
2019-08-08 21:00:00;56;57;124;100;49;0
2019-08-08 21:15:00;51;56;79;80;3;0
2019-08-08 21:30:00;70;70;67;44;7;8
2019-08-08 21:45:00;81;125;40;34;5;0
2019-08-08 22:00:00;110;125;47;26;0;0
2019-08-08 22:15:00;53;47;47;37;2;0
2019-08-08 22:30:00;41;32;37;29;0;0
2019-08-08 22:45:00;39;32;28;20;0;0
2019-08-08 23:00:00;26;30;18;11;0;0
2019-08-08 23:15:00;23;20;23;14;0;0
2019-08-08 23:30:00;22;18;22;13;0;0
2019-08-08 23:45:00;17;16;23;13;0;0
