DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-07-16 00:00:00;0;2;0;1;6;6;5;4;7;2;0;0;0
2020-07-16 00:15:00;3;1;0;1;8;6;4;2;2;0;0;0;1
2020-07-16 00:30:00;1;0;0;0;9;10;4;1;4;0;0;0;0
2020-07-16 00:45:00;5;1;0;0;3;2;4;6;2;0;0;0;0
2020-07-16 01:00:00;8;4;0;0;1;2;2;1;4;1;0;0;0
2020-07-16 01:15:00;1;0;0;0;2;5;5;2;0;0;0;0;0
2020-07-16 01:30:00;1;0;0;0;2;1;1;0;0;0;0;0;0
2020-07-16 01:45:00;4;1;0;0;3;4;2;1;1;0;0;0;0
2020-07-16 02:00:00;1;1;0;0;0;3;3;1;2;0;0;0;0
2020-07-16 02:15:00;1;0;0;0;1;1;2;1;0;0;0;0;0
2020-07-16 02:30:00;0;0;0;0;4;5;0;1;2;1;0;0;0
2020-07-16 02:45:00;7;1;0;0;1;1;0;0;1;0;0;0;0
2020-07-16 03:00:00;2;1;0;0;2;3;1;1;1;1;0;0;0
2020-07-16 03:15:00;1;0;0;0;4;3;1;1;1;1;0;0;0
2020-07-16 03:30:00;2;1;0;0;2;3;3;1;2;0;1;0;0
2020-07-16 03:45:00;1;0;0;0;1;2;1;3;0;0;0;0;0
2020-07-16 04:00:00;0;0;0;1;1;2;1;0;0;1;2;0;0
2020-07-16 04:15:00;0;0;0;0;6;7;1;1;1;1;0;0;0
2020-07-16 04:30:00;4;2;1;1;7;5;2;2;6;2;0;0;1
2020-07-16 04:45:00;3;1;1;0;9;10;8;4;4;0;0;0;0
2020-07-16 05:00:00;6;5;1;0;15;12;23;15;2;4;3;0;0
2020-07-16 05:15:00;5;2;0;0;9;12;37;36;4;1;1;0;0
2020-07-16 05:30:00;11;4;0;0;26;28;60;39;14;11;1;0;0
2020-07-16 05:45:00;8;9;2;0;33;32;49;33;23;7;5;1;0
2020-07-16 06:00:00;11;11;2;0;51;53;37;31;27;8;1;1;1
2020-07-16 06:15:00;21;12;0;1;44;30;50;51;32;18;6;2;2
2020-07-16 06:30:00;12;12;3;1;45;46;66;71;38;11;2;2;1
2020-07-16 06:45:00;14;15;2;6;43;34;74;69;50;28;5;9;0
2020-07-16 07:00:00;28;21;1;6;46;45;70;66;53;29;2;3;3
2020-07-16 07:15:00;18;11;0;6;57;47;77;57;74;42;6;3;2
2020-07-16 07:30:00;27;21;0;0;53;62;82;48;99;53;7;1;2
2020-07-16 07:45:00;34;24;0;6;87;72;79;65;73;42;5;0;1
2020-07-16 08:00:00;24;21;1;8;65;72;66;39;67;39;5;2;0
2020-07-16 08:15:00;27;15;3;4;59;54;57;46;68;31;6;1;2
2020-07-16 08:30:00;23;17;3;6;66;58;57;28;69;28;7;3;1
2020-07-16 08:45:00;28;17;0;2;38;51;61;32;52;26;2;3;0
2020-07-16 09:00:00;26;14;0;3;53;56;43;12;55;18;140;1;0
2020-07-16 09:15:00;25;12;3;4;48;46;69;33;63;31;7;2;2
2020-07-16 09:30:00;28;23;1;2;60;53;54;34;61;25;7;2;1
2020-07-16 09:45:00;35;15;1;2;54;51;58;23;70;21;5;0;1
2020-07-16 10:00:00;45;31;1;6;55;44;52;19;48;20;7;1;0
2020-07-16 10:15:00;36;26;4;0;56;41;58;21;54;20;6;0;2
2020-07-16 10:30:00;40;24;0;4;50;48;55;28;62;19;7;0;3
2020-07-16 10:45:00;46;30;0;2;57;44;64;23;56;25;4;1;0
2020-07-16 11:00:00;42;20;2;6;55;47;68;26;50;13;4;1;2
2020-07-16 11:15:00;35;38;0;4;71;59;69;37;45;25;2;2;1
2020-07-16 11:30:00;47;32;0;1;67;50;79;35;42;27;9;2;1
2020-07-16 11:45:00;48;41;6;3;69;58;63;19;51;18;4;1;2
2020-07-16 12:00:00;50;38;1;1;60;69;52;22;44;19;7;1;2
2020-07-16 12:15:00;38;28;1;2;59;55;58;28;39;15;5;2;3
2020-07-16 12:30:00;44;31;3;6;69;60;75;30;53;27;4;1;2
2020-07-16 12:45:00;55;35;1;3;55;60;47;29;61;14;11;0;4
