DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-02-23 00:00:00;21;18;1;0;25;24;0;25;25;0;0
2020-02-23 00:15:00;12;18;0;0;19;15;2;17;19;0;0
2020-02-23 00:30:00;16;24;1;0;22;14;0;20;18;0;0
2020-02-23 00:45:00;11;18;0;1;23;11;2;22;11;0;0
2020-02-23 01:00:00;12;19;0;0;15;12;0;15;13;0;0
2020-02-23 01:15:00;22;19;0;0;16;10;0;12;10;0;0
2020-02-23 01:30:00;11;14;2;0;11;8;0;12;10;0;0
2020-02-23 01:45:00;13;16;0;0;9;3;0;7;3;0;0
2020-02-23 02:00:00;11;8;0;0;9;13;0;11;11;0;0
2020-02-23 02:15:00;8;8;2;1;5;8;0;6;9;0;0
2020-02-23 02:30:00;11;9;0;0;16;6;0;15;8;0;0
2020-02-23 02:45:00;10;7;0;0;15;5;0;13;10;0;0
2020-02-23 03:00:00;10;11;1;0;11;13;1;12;13;0;0
2020-02-23 03:15:00;8;11;0;0;15;7;0;15;10;0;0
2020-02-23 03:30:00;5;5;0;0;6;6;0;6;6;0;0
2020-02-23 03:45:00;1;5;0;0;11;2;0;12;4;0;0
2020-02-23 04:00:00;6;8;0;0;16;4;0;14;5;0;0
2020-02-23 04:15:00;2;6;1;0;8;0;0;7;2;0;0
2020-02-23 04:30:00;5;7;0;0;7;5;0;5;7;0;0
2020-02-23 04:45:00;3;7;0;0;5;3;0;4;2;0;0
2020-02-23 05:00:00;11;12;0;1;14;7;0;14;7;0;0
2020-02-23 05:15:00;6;5;1;0;10;5;0;10;7;0;0
2020-02-23 05:30:00;8;4;1;2;18;8;0;19;9;0;0
2020-02-23 05:45:00;8;6;0;0;12;6;0;11;8;0;0
2020-02-23 06:00:00;8;10;2;2;13;7;0;11;7;0;0
2020-02-23 06:15:00;11;10;2;1;8;4;0;6;4;0;0
2020-02-23 06:30:00;7;6;0;0;11;9;0;9;11;0;0
2020-02-23 06:45:00;12;13;1;0;12;8;1;11;7;0;0
2020-02-23 07:00:00;16;15;1;0;11;4;0;11;5;0;0
2020-02-23 07:15:00;7;10;2;1;14;1;0;15;3;0;0
2020-02-23 07:30:00;10;11;1;2;19;12;2;19;11;0;0
2020-02-23 07:45:00;8;16;2;0;17;3;0;17;5;0;0
2020-02-23 08:00:00;14;23;0;3;27;13;1;26;13;0;0
2020-02-23 08:15:00;24;29;2;0;12;5;1;18;8;0;0
2020-02-23 08:30:00;29;28;1;0;38;17;1;35;19;0;0
2020-02-23 08:45:00;41;37;2;1;35;21;0;33;19;0;0
2020-02-23 09:00:00;53;52;8;0;46;26;1;47;28;0;0
2020-02-23 09:15:00;46;45;3;0;42;24;0;38;28;0;0
2020-02-23 09:30:00;60;50;4;1;66;35;3;67;35;0;2
2020-02-23 09:45:00;66;62;2;0;53;40;2;53;51;1;0
2020-02-23 10:00:00;60;58;4;0;55;43;4;56;39;0;0
2020-02-23 10:15:00;56;55;6;0;55;35;2;56;40;4;8
2020-02-23 10:30:00;73;66;3;0;59;49;2;59;51;0;9
2020-02-23 10:45:00;69;78;6;1;53;56;3;51;58;3;6
2020-02-23 11:00:00;59;85;4;0;59;42;0;61;43;0;0
2020-02-23 11:15:00;69;68;3;0;50;43;2;47;46;2;0
2020-02-23 11:30:00;65;86;5;0;55;35;2;51;32;2;0
2020-02-23 11:45:00;56;74;6;0;65;51;1;67;46;2;0
2020-02-23 12:00:00;56;66;4;0;59;43;3;62;44;2;6
2020-02-23 12:15:00;53;76;7;0;54;56;3;54;58;2;1
2020-02-23 12:30:00;47;65;6;2;52;41;1;50;40;2;1
2020-02-23 12:45:00;57;63;3;1;55;46;2;49;50;1;1
2020-02-23 13:00:00;54;66;7;2;49;49;0;54;45;0;5
2020-02-23 13:15:00;60;72;5;0;56;46;1;53;42;1;3
2020-02-23 13:30:00;58;74;12;0;55;49;4;56;54;2;0
2020-02-23 13:45:00;65;82;7;0;67;57;5;65;58;1;4
2020-02-23 14:00:00;57;69;5;2;81;53;1;84;59;1;0
2020-02-23 14:15:00;54;60;8;1;81;61;2;86;64;2;3
2020-02-23 14:30:00;45;56;2;6;93;88;4;96;75;3;2
2020-02-23 14:45:00;56;67;8;2;85;61;4;92;65;1;1
2020-02-23 15:00:00;43;47;5;2;74;75;7;70;68;2;0
2020-02-23 15:15:00;64;56;5;2;65;54;3;64;57;4;1
2020-02-23 15:30:00;50;55;6;0;67;59;1;68;56;1;5
2020-02-23 15:45:00;43;56;5;4;82;77;4;81;74;4;6
2020-02-23 16:00:00;58;60;8;1;65;65;4;65;68;5;0
2020-02-23 16:15:00;37;59;10;1;71;60;0;69;55;2;6
2020-02-23 16:30:00;47;60;7;3;69;62;3;70;57;1;37
2020-02-23 16:45:00;54;52;6;1;76;69;3;80;73;3;3
2020-02-23 17:00:00;64;62;4;1;80;78;3;76;86;1;9
