DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-08-31 00:00:00;15;5;10;1;1;0;0;0;0
2020-08-31 00:15:00;10;7;18;0;0;0;0;0;0
2020-08-31 00:30:00;12;8;18;3;3;0;0;0;0
2020-08-31 00:45:00;7;7;8;0;0;0;0;0;0
2020-08-31 01:00:00;4;3;14;0;0;0;0;0;0
2020-08-31 01:15:00;5;2;9;0;0;0;0;0;0
2020-08-31 01:30:00;8;4;13;1;1;0;0;0;0
2020-08-31 01:45:00;4;2;4;0;0;0;0;0;0
2020-08-31 02:00:00;7;3;4;0;0;0;0;0;0
2020-08-31 02:15:00;4;3;3;0;0;0;0;0;0
2020-08-31 02:30:00;7;7;4;0;0;0;0;0;0
2020-08-31 02:45:00;2;2;6;0;0;0;0;0;0
2020-08-31 03:00:00;11;6;4;1;1;0;0;0;0
2020-08-31 03:15:00;8;6;8;0;0;0;0;0;0
2020-08-31 03:30:00;4;2;6;0;0;0;0;0;0
2020-08-31 03:45:00;4;1;5;0;0;0;0;0;0
2020-08-31 04:00:00;12;7;15;0;0;0;0;0;0
2020-08-31 04:15:00;14;4;18;0;0;0;0;0;0
2020-08-31 04:30:00;14;6;19;0;0;0;0;0;0
2020-08-31 04:45:00;16;8;30;0;0;0;0;0;0
2020-08-31 05:00:00;31;10;102;0;0;0;0;0;0
2020-08-31 05:15:00;40;15;107;2;2;0;0;0;0
2020-08-31 05:30:00;57;15;109;1;1;0;0;0;0
2020-08-31 05:45:00;50;17;91;0;0;0;0;0;0
2020-08-31 06:00:00;58;21;103;1;1;0;0;0;0
2020-08-31 06:15:00;70;25;125;2;1;2;0;0;0
2020-08-31 06:30:00;87;34;161;1;1;1;0;0;0
2020-08-31 06:45:00;69;39;152;1;1;0;0;0;0
2020-08-31 07:00:00;63;30;155;1;1;0;0;0;0
2020-08-31 07:15:00;96;46;192;1;1;0;0;0;0
2020-08-31 07:30:00;88;53;212;1;1;2;0;0;0
2020-08-31 07:45:00;90;53;196;3;3;1;0;0;0
2020-08-31 08:00:00;84;37;172;0;0;0;0;0;0
2020-08-31 08:15:00;73;45;180;2;2;1;0;0;0
2020-08-31 08:30:00;91;47;189;1;1;1;0;0;0
2020-08-31 08:45:00;106;58;182;1;1;5;0;0;0
2020-08-31 09:00:00;101;54;169;2;2;1;0;0;0
2020-08-31 09:15:00;104;54;173;1;1;0;0;0;0
2020-08-31 09:30:00;104;42;206;1;1;1;0;0;0
2020-08-31 09:45:00;121;58;240;1;1;0;0;0;0
2020-08-31 10:00:00;130;59;180;1;1;0;0;0;0
2020-08-31 10:15:00;116;72;224;1;1;2;0;0;0
2020-08-31 10:30:00;134;78;210;1;1;1;0;0;0
2020-08-31 10:45:00;148;81;223;2;2;1;0;0;0
2020-08-31 11:00:00;120;85;196;3;3;3;0;0;0
2020-08-31 11:15:00;162;75;197;2;2;2;0;0;0
2020-08-31 11:30:00;135;61;181;1;1;4;0;0;0
2020-08-31 11:45:00;117;67;180;2;2;1;0;0;0
2020-08-31 12:00:00;140;57;177;3;2;2;0;0;0
2020-08-31 12:15:00;131;62;214;0;0;0;0;0;0
2020-08-31 12:30:00;147;76;190;1;1;0;0;0;0
2020-08-31 12:45:00;148;79;191;1;1;1;0;0;0
2020-08-31 13:00:00;139;70;199;5;5;2;0;0;0
2020-08-31 13:15:00;147;49;218;2;1;2;0;0;0
2020-08-31 13:30:00;147;68;258;1;1;1;0;0;0
2020-08-31 13:45:00;152;68;217;2;2;0;0;0;0
2020-08-31 14:00:00;137;47;191;1;1;0;0;0;0
2020-08-31 14:15:00;148;58;211;2;2;3;0;0;0
2020-08-31 14:30:00;172;56;204;4;5;2;0;0;0
2020-08-31 14:45:00;175;68;241;3;3;5;0;0;0
2020-08-31 15:00:00;179;76;195;3;2;3;0;0;0
2020-08-31 15:15:00;195;72;222;1;1;0;0;0;0
2020-08-31 15:30:00;177;79;212;1;2;1;0;0;0
2020-08-31 15:45:00;160;74;192;1;1;1;0;0;0
2020-08-31 16:00:00;167;86;194;1;1;0;0;0;0
2020-08-31 16:15:00;179;72;244;2;3;0;0;0;0
2020-08-31 16:30:00;187;66;231;1;1;1;0;0;0
2020-08-31 16:45:00;177;78;254;2;2;2;0;0;0
2020-08-31 17:00:00;194;84;222;3;3;3;0;0;0
2020-08-31 17:15:00;162;66;248;1;1;2;0;0;0
2020-08-31 17:30:00;196;62;229;1;1;0;0;0;0
2020-08-31 17:45:00;161;57;228;2;1;2;0;0;0
2020-08-31 18:00:00;177;70;179;2;2;0;0;0;0
2020-08-31 18:15:00;161;71;198;2;2;3;0;0;0
2020-08-31 18:30:00;157;58;182;2;2;1;0;0;0
2020-08-31 18:45:00;113;58;151;1;1;0;0;0;0
2020-08-31 19:00:00;119;59;137;0;0;0;0;0;0
2020-08-31 19:15:00;94;27;132;0;0;1;0;0;0
