DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-02-13 00:00:00;9;3;3;2;5;6;6;1;4;0;3;2;3
2020-02-13 00:15:00;14;7;4;2;3;19;19;2;4;3;5;2;4
2020-02-13 00:30:00;9;2;1;8;5;7;6;6;5;8;3;0;1
2020-02-13 00:45:00;5;2;3;2;2;8;9;5;5;7;4;3;3
2020-02-13 01:00:00;6;1;1;1;1;3;4;2;2;3;3;1;1
2020-02-13 01:15:00;8;3;0;0;1;5;3;2;0;4;4;2;0
2020-02-13 01:30:00;4;3;2;1;0;8;1;1;0;3;2;1;2
2020-02-13 01:45:00;3;1;0;3;2;10;1;0;1;0;1;0;0
2020-02-13 02:00:00;6;1;0;0;1;5;3;1;2;2;1;0;0
2020-02-13 02:15:00;4;3;0;3;2;9;5;1;0;0;2;1;0
2020-02-13 02:30:00;3;0;0;0;3;7;4;1;1;1;1;0;0
2020-02-13 02:45:00;6;4;0;1;1;12;7;4;0;4;1;0;0
2020-02-13 03:00:00;8;0;0;1;1;7;10;2;2;2;3;1;0
2020-02-13 03:15:00;8;1;0;1;4;3;4;1;0;1;1;0;0
2020-02-13 03:30:00;8;0;3;1;0;14;13;3;2;2;1;0;3
2020-02-13 03:45:00;3;0;0;2;3;11;10;0;2;1;2;0;0
2020-02-13 04:00:00;11;1;0;1;7;9;7;2;3;1;1;0;0
2020-02-13 04:15:00;9;2;2;3;2;15;16;3;4;2;3;0;2
2020-02-13 04:30:00;12;4;1;3;7;26;29;8;1;3;4;1;1
2020-02-13 04:45:00;13;6;1;6;9;30;15;9;4;5;4;1;1
2020-02-13 05:00:00;25;14;1;7;11;20;17;5;4;3;3;2;1
2020-02-13 05:15:00;27;15;4;8;14;31;39;15;8;1;3;2;4
2020-02-13 05:30:00;29;24;8;23;33;46;55;17;5;3;4;2;8
2020-02-13 05:45:00;43;35;8;28;35;58;60;22;11;10;4;1;8
2020-02-13 06:00:00;42;36;5;21;24;59;73;18;12;5;7;3;4
2020-02-13 06:15:00;48;39;6;34;40;62;77;37;21;7;8;0;7
2020-02-13 06:30:00;51;50;15;51;50;73;88;42;29;11;10;5;13
2020-02-13 06:45:00;51;45;18;88;56;102;104;76;67;23;16;3;13
2020-02-13 07:00:00;62;60;25;72;57;85;93;71;66;30;13;3;23
2020-02-13 07:15:00;74;84;18;69;54;102;105;82;61;42;30;10;17
2020-02-13 07:30:00;70;67;21;91;63;110;113;76;61;36;26;14;19
2020-02-13 07:45:00;67;55;23;112;64;120;131;112;93;42;30;11;13
2020-02-13 08:00:00;52;55;19;106;55;95;131;97;85;35;37;12;21
2020-02-13 08:15:00;59;57;19;90;42;112;132;93;87;44;31;13;18
2020-02-13 08:30:00;69;59;18;102;46;104;117;97;69;43;36;19;16
2020-02-13 08:45:00;59;59;13;88;43;103;120;104;93;54;41;16;11
2020-02-13 09:00:00;63;33;14;69;33;64;85;64;57;43;42;17;12
2020-02-13 09:15:00;74;38;12;59;35;98;113;77;49;56;40;19;13
2020-02-13 09:30:00;77;52;10;69;38;99;84;74;58;58;52;20;11
2020-02-13 09:45:00;70;61;14;63;42;84;74;71;57;63;53;23;14
2020-02-13 10:00:00;67;56;18;56;33;82;82;60;48;59;48;22;19
2020-02-13 10:15:00;68;62;17;64;30;72;81;64;44;65;76;25;17
2020-02-13 10:30:00;67;50;24;68;30;90;75;66;49;68;67;24;19
2020-02-13 10:45:00;66;53;23;74;32;96;82;66;38;62;46;21;20
2020-02-13 11:00:00;63;57;18;71;34;81;85;62;45;73;62;30;17
2020-02-13 11:15:00;70;53;21;70;40;86;75;60;49;76;63;24;15
2020-02-13 11:30:00;85;56;21;80;33;81;93;64;51;104;79;34;18
2020-02-13 11:45:00;74;60;16;69;37;73;71;63;63;94;56;21;17
2020-02-13 12:00:00;89;67;21;79;32;90;95;67;56;83;65;31;22
2020-02-13 12:15:00;78;69;20;72;35;67;87;64;40;98;75;33;19
2020-02-13 12:30:00;75;48;21;48;37;80;93;62;41;86;77;43;21
2020-02-13 12:45:00;67;54;22;77;41;77;80;58;39;97;74;26;19
2020-02-13 13:00:00;75;51;23;46;35;76;91;60;40;99;66;29;20
2020-02-13 13:15:00;73;67;19;73;46;91;92;57;48;96;65;25;17
2020-02-13 13:30:00;80;66;23;67;46;94;83;65;46;83;68;23;20
2020-02-13 13:45:00;74;68;15;64;40;72;83;58;36;85;66;21;15
2020-02-13 14:00:00;75;73;19;64;37;81;78;60;44;87;80;31;19
