DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-05-25 00:00:00;12;5;0;1;0;0;10;8;5;0;1;0
2020-05-25 00:15:00;14;6;2;3;0;0;15;14;11;3;3;1
2020-05-25 00:30:00;14;5;1;3;0;0;12;12;6;0;2;0
2020-05-25 00:45:00;10;9;0;0;0;0;11;5;10;0;0;0
2020-05-25 01:00:00;11;7;1;0;0;0;13;13;15;1;0;0
2020-05-25 01:15:00;9;3;1;0;0;0;10;4;5;1;1;0
2020-05-25 01:30:00;12;8;2;2;0;0;13;6;9;3;0;1
2020-05-25 01:45:00;11;7;1;0;0;0;10;7;4;0;0;0
2020-05-25 02:00:00;6;4;2;3;0;0;7;6;8;0;0;0
2020-05-25 02:15:00;8;6;0;0;0;0;8;5;4;1;0;0
2020-05-25 02:30:00;7;4;0;0;0;0;8;2;11;0;0;1
2020-05-25 02:45:00;8;3;0;1;0;0;8;2;4;1;0;0
2020-05-25 03:00:00;8;4;0;0;0;0;9;3;2;0;0;0
2020-05-25 03:15:00;2;0;0;0;0;0;2;5;7;0;0;0
2020-05-25 03:30:00;11;4;0;1;0;0;12;6;6;0;0;0
2020-05-25 03:45:00;11;5;0;0;0;0;11;4;9;0;0;0
2020-05-25 04:00:00;7;3;0;0;0;0;10;5;6;0;0;0
2020-05-25 04:15:00;26;8;1;2;0;0;25;9;12;0;0;1
2020-05-25 04:30:00;22;10;0;1;0;0;21;7;11;0;0;1
2020-05-25 04:45:00;26;5;2;0;0;0;26;20;18;0;0;0
2020-05-25 05:00:00;49;15;0;3;0;0;53;33;34;1;0;1
2020-05-25 05:15:00;60;17;2;2;0;0;57;62;62;0;0;6
2020-05-25 05:30:00;92;19;4;3;0;0;93;80;86;0;0;4
2020-05-25 05:45:00;62;10;6;9;0;0;67;70;79;0;0;5
2020-05-25 06:00:00;73;16;2;8;0;0;73;59;77;0;0;4
2020-05-25 06:15:00;109;25;5;11;0;0;114;87;110;0;0;5
2020-05-25 06:30:00;150;21;8;8;0;0;164;119;155;1;0;10
2020-05-25 06:45:00;143;26;6;12;0;0;153;113;148;0;0;12
2020-05-25 07:00:00;153;33;9;14;0;0;173;102;135;2;1;6
2020-05-25 07:15:00;161;25;12;10;0;0;181;113;163;2;1;11
2020-05-25 07:30:00;183;43;22;42;0;0;211;128;179;5;1;6
2020-05-25 07:45:00;207;49;9;42;0;0;247;106;177;3;2;12
2020-05-25 08:00:00;163;35;24;29;2;2;189;104;114;3;0;14
2020-05-25 08:15:00;145;38;23;26;1;1;165;82;131;4;2;7
2020-05-25 08:30:00;152;32;18;30;0;0;175;85;134;2;1;8
2020-05-25 08:45:00;190;30;26;29;0;0;205;110;137;2;1;13
2020-05-25 09:00:00;148;30;20;24;0;0;159;107;134;6;1;4
2020-05-25 09:15:00;167;35;21;29;0;0;188;86;129;2;0;8
2020-05-25 09:30:00;171;27;30;25;0;0;182;95;137;5;4;2
2020-05-25 09:45:00;201;28;25;35;0;0;215;89;124;2;3;11
2020-05-25 10:00:00;175;35;36;40;3;5;198;120;146;1;1;4
2020-05-25 10:15:00;232;33;21;43;3;8;246;97;123;2;2;3
2020-05-25 10:30:00;197;32;24;43;2;12;213;98;125;3;1;5
2020-05-25 10:45:00;233;33;38;38;1;24;260;119;148;0;0;4
2020-05-25 11:00:00;187;35;30;47;1;4;217;96;136;2;3;6
2020-05-25 11:15:00;185;36;31;59;0;15;201;79;114;3;1;14
2020-05-25 11:30:00;224;43;30;50;0;14;246;83;110;4;1;4
2020-05-25 11:45:00;242;35;33;52;0;21;256;92;116;0;1;5
2020-05-25 12:00:00;239;32;35;63;0;5;264;94;130;0;2;2
2020-05-25 12:15:00;217;41;31;51;0;7;237;100;126;1;2;8
2020-05-25 12:30:00;233;33;33;55;0;0;243;100;130;1;3;13
2020-05-25 12:45:00;219;37;34;65;1;7;232;109;130;1;3;4
2020-05-25 13:00:00;215;35;32;74;1;4;238;106;138;2;1;6
2020-05-25 13:15:00;238;36;26;67;0;3;256;103;140;1;0;8
2020-05-25 13:30:00;239;32;37;35;0;3;252;137;149;0;0;9
2020-05-25 13:45:00;239;40;30;51;0;3;262;128;153;4;2;10
2020-05-25 14:00:00;253;30;17;46;0;0;259;94;133;1;1;6
2020-05-25 14:15:00;257;29;39;58;0;2;272;112;125;3;2;6
2020-05-25 14:30:00;293;27;30;54;0;6;295;120;143;1;3;11
2020-05-25 14:45:00;296;29;27;43;0;3;309;108;154;1;1;17
2020-05-25 15:00:00;269;30;31;65;0;0;280;99;137;0;0;11
2020-05-25 15:15:00;281;23;30;63;1;5;294;111;162;1;4;10
2020-05-25 15:30:00;269;27;30;58;0;6;279;102;130;3;4;8
2020-05-25 15:45:00;279;22;35;53;0;0;281;118;148;4;8;17
2020-05-25 16:00:00;262;30;44;80;0;0;262;117;148;3;2;16
2020-05-25 16:15:00;258;20;30;70;0;0;266;114;138;4;1;12
2020-05-25 16:30:00;265;16;22;73;0;0;230;106;124;2;2;8
2020-05-25 16:45:00;275;24;37;92;0;0;280;114;133;3;3;13
2020-05-25 17:00:00;275;16;42;71;0;0;270;157;147;2;2;14
2020-05-25 17:15:00;254;23;40;77;0;0;235;121;137;3;5;13
2020-05-25 17:30:00;290;33;32;55;0;0;230;110;156;1;0;12
2020-05-25 17:45:00;269;34;30;67;0;0;248;110;139;2;5;13
2020-05-25 18:00:00;227;31;36;61;0;1;223;92;121;3;5;13
2020-05-25 18:15:00;240;38;25;49;0;1;223;99;114;1;4;14
2020-05-25 18:30:00;202;48;20;48;0;0;170;75;102;1;3;6
2020-05-25 18:45:00;183;37;28;33;0;0;165;82;105;2;1;8
2020-05-25 19:00:00;161;38;15;45;0;1;143;66;89;1;2;9
2020-05-25 19:15:00;158;31;17;36;0;0;128;58;84;0;4;10
2020-05-25 19:30:00;135;39;14;34;0;1;119;63;72;1;1;8
2020-05-25 19:45:00;151;27;16;32;0;0;121;56;72;1;2;1
2020-05-25 20:00:00;143;24;14;18;0;0;123;55;63;0;3;3
2020-05-25 20:15:00;118;23;7;25;0;0;99;52;56;0;1;4
2020-05-25 20:30:00;106;32;15;30;0;0;69;48;60;1;1;6
2020-05-25 20:45:00;94;20;10;18;0;1;90;36;49;0;4;2
2020-05-25 21:00:00;69;18;5;11;0;19;69;44;68;0;2;5
2020-05-25 21:15:00;77;21;4;12;0;49;79;47;56;1;1;3
2020-05-25 21:30:00;67;21;7;6;0;30;67;44;30;0;1;4
2020-05-25 21:45:00;87;21;4;11;0;41;90;26;38;0;0;2
2020-05-25 22:00:00;148;27;4;13;0;27;149;21;23;0;0;5
2020-05-25 22:15:00;98;19;8;14;1;24;99;28;23;0;0;3
2020-05-25 22:30:00;57;18;2;12;0;29;57;24;25;0;0;0
2020-05-25 22:45:00;49;12;2;8;0;25;49;22;20;1;1;0
2020-05-25 23:00:00;34;11;5;6;0;22;37;19;19;0;0;1
2020-05-25 23:15:00;26;10;2;5;0;24;27;19;24;1;0;1
2020-05-25 23:30:00;21;3;2;3;0;15;20;11;13;0;0;4
2020-05-25 23:45:00;27;18;2;5;0;8;26;8;12;0;1;1
