DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2019-12-05 00:00:00;12;1;4;3;13;0;2;5;0;0;1;0;0;0;0
2019-12-05 00:15:00;10;1;1;2;8;1;4;4;0;0;0;0;0;0;0
2019-12-05 00:30:00;8;0;2;8;17;1;2;7;0;0;0;0;0;0;0
2019-12-05 00:45:00;3;4;3;4;10;0;3;5;0;0;0;0;0;0;0
2019-12-05 01:00:00;5;1;5;1;3;2;2;3;0;0;0;0;0;0;0
2019-12-05 01:15:00;6;3;1;4;5;0;3;6;0;0;0;0;0;0;0
2019-12-05 01:30:00;2;1;5;1;1;4;2;6;0;0;0;0;0;0;0
2019-12-05 01:45:00;5;1;5;1;4;0;2;7;0;0;0;0;0;0;0
2019-12-05 02:00:00;2;0;3;3;3;0;2;5;0;0;0;0;0;0;0
2019-12-05 02:15:00;2;0;1;0;3;0;1;1;0;0;0;0;0;0;0
2019-12-05 02:30:00;5;1;8;8;5;0;0;13;0;0;0;0;0;0;0
2019-12-05 02:45:00;2;0;2;2;2;2;4;4;0;0;0;0;0;0;0
2019-12-05 03:00:00;3;0;0;1;1;1;1;1;0;0;0;0;0;0;0
2019-12-05 03:15:00;7;2;3;6;4;0;1;8;0;0;0;0;0;0;0
2019-12-05 03:30:00;6;2;2;5;1;0;1;8;0;0;0;0;0;0;0
2019-12-05 03:45:00;6;2;1;3;4;0;0;5;0;0;0;0;0;0;0
2019-12-05 04:00:00;5;4;7;4;3;1;4;10;0;0;0;0;0;0;0
2019-12-05 04:15:00;6;2;4;4;1;1;4;9;0;0;0;0;0;0;0
2019-12-05 04:30:00;10;2;6;3;8;1;6;10;0;0;0;0;0;0;0
2019-12-05 04:45:00;15;5;6;3;6;1;7;11;0;0;0;0;0;0;0
2019-12-05 05:00:00;22;9;2;10;19;0;7;18;0;0;0;0;0;0;0
2019-12-05 05:15:00;38;7;11;10;22;1;12;20;0;0;3;0;0;1;0
2019-12-05 05:30:00;73;18;13;17;14;1;16;30;0;0;1;0;0;0;0
2019-12-05 05:45:00;108;35;21;40;30;2;28;42;0;0;4;1;0;1;0
2019-12-05 06:00:00;95;32;22;41;32;7;21;38;0;0;1;0;0;4;0
2019-12-05 06:15:00;112;26;19;49;49;7;31;31;0;4;0;0;0;0;0
2019-12-05 06:30:00;112;52;21;71;53;5;40;37;0;0;2;0;0;0;0
2019-12-05 06:45:00;140;49;33;76;44;4;60;42;0;2;1;0;0;0;0
2019-12-05 07:00:00;170;29;33;58;52;6;48;39;0;0;4;2;0;1;0
2019-12-05 07:15:00;170;27;40;73;61;5;57;44;0;1;1;4;0;1;0
2019-12-05 07:30:00;199;27;45;59;53;9;45;35;0;0;1;1;4;2;0
2019-12-05 07:45:00;190;31;51;49;45;20;70;51;0;0;0;0;0;0;0
2019-12-05 08:00:00;177;31;41;51;42;10;74;28;0;4;3;1;1;1;0
2019-12-05 08:15:00;157;16;45;46;57;5;67;41;0;2;1;1;0;0;0
2019-12-05 08:30:00;142;23;38;46;53;7;53;37;0;1;2;0;0;2;0
2019-12-05 08:45:00;160;17;49;40;60;6;42;36;0;0;1;0;0;0;0
2019-12-05 09:00:00;156;13;40;36;61;6;54;37;0;0;0;0;0;0;0
2019-12-05 09:15:00;151;13;42;34;56;9;45;35;0;0;3;0;0;13;0
2019-12-05 09:30:00;149;9;37;34;56;10;55;35;0;1;1;0;0;1;0
2019-12-05 09:45:00;130;12;47;42;74;12;42;43;0;0;1;0;0;3;0
2019-12-05 10:00:00;128;15;37;32;69;8;59;38;0;0;1;0;0;1;0
2019-12-05 10:15:00;131;10;37;44;54;14;67;43;0;0;1;1;0;0;0
2019-12-05 10:30:00;138;13;46;42;76;10;49;39;0;2;0;4;0;0;0
2019-12-05 10:45:00;128;8;43;40;59;10;44;46;0;2;1;0;0;0;0
2019-12-05 11:00:00;132;11;53;39;85;16;52;49;0;0;0;0;0;0;0
2019-12-05 11:15:00;108;10;45;45;85;10;44;53;0;0;0;0;0;2;0
2019-12-05 11:30:00;136;9;52;46;90;7;62;48;0;0;2;0;0;5;0
2019-12-05 11:45:00;93;3;49;55;82;14;61;47;0;1;1;0;0;0;0
2019-12-05 12:00:00;87;8;45;56;100;16;60;38;0;0;0;0;0;0;0
2019-12-05 12:15:00;89;12;50;46;114;13;66;33;0;0;7;0;0;6;0
2019-12-05 12:30:00;111;9;44;59;100;15;61;51;0;3;2;0;0;2;0
2019-12-05 12:45:00;116;17;39;49;94;13;51;44;0;0;0;0;0;0;0
2019-12-05 13:00:00;88;8;51;38;121;7;49;39;0;1;1;0;0;0;0
2019-12-05 13:15:00;136;15;45;45;122;6;61;43;0;2;0;0;0;0;0
2019-12-05 13:30:00;112;9;40;42;99;9;52;48;0;0;2;1;0;9;0
2019-12-05 13:45:00;102;10;40;28;125;11;45;24;0;1;2;0;2;5;0
2019-12-05 14:00:00;111;4;49;39;121;11;48;32;0;0;0;0;0;0;0
2019-12-05 14:15:00;115;5;55;30;114;6;76;44;0;1;1;5;0;2;0
2019-12-05 14:30:00;113;10;48;56;108;11;76;32;0;0;1;0;0;0;0
2019-12-05 14:45:00;87;8;62;37;101;18;42;35;0;4;0;2;2;0;0
2019-12-05 15:00:00;128;7;54;49;138;13;64;42;0;0;0;0;0;0;0
2019-12-05 15:15:00;92;7;50;28;142;12;82;40;0;0;0;0;4;0;0
2019-12-05 15:30:00;107;7;81;49;123;11;59;41;0;2;0;0;0;0;0
2019-12-05 15:45:00;97;14;76;39;129;16;60;42;0;1;1;1;0;1;0
2019-12-05 16:00:00;100;8;78;49;145;9;59;55;0;0;3;0;0;0;0
2019-12-05 16:15:00;118;7;86;48;133;9;78;58;0;0;1;2;0;0;0
2019-12-05 16:30:00;120;7;80;52;142;13;93;38;0;0;1;0;0;0;0
2019-12-05 16:45:00;103;10;83;52;113;21;48;37;0;0;3;0;0;4;0
2019-12-05 17:00:00;126;3;67;52;149;16;52;45;0;1;2;0;0;8;0
2019-12-05 17:15:00;116;8;71;50;155;15;76;39;0;1;2;8;0;4;0
2019-12-05 17:30:00;125;6;64;42;133;13;46;41;0;0;0;0;0;0;0
2019-12-05 17:45:00;148;7;56;27;106;10;75;43;0;0;1;0;0;0;0
2019-12-05 18:00:00;100;2;56;54;138;6;63;41;0;0;0;0;0;0;0
2019-12-05 18:15:00;99;9;51;30;124;16;53;34;0;5;1;0;0;0;0
2019-12-05 18:30:00;107;10;41;38;123;14;49;36;0;0;1;0;0;0;0
2019-12-05 18:45:00;93;5;41;20;123;17;41;37;0;0;0;0;0;0;0
2019-12-05 19:00:00;62;7;32;22;106;6;35;27;0;0;1;0;0;0;0
2019-12-05 19:15:00;80;1;30;21;116;6;36;28;0;5;0;0;0;0;0
2019-12-05 19:30:00;58;3;23;18;101;10;28;26;0;0;0;0;0;0;0
2019-12-05 19:45:00;53;2;20;12;79;9;26;14;0;0;1;1;0;1;0
2019-12-05 20:00:00;33;3;19;14;123;10;35;21;0;0;0;0;0;0;0
2019-12-05 20:15:00;49;1;19;10;77;5;22;20;0;0;0;0;0;0;0
2019-12-05 20:30:00;47;3;13;9;76;10;18;15;0;0;0;0;0;0;0
2019-12-05 20:45:00;35;3;6;16;62;4;18;21;0;0;0;0;0;0;0
2019-12-05 21:00:00;43;1;20;12;63;1;24;16;0;1;0;0;0;0;0
2019-12-05 21:15:00;40;1;14;12;61;6;19;16;0;0;0;0;0;0;0
2019-12-05 21:30:00;51;7;13;13;64;2;17;21;0;0;0;0;0;0;0
2019-12-05 21:45:00;27;0;13;11;53;1;19;19;0;0;0;0;0;0;0
2019-12-05 22:00:00;34;2;19;9;72;5;21;16;0;0;0;0;0;0;0
2019-12-05 22:15:00;44;1;13;9;66;9;18;15;0;0;1;0;0;1;0
2019-12-05 22:30:00;25;3;8;10;76;6;16;14;0;0;0;0;0;0;0
2019-12-05 22:45:00;28;3;9;5;49;6;19;14;0;0;1;0;0;0;0
2019-12-05 23:00:00;19;0;11;10;36;9;13;11;0;2;0;0;0;0;0
2019-12-05 23:15:00;18;3;5;5;46;3;8;12;0;0;0;0;0;0;0
2019-12-05 23:30:00;16;2;2;3;23;2;13;5;0;0;0;0;0;0;0
2019-12-05 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
