DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-08-07 00:00:00;5;7;6;3;7;5;0
2020-08-07 00:15:00;3;4;2;0;8;6;0
2020-08-07 00:30:00;4;5;4;0;5;4;0
2020-08-07 00:45:00;9;7;3;2;5;5;0
2020-08-07 01:00:00;2;2;1;0;5;2;0
2020-08-07 01:15:00;1;3;2;1;2;0;0
2020-08-07 01:30:00;2;2;0;0;6;3;0
2020-08-07 01:45:00;5;8;6;0;6;5;0
2020-08-07 02:00:00;3;4;3;1;6;5;0
2020-08-07 02:15:00;6;6;4;0;5;0;0
2020-08-07 02:30:00;2;2;2;1;3;1;0
2020-08-07 02:45:00;2;2;2;1;4;3;0
2020-08-07 03:00:00;0;0;0;4;4;4;0
2020-08-07 03:15:00;5;4;0;1;6;0;0
2020-08-07 03:30:00;1;1;2;9;3;2;0
2020-08-07 03:45:00;4;5;4;2;6;2;0
2020-08-07 04:00:00;6;4;2;2;4;4;0
2020-08-07 04:15:00;9;4;4;3;12;6;0
2020-08-07 04:30:00;5;4;2;2;4;2;0
2020-08-07 04:45:00;10;7;3;2;7;3;0
2020-08-07 05:00:00;8;7;4;10;14;5;0
2020-08-07 05:15:00;28;20;13;11;22;8;0
2020-08-07 05:30:00;31;22;11;10;40;19;0
2020-08-07 05:45:00;41;20;13;11;48;24;0
2020-08-07 06:00:00;43;21;18;11;34;13;0
2020-08-07 06:15:00;57;45;31;9;61;27;0
2020-08-07 06:30:00;49;30;28;15;64;21;0
2020-08-07 06:45:00;65;44;46;31;85;29;1
2020-08-07 07:00:00;71;38;29;23;66;30;1
2020-08-07 07:15:00;85;66;55;30;75;34;0
2020-08-07 07:30:00;78;52;45;28;55;28;1
2020-08-07 07:45:00;67;44;40;36;68;40;1
2020-08-07 08:00:00;61;34;32;27;77;31;1
2020-08-07 08:15:00;54;42;38;28;70;39;0
2020-08-07 08:30:00;86;61;54;38;69;41;0
2020-08-07 08:45:00;50;30;29;45;54;34;0
2020-08-07 09:00:00;68;42;42;38;74;50;0
2020-08-07 09:15:00;75;57;48;38;65;48;3
2020-08-07 09:30:00;89;43;40;34;61;33;4
2020-08-07 09:45:00;89;60;54;31;81;47;1
2020-08-07 10:00:00;77;47;40;42;69;54;0
2020-08-07 10:15:00;78;47;42;44;81;49;3
2020-08-07 10:30:00;80;39;35;35;95;61;0
2020-08-07 10:45:00;66;51;42;39;101;46;1
2020-08-07 11:00:00;72;54;49;41;81;33;4
2020-08-07 11:15:00;92;60;47;36;85;63;2
2020-08-07 11:30:00;74;44;38;48;87;58;5
2020-08-07 11:45:00;71;57;49;39;87;57;5
2020-08-07 12:00:00;83;61;53;56;88;74;0
2020-08-07 12:15:00;86;56;47;28;94;66;0
2020-08-07 12:30:00;82;58;53;43;91;48;1
2020-08-07 12:45:00;98;51;45;39;102;59;0
2020-08-07 13:00:00;77;47;44;58;92;48;0
2020-08-07 13:15:00;71;39;37;23;117;48;1
2020-08-07 13:30:00;83;47;45;49;103;66;2
2020-08-07 13:45:00;90;60;58;37;104;55;4
2020-08-07 14:00:00;104;63;57;42;107;65;1
2020-08-07 14:15:00;90;60;50;40;94;64;4
2020-08-07 14:30:00;86;52;46;42;90;55;1
2020-08-07 14:45:00;78;57;50;46;101;60;0
2020-08-07 15:00:00;99;45;39;53;91;65;2
2020-08-07 15:15:00;91;58;55;47;86;55;2
2020-08-07 15:30:00;81;63;62;45;89;36;1
2020-08-07 15:45:00;19;11;8;11;14;9;0
2020-08-07 16:00:00;68;36;33;38;95;47;2
2020-08-07 16:15:00;81;46;36;46;78;41;2
2020-08-07 16:30:00;74;45;41;30;84;55;5
2020-08-07 16:45:00;70;58;54;24;80;34;0
2020-08-07 17:00:00;67;47;38;24;93;62;1
2020-08-07 17:15:00;43;28;23;15;48;28;0
2020-08-07 17:30:00;
2020-08-07 17:45:00;
2020-08-07 18:00:00;34;22;22;12;40;10;0
2020-08-07 18:15:00;65;49;43;25;60;33;0
2020-08-07 18:30:00;52;38;29;15;50;33;0
2020-08-07 18:45:00;40;19;16;12;52;20;0
2020-08-07 19:00:00;43;22;18;8;55;16;0
2020-08-07 19:15:00;38;24;14;5;48;18;0
2020-08-07 19:30:00;39;34;24;9;47;14;0
2020-08-07 19:45:00;37;29;22;9;45;14;0
2020-08-07 20:00:00;36;22;20;5;43;16;2
2020-08-07 20:15:00;27;10;8;6;36;19;0
2020-08-07 20:30:00;27;16;12;7;28;10;0
2020-08-07 20:45:00;41;24;17;8;34;16;0
2020-08-07 21:00:00;25;16;14;9;35;8;0
2020-08-07 21:15:00;30;17;10;3;17;7;0
2020-08-07 21:30:00;27;23;15;5;21;9;0
2020-08-07 21:45:00;19;11;7;3;30;9;0
2020-08-07 22:00:00;25;19;14;5;23;10;0
2020-08-07 22:15:00;18;11;6;11;30;11;0
2020-08-07 22:30:00;7;4;2;2;19;3;0
2020-08-07 22:45:00;8;5;5;8;18;4;0
2020-08-07 23:00:00;17;13;6;2;10;3;0
2020-08-07 23:15:00;15;10;4;4;12;5;0
2020-08-07 23:30:00;13;8;6;1;11;7;0
2020-08-07 23:45:00;11;7;6;3;23;13;0
