DATUM;1(DA1);2(DA2);3(DC2);4(DC1);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC);13(MP12D01);14(MP12D02);15(MP12D03);16(MP12D04);17(MP12D05);18(MP12D06);19(MP12D07);20(MP12D08)
2019-11-01 00:00:00;11;11;18;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 00:15:00;17;16;17;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 00:30:00;14;13;18;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 00:45:00;13;18;24;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 01:00:00;18;10;8;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 01:15:00;11;19;24;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 01:30:00;14;16;22;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 01:45:00;17;12;13;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 02:00:00;17;7;19;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 02:15:00;12;12;12;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 02:30:00;15;9;10;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 02:45:00;14;7;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 03:00:00;9;11;19;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 03:15:00;12;8;6;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 03:30:00;9;5;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 03:45:00;9;12;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 04:00:00;5;7;9;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 04:15:00;8;3;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 04:30:00;8;5;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 04:45:00;10;4;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 05:00:00;14;11;5;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 05:15:00;12;8;9;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 05:30:00;18;15;7;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 05:45:00;17;22;9;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 06:00:00;27;22;23;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 06:15:00;21;12;9;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 06:30:00;20;15;7;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
