DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-12-06 00:00:00;6;4;3;4;2;6;5;0;4
2020-12-06 00:15:00;11;8;3;9;4;7;1;0;3
2020-12-06 00:30:00;11;3;3;15;1;6;4;0;0
2020-12-06 00:45:00;6;4;7;5;6;5;4;0;2
2020-12-06 01:00:00;4;2;1;4;1;4;3;0;0
2020-12-06 01:15:00;4;3;6;7;1;8;5;0;0
2020-12-06 01:30:00;4;3;2;2;0;5;2;0;2
2020-12-06 01:45:00;4;6;2;4;1;7;5;0;1
2020-12-06 02:00:00;5;3;3;2;0;5;1;0;2
2020-12-06 02:15:00;5;3;0;3;2;4;0;0;0
2020-12-06 02:30:00;0;1;3;1;2;2;2;0;0
2020-12-06 02:45:00;2;2;1;0;1;5;2;0;0
2020-12-06 03:00:00;5;1;1;2;3;3;1;0;1
2020-12-06 03:15:00;4;0;3;4;1;4;4;0;0
2020-12-06 03:30:00;0;0;1;3;4;2;0;0;0
2020-12-06 03:45:00;2;2;0;4;1;1;2;0;2
2020-12-06 04:00:00;5;2;1;0;0;3;1;0;0
2020-12-06 04:15:00;4;2;1;0;0;3;2;0;2
2020-12-06 04:30:00;2;3;0;1;0;0;0;0;0
2020-12-06 04:45:00;1;1;1;0;0;1;1;0;0
2020-12-06 05:00:00;3;5;0;1;0;1;1;0;0
2020-12-06 05:15:00;9;2;0;4;0;5;1;0;2
2020-12-06 05:30:00;5;3;2;4;2;6;6;0;0
2020-12-06 05:45:00;6;2;0;3;2;6;4;0;0
2020-12-06 06:00:00;7;4;0;3;1;8;7;0;0
2020-12-06 06:15:00;2;0;0;3;0;6;3;0;0
2020-12-06 06:30:00;4;1;1;2;1;2;5;0;0
2020-12-06 06:45:00;8;3;1;3;1;1;3;0;0
2020-12-06 07:00:00;6;1;0;5;1;4;2;0;1
2020-12-06 07:15:00;9;0;0;4;1;4;1;0;1
2020-12-06 07:30:00;10;6;1;4;0;3;1;0;0
2020-12-06 07:45:00;6;6;3;4;1;10;6;0;1
2020-12-06 08:00:00;4;1;1;4;0;2;1;0;2
2020-12-06 08:15:00;8;4;5;2;1;7;4;0;1
2020-12-06 08:30:00;11;4;3;6;3;7;3;0;2
2020-12-06 08:45:00;14;9;5;7;0;10;5;0;6
2020-12-06 09:00:00;14;3;2;13;7;9;5;0;2
2020-12-06 09:15:00;20;3;6;8;1;10;8;0;4
2020-12-06 09:30:00;21;4;3;11;5;23;19;0;4
2020-12-06 09:45:00;21;17;7;10;8;24;19;0;6
2020-12-06 10:00:00;27;16;8;20;8;17;20;0;6
2020-12-06 10:15:00;34;12;7;16;5;22;16;0;3
2020-12-06 10:30:00;38;14;5;20;10;28;22;0;3
2020-12-06 10:45:00;37;12;6;20;7;20;15;0;3
2020-12-06 11:00:00;29;19;4;22;10;13;11;0;5
2020-12-06 11:15:00;42;18;14;22;8;27;22;0;8
2020-12-06 11:30:00;41;16;11;20;16;27;24;0;1
2020-12-06 11:45:00;47;17;15;34;15;28;33;0;5
2020-12-06 12:00:00;46;27;11;32;11;30;16;0;3
2020-12-06 12:15:00;37;20;6;36;12;24;19;0;7
2020-12-06 12:30:00;42;16;13;29;8;25;31;0;7
2020-12-06 12:45:00;33;14;14;22;7;28;30;0;6
2020-12-06 13:00:00;32;21;10;33;17;33;30;0;5
2020-12-06 13:15:00;37;27;10;19;10;23;26;0;6
2020-12-06 13:30:00;34;17;13;25;14;37;39;0;10
2020-12-06 13:45:00;53;26;11;34;20;43;36;0;12
2020-12-06 14:00:00;49;29;6;32;16;34;41;0;7
2020-12-06 14:15:00;40;19;13;34;16;32;48;0;6
2020-12-06 14:30:00;58;27;13;25;17;36;32;0;6
2020-12-06 14:45:00;53;33;12;27;13;56;40;0;14
2020-12-06 15:00:00;49;29;9;24;17;41;34;0;6
2020-12-06 15:15:00;51;26;12;27;14;28;37;0;9
2020-12-06 15:30:00;38;17;9;26;12;34;37;0;12
2020-12-06 15:45:00;31;22;13;30;17;41;45;0;11
2020-12-06 16:00:00;43;25;8;27;17;36;46;0;8
2020-12-06 16:15:00;43;22;13;25;15;32;30;0;10
2020-12-06 16:30:00;47;22;8;20;13;29;32;0;8
2020-12-06 16:45:00;43;14;14;33;19;29;32;0;11
2020-12-06 17:00:00;44;31;15;26;11;40;31;0;6
2020-12-06 17:15:00;44;12;15;25;14;25;34;0;11
2020-12-06 17:30:00;36;17;11;28;18;17;28;0;10
2020-12-06 17:45:00;31;18;15;27;19;41;31;0;12
2020-12-06 18:00:00;34;18;10;19;5;33;32;0;12
2020-12-06 18:15:00;20;11;9;21;17;26;32;0;7
2020-12-06 18:30:00;26;15;9;25;12;17;19;0;4
2020-12-06 18:45:00;19;8;5;20;11;20;22;0;7
2020-12-06 19:00:00;30;12;8;19;10;19;23;0;4
2020-12-06 19:15:00;20;13;4;12;3;28;22;0;6
2020-12-06 19:30:00;27;7;11;18;7;19;20;0;5
2020-12-06 19:45:00;20;5;7;16;12;15;14;0;4
2020-12-06 20:00:00;24;5;6;15;16;15;8;0;5
2020-12-06 20:15:00;30;14;3;20;10;15;13;0;3
2020-12-06 20:30:00;23;10;10;17;4;16;13;0;3
2020-12-06 20:45:00;14;11;3;13;8;16;8;0;5
2020-12-06 21:00:00;25;6;11;9;1;12;10;0;4
2020-12-06 21:15:00;27;12;5;12;5;18;15;0;3
2020-12-06 21:30:00;25;10;6;14;4;8;10;0;7
2020-12-06 21:45:00;14;10;4;15;5;15;11;0;3
2020-12-06 22:00:00;4;5;2;3;4;10;10;0;2
2020-12-06 22:15:00;9;4;4;2;1;7;7;0;4
2020-12-06 22:30:00;6;2;5;6;0;4;7;0;3
2020-12-06 22:45:00;7;6;4;2;1;7;1;0;2
2020-12-06 23:00:00;4;2;5;6;2;6;2;0;6
2020-12-06 23:15:00;9;3;1;4;1;5;4;0;3
2020-12-06 23:30:00;3;2;1;7;3;4;2;0;3
2020-12-06 23:45:00;7;1;3;3;2;7;4;0;2
