DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2019-10-20 00:00:00;5;8;8;5;18;4;0
2019-10-20 00:15:00;2;10;10;1;13;4;0
2019-10-20 00:30:00;1;6;6;2;5;3;0
2019-10-20 00:45:00;6;15;15;3;11;10;0
2019-10-20 01:00:00;1;7;7;3;11;2;0
2019-10-20 01:15:00;3;13;13;1;13;7;0
2019-10-20 01:30:00;0;6;6;4;4;3;0
2019-10-20 01:45:00;1;7;8;0;6;9;0
2019-10-20 02:00:00;3;9;9;0;4;4;0
2019-10-20 02:15:00;1;5;6;2;6;5;0
2019-10-20 02:30:00;4;13;12;1;8;5;0
2019-10-20 02:45:00;1;3;3;1;8;6;0
2019-10-20 03:00:00;4;13;13;0;6;0;0
2019-10-20 03:15:00;1;4;4;1;3;2;0
2019-10-20 03:30:00;2;7;7;0;2;0;0
2019-10-20 03:45:00;1;4;4;0;5;3;0
2019-10-20 04:00:00;1;3;3;0;8;3;0
2019-10-20 04:15:00;2;14;14;2;3;0;0
2019-10-20 04:30:00;1;7;7;1;5;2;0
2019-10-20 04:45:00;2;7;8;1;7;3;0
2019-10-20 05:00:00;3;8;8;0;3;2;0
2019-10-20 05:15:00;4;13;13;2;11;4;0
2019-10-20 05:30:00;5;20;20;1;4;2;0
2019-10-20 05:45:00;1;6;6;0;4;1;0
2019-10-20 06:00:00;2;12;12;1;7;4;0
2019-10-20 06:15:00;4;13;14;0;4;5;0
2019-10-20 06:30:00;2;5;6;2;1;2;0
2019-10-20 06:45:00;0;8;7;2;7;1;0
2019-10-20 07:00:00;2;6;6;0;3;5;0
2019-10-20 07:15:00;3;13;13;1;8;3;0
2019-10-20 07:30:00;2;12;12;3;11;1;0
2019-10-20 07:45:00;6;15;15;3;18;6;0
2019-10-20 08:00:00;3;16;16;3;11;9;0
2019-10-20 08:15:00;4;26;26;9;8;3;0
2019-10-20 08:30:00;13;36;36;7;26;6;0
2019-10-20 08:45:00;8;47;47;3;28;9;0
2019-10-20 09:00:00;9;34;34;9;29;10;1
2019-10-20 09:15:00;13;45;45;14;24;3;0
2019-10-20 09:30:00;11;54;54;6;28;7;0
2019-10-20 09:45:00;16;68;67;19;28;23;0
2019-10-20 10:00:00;17;61;62;13;41;24;0
2019-10-20 10:15:00;15;48;46;13;45;28;0
2019-10-20 10:30:00;11;41;39;4;50;28;0
2019-10-20 10:45:00;15;53;52;11;42;22;0
2019-10-20 11:00:00;14;55;54;17;44;31;0
2019-10-20 11:15:00;7;46;46;12;69;23;0
2019-10-20 11:30:00;11;40;40;7;55;28;0
2019-10-20 11:45:00;23;67;65;11;64;40;0
2019-10-20 12:00:00;18;48;47;7;60;29;0
2019-10-20 12:15:00;9;52;51;15;65;35;0
2019-10-20 12:30:00;11;48;45;9;41;13;0
2019-10-20 12:45:00;12;61;58;16;61;29;0
2019-10-20 13:00:00;13;54;51;11;40;24;0
2019-10-20 13:15:00;15;81;79;17;57;27;0
2019-10-20 13:30:00;18;67;66;8;53;19;0
2019-10-20 13:45:00;17;83;82;15;50;37;0
2019-10-20 14:00:00;20;80;81;10;64;20;0
2019-10-20 14:15:00;22;92;88;14;67;31;0
2019-10-20 14:30:00;25;85;85;9;56;26;0
2019-10-20 14:45:00;24;90;87;12;62;37;0
2019-10-20 15:00:00;17;74;76;15;46;10;3
2019-10-20 15:15:00;15;92;90;19;60;26;0
2019-10-20 15:30:00;39;116;116;9;55;29;0
2019-10-20 15:45:00;17;98;97;10;57;24;0
2019-10-20 16:00:00;21;81;75;20;40;11;0
2019-10-20 16:15:00;29;81;75;14;61;21;0
2019-10-20 16:30:00;12;72;72;12;39;17;0
2019-10-20 16:45:00;19;70;69;8;54;33;0
2019-10-20 17:00:00;25;75;70;20;42;20;0
2019-10-20 17:15:00;18;83;82;15;68;20;0
2019-10-20 17:30:00;26;83;82;16;49;32;2
2019-10-20 17:45:00;25;94;91;16;53;24;0
2019-10-20 18:00:00;18;88;82;6;46;21;0
2019-10-20 18:15:00;12;80;80;14;56;25;0
2019-10-20 18:30:00;24;63;62;12;42;23;0
2019-10-20 18:45:00;31;86;79;10;92;43;0
2019-10-20 19:00:00;21;65;62;12;79;27;0
2019-10-20 19:15:00;19;62;59;5;49;23;0
2019-10-20 19:30:00;23;52;46;8;49;28;0
2019-10-20 19:45:00;9;54;55;13;62;17;0
2019-10-20 20:00:00;14;34;31;4;36;11;0
2019-10-20 20:15:00;8;38;37;6;40;16;0
2019-10-20 20:30:00;9;28;27;3;18;9;0
2019-10-20 20:45:00;11;25;24;5;38;17;0
2019-10-20 21:00:00;5;24;23;4;24;11;0
2019-10-20 21:15:00;13;31;29;4;28;20;0
2019-10-20 21:30:00;5;18;17;4;16;14;0
2019-10-20 21:45:00;13;26;26;6;15;5;0
2019-10-20 22:00:00;6;23;21;6;12;3;0
2019-10-20 22:15:00;4;19;18;2;13;18;0
2019-10-20 22:30:00;3;12;13;2;7;7;0
2019-10-20 22:45:00;3;10;10;3;12;2;0
2019-10-20 23:00:00;2;10;9;6;14;10;0
2019-10-20 23:15:00;3;11;10;1;10;8;0
2019-10-20 23:30:00;7;22;21;2;6;3;0
2019-10-20 23:45:00;10;34;33;2;9;8;0
