DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2019-10-27 00:00:00;18;3;2;2;3;16;17;7;0;5;0;0
2019-10-27 00:15:00;29;18;3;2;6;26;16;11;0;16;0;0
2019-10-27 00:30:00;24;5;2;1;2;22;15;8;0;11;0;0
2019-10-27 00:45:00;16;8;1;4;6;16;13;7;0;16;0;0
2019-10-27 01:00:00;17;4;2;3;5;12;12;6;0;20;0;0
2019-10-27 01:15:00;28;7;0;0;1;18;22;11;0;4;0;0
2019-10-27 01:30:00;14;3;1;2;4;13;9;4;0;7;6;0
2019-10-27 01:45:00;10;8;0;0;2;12;9;6;0;6;0;0
2019-10-27 02:00:00;7;3;0;0;2;10;12;4;0;9;0;0
2019-10-27 02:15:00;15;8;0;0;1;14;10;5;0;6;0;0
2019-10-27 02:30:00;10;2;2;0;3;8;9;6;0;6;0;0
2019-10-27 02:45:00;13;10;1;0;0;9;13;7;0;5;0;0
2019-10-27 02:00:00;16;4;0;0;4;18;19;11;0;10;0;0
2019-10-27 02:15:00;19;10;0;1;2;16;12;8;0;8;0;0
2019-10-27 02:30:00;14;3;2;0;4;14;16;6;0;7;0;0
2019-10-27 02:45:00;22;10;2;0;1;14;16;10;0;6;0;0
2019-10-27 03:00:00;3;3;0;0;0;3;4;3;0;3;0;0
2019-10-27 03:15:00;6;1;0;1;1;7;4;3;0;3;0;0
2019-10-27 03:30:00;2;2;0;0;1;8;7;2;0;1;0;0
2019-10-27 03:45:00;4;4;1;0;1;5;6;4;0;1;0;0
2019-10-27 04:00:00;4;2;0;0;0;4;3;1;0;2;0;0
2019-10-27 04:15:00;9;4;0;1;1;8;5;2;0;0;0;0
2019-10-27 04:30:00;4;0;1;1;3;4;3;1;0;1;0;0
2019-10-27 04:45:00;10;4;0;1;1;7;4;1;0;3;0;0
2019-10-27 05:00:00;10;4;0;0;1;5;5;3;0;5;0;0
2019-10-27 05:15:00;17;8;0;0;1;10;4;0;0;5;0;0
2019-10-27 05:30:00;8;4;0;0;0;8;5;4;0;0;6;0
2019-10-27 05:45:00;11;6;0;1;3;10;6;4;0;11;0;0
2019-10-27 06:00:00;6;2;2;0;0;6;7;3;0;4;0;0
2019-10-27 06:15:00;21;4;2;2;3;8;9;7;0;8;0;0
2019-10-27 06:30:00;9;3;1;1;1;8;3;2;0;4;0;0
2019-10-27 06:45:00;8;1;1;2;4;7;14;11;0;5;0;0
2019-10-27 07:00:00;17;6;1;1;3;17;9;4;0;10;0;0
2019-10-27 07:15:00;23;6;1;0;3;13;8;6;0;8;0;0
2019-10-27 07:30:00;27;12;0;4;7;8;4;1;0;8;0;1
2019-10-27 07:45:00;32;10;2;2;4;23;12;8;0;12;0;0
2019-10-27 08:00:00;24;10;2;3;7;17;14;10;0;17;0;0
2019-10-27 08:15:00;34;12;0;4;4;16;6;4;0;18;1;1
2019-10-27 08:30:00;19;6;1;2;5;11;13;9;0;20;0;0
2019-10-27 08:45:00;37;19;1;1;5;32;35;24;0;23;0;0
2019-10-27 09:00:00;35;14;4;5;11;29;33;20;0;28;0;0
2019-10-27 09:15:00;44;19;2;6;7;31;39;31;0;30;1;4
2019-10-27 09:30:00;43;26;2;1;10;42;47;25;0;25;6;19
2019-10-27 09:45:00;56;19;3;2;6;48;51;32;0;27;1;3
2019-10-27 10:00:00;68;31;5;10;14;25;44;32;0;35;0;2
2019-10-27 10:15:00;54;22;3;8;19;29;32;20;0;28;6;0
2019-10-27 10:30:00;58;31;6;6;14;41;35;36;0;51;3;0
2019-10-27 10:45:00;70;34;8;4;9;41;43;31;0;48;4;4
2019-10-27 11:00:00;74;41;2;4;9;42;43;26;0;49;2;1
2019-10-27 11:15:00;77;42;4;6;13;51;56;39;1;58;3;5
2019-10-27 11:30:00;74;38;1;5;12;43;50;32;0;40;3;3
2019-10-27 11:45:00;55;29;3;8;15;51;41;31;1;53;0;6
2019-10-27 12:00:00;68;44;2;6;15;42;44;29;1;43;6;9
2019-10-27 12:15:00;73;35;2;4;8;46;56;40;1;52;8;13
2019-10-27 12:30:00;64;36;4;3;8;42;43;21;0;50;1;1
2019-10-27 12:45:00;64;42;1;7;13;54;43;29;0;59;5;7
2019-10-27 13:00:00;72;39;2;9;17;41;46;31;1;45;2;6
2019-10-27 13:15:00;81;35;2;12;16;48;43;25;0;44;4;9
2019-10-27 13:30:00;87;34;6;11;15;59;53;26;1;44;8;1
2019-10-27 13:45:00;65;33;2;9;16;47;53;38;0;65;12;26
2019-10-27 14:00:00;71;38;3;1;4;50;58;40;1;49;6;29
2019-10-27 14:15:00;74;40;6;4;14;56;61;36;0;60;4;5
2019-10-27 14:30:00;72;42;0;5;17;59;56;38;0;39;3;5
2019-10-27 14:45:00;78;32;4;7;14;61;72;47;0;44;4;42
