DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-08-18 00:00:00;7;2;1;0;0;6;1;6;0;2;0
2020-08-18 00:15:00;6;2;1;1;1;5;4;5;1;1;0
2020-08-18 00:30:00;2;2;0;0;0;6;0;6;0;1;0
2020-08-18 00:45:00;7;1;1;0;0;7;1;7;0;0;0
2020-08-18 01:00:00;2;0;0;0;0;6;2;6;1;1;0
2020-08-18 01:15:00;3;1;2;0;0;4;2;4;1;0;0
2020-08-18 01:30:00;4;1;0;0;0;4;4;3;0;0;0
2020-08-18 01:45:00;4;3;3;0;0;4;5;4;1;2;0
2020-08-18 02:00:00;2;3;2;0;0;6;3;6;3;4;0
2020-08-18 02:15:00;4;1;0;0;0;4;3;4;1;3;0
2020-08-18 02:30:00;0;2;0;0;1;10;5;10;1;4;0
2020-08-18 02:45:00;9;1;2;0;0;6;6;6;3;6;0
2020-08-18 03:00:00;1;2;2;0;0;6;0;6;1;2;0
2020-08-18 03:15:00;4;1;0;0;0;3;5;3;1;1;0
2020-08-18 03:30:00;9;2;4;0;0;9;6;8;4;7;0
2020-08-18 03:45:00;4;2;2;0;0;3;5;3;0;1;0
2020-08-18 04:00:00;5;0;0;0;0;10;9;10;3;3;0
2020-08-18 04:15:00;7;1;2;0;0;2;1;2;0;0;0
2020-08-18 04:30:00;3;1;0;0;0;3;4;3;3;0;0
2020-08-18 04:45:00;7;4;3;0;1;12;3;12;0;0;0
2020-08-18 05:00:00;23;6;2;0;0;16;9;17;1;7;0
2020-08-18 05:15:00;24;1;1;0;0;20;7;19;4;4;0
2020-08-18 05:30:00;57;5;2;0;0;33;9;33;8;6;0
2020-08-18 05:45:00;61;3;3;0;0;35;6;35;1;2;0
2020-08-18 06:00:00;64;8;7;0;0;47;7;47;8;7;0
2020-08-18 06:15:00;75;4;3;0;0;37;7;37;7;7;0
2020-08-18 06:30:00;126;3;2;0;2;54;11;56;1;2;0
2020-08-18 06:45:00;124;7;3;0;1;51;10;50;1;2;0
2020-08-18 07:00:00;133;5;3;1;0;57;13;57;5;6;0
2020-08-18 07:15:00;111;3;1;0;2;49;21;49;8;8;0
