DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2019-09-30 00:00:00;8;7;11;12;4;4;0
2019-09-30 00:15:00;9;11;15;7;4;6;0
2019-09-30 00:30:00;7;7;12;8;3;1;0
2019-09-30 00:45:00;10;6;15;7;0;2;0
2019-09-30 01:00:00;5;5;8;2;3;2;0
2019-09-30 01:15:00;2;7;14;7;0;3;0
2019-09-30 01:30:00;5;7;2;3;0;2;0
2019-09-30 01:45:00;5;1;10;2;1;1;0
2019-09-30 02:00:00;6;4;2;0;0;3;0
2019-09-30 02:15:00;7;9;4;3;0;0;0
2019-09-30 02:30:00;5;4;6;3;3;0;0
2019-09-30 02:45:00;7;4;6;3;0;2;0
2019-09-30 03:00:00;1;4;7;7;0;0;0
2019-09-30 03:15:00;4;3;8;2;1;0;0
2019-09-30 03:30:00;1;3;1;5;1;0;0
2019-09-30 03:45:00;7;7;8;6;0;0;0
2019-09-30 04:00:00;6;9;11;2;0;2;0
2019-09-30 04:15:00;7;13;20;14;0;1;0
2019-09-30 04:30:00;19;18;32;4;2;3;0
2019-09-30 04:45:00;21;23;40;15;3;3;0
2019-09-30 05:00:00;22;37;127;44;196;15;0
2019-09-30 05:15:00;38;45;199;123;1;16;0
2019-09-30 05:30:00;54;64;234;133;16;20;0
2019-09-30 05:45:00;55;83;198;122;15;20;0
2019-09-30 06:00:00;86;115;196;111;9;27;0
2019-09-30 06:15:00;57;78;206;140;11;32;0
2019-09-30 06:30:00;91;105;227;185;19;50;0
2019-09-30 06:45:00;81;134;225;248;16;44;3
2019-09-30 07:00:00;65;82;233;209;40;44;1
2019-09-30 07:15:00;67;108;210;170;38;61;1
2019-09-30 07:30:00;92;118;257;230;43;62;0
2019-09-30 07:45:00;98;172;268;238;27;61;3
2019-09-30 08:00:00;88;138;251;203;202;65;0
2019-09-30 08:15:00;92;139;264;184;22;66;6
2019-09-30 08:30:00;88;153;210;169;148;50;0
2019-09-30 08:45:00;87;142;187;160;22;40;1
2019-09-30 09:00:00;94;126;140;129;20;41;0
2019-09-30 09:15:00;87;145;152;148;21;22;2
2019-09-30 09:30:00;98;140;150;129;25;26;0
2019-09-30 09:45:00;96;144;156;162;26;34;0
2019-09-30 10:00:00;74;119;115;90;24;19;0
2019-09-30 10:15:00;81;130;151;125;23;26;6
2019-09-30 10:30:00;98;145;137;140;16;30;8
2019-09-30 10:45:00;97;152;119;107;13;20;0
2019-09-30 11:00:00;54;99;79;77;13;20;0
2019-09-30 11:15:00;90;150;122;111;14;31;0
2019-09-30 11:30:00;104;161;139;147;28;42;0
2019-09-30 11:45:00;102;151;126;125;22;35;0
2019-09-30 12:00:00;97;145;117;120;17;32;0
2019-09-30 12:15:00;114;175;116;113;20;31;0
2019-09-30 12:30:00;105;145;135;107;21;34;0
2019-09-30 12:45:00;111;175;159;142;28;24;0
2019-09-30 13:00:00;121;174;162;136;16;42;0
2019-09-30 13:15:00;118;177;216;158;14;37;1
2019-09-30 13:30:00;106;179;251;181;13;49;0
2019-09-30 13:45:00;121;180;231;183;19;27;0
2019-09-30 14:00:00;146;209;161;138;20;21;0
2019-09-30 14:15:00;182;275;113;116;16;27;0
2019-09-30 14:30:00;219;296;119;133;24;27;0
2019-09-30 14:45:00;191;260;130;114;189;23;0
2019-09-30 15:00:00;170;237;123;113;25;27;0
2019-09-30 15:15:00;198;259;132;139;20;28;1
2019-09-30 15:30:00;193;271;125;176;38;26;18
2019-09-30 15:45:00;199;247;144;157;45;36;0
2019-09-30 16:00:00;217;274;128;126;35;33;0
2019-09-30 16:15:00;216;290;126;165;23;38;0
2019-09-30 16:30:00;197;255;120;117;24;37;2
2019-09-30 16:45:00;217;262;164;171;23;22;0
2019-09-30 17:00:00;195;241;123;136;22;42;0
2019-09-30 17:15:00;218;272;153;156;31;33;0
2019-09-30 17:30:00;172;224;117;138;85;34;0
2019-09-30 17:45:00;174;253;116;135;23;21;17
2019-09-30 18:00:00;130;196;106;100;58;17;0
2019-09-30 18:15:00;164;224;110;129;24;46;0
2019-09-30 18:30:00;136;179;130;142;17;24;0
2019-09-30 18:45:00;124;168;109;113;16;19;3
2019-09-30 19:00:00;88;132;93;80;19;17;0
2019-09-30 19:15:00;93;147;93;71;13;26;0
2019-09-30 19:30:00;93;124;67;79;12;22;0
2019-09-30 19:45:00;86;101;65;65;11;5;0
2019-09-30 20:00:00;84;95;73;73;5;6;0
2019-09-30 20:15:00;84;122;62;59;7;15;0
2019-09-30 20:30:00;61;75;79;51;5;14;0
2019-09-30 20:45:00;58;86;95;62;7;8;0
2019-09-30 21:00:00;42;65;145;68;2;19;0
2019-09-30 21:15:00;49;60;224;107;10;18;0
2019-09-30 21:30:00;50;63;142;80;0;15;0
2019-09-30 21:45:00;106;135;71;51;10;6;0
2019-09-30 22:00:00;168;195;44;33;3;5;0
2019-09-30 22:15:00;125;148;54;30;3;6;0
2019-09-30 22:30:00;38;54;35;23;4;6;0
2019-09-30 22:45:00;37;33;29;24;6;5;0
2019-09-30 23:00:00;29;21;22;15;6;4;0
2019-09-30 23:15:00;23;25;24;9;1;5;0
2019-09-30 23:30:00;13;17;22;5;1;4;0
2019-09-30 23:45:00;15;7;25;13;3;1;0
