DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2020-03-30 00:00:00;0;2;0;2;1;2;0;0;0;0
2020-03-30 00:15:00;4;2;1;0;0;0;0;0;0;0
2020-03-30 00:30:00;0;0;0;0;0;1;0;0;0;0
2020-03-30 00:45:00;0;0;0;0;1;0;0;0;0;0
2020-03-30 01:00:00;0;0;0;0;0;0;0;0;0;0
2020-03-30 01:15:00;0;0;0;2;0;0;0;0;0;0
2020-03-30 01:30:00;0;0;0;1;1;2;0;0;0;0
2020-03-30 01:45:00;0;0;0;0;0;0;0;0;0;0
2020-03-30 02:00:00;0;0;0;0;0;0;0;0;0;0
2020-03-30 02:15:00;0;0;0;0;1;1;0;0;0;0
2020-03-30 02:30:00;0;0;0;0;1;1;0;0;0;0
2020-03-30 02:45:00;1;1;0;0;0;0;0;0;0;0
2020-03-30 03:00:00;0;0;1;1;0;0;0;0;0;0
2020-03-30 03:15:00;0;0;0;1;0;0;0;0;0;0
2020-03-30 03:30:00;0;0;0;1;1;0;0;0;0;0
2020-03-30 03:45:00;0;0;0;1;0;0;0;0;0;0
2020-03-30 04:00:00;0;0;1;1;2;1;0;0;0;0
2020-03-30 04:15:00;0;0;0;3;1;0;0;0;0;0
2020-03-30 04:30:00;2;2;0;1;1;1;0;0;0;0
2020-03-30 04:45:00;2;4;0;2;3;1;0;0;0;0
2020-03-30 05:00:00;1;1;2;2;2;4;0;0;0;0
2020-03-30 05:15:00;3;6;2;4;2;5;0;0;0;0
2020-03-30 05:30:00;2;7;2;5;7;10;0;0;0;0
2020-03-30 05:45:00;7;15;11;9;5;17;0;0;0;0
2020-03-30 06:00:00;14;12;4;1;6;15;0;0;0;0
2020-03-30 06:15:00;5;17;16;6;23;26;0;0;0;0
2020-03-30 06:30:00;11;12;17;15;13;24;0;0;0;0
2020-03-30 06:45:00;14;19;24;10;27;34;0;0;0;0
2020-03-30 07:00:00;12;24;26;13;19;39;0;0;0;0
2020-03-30 07:15:00;8;18;29;18;27;33;0;0;0;0
2020-03-30 07:30:00;12;23;34;20;30;49;0;0;0;0
2020-03-30 07:45:00;10;21;34;8;22;37;0;0;0;0
2020-03-30 08:00:00;17;25;21;19;27;30;0;0;0;0
2020-03-30 08:15:00;15;16;22;22;18;27;0;0;0;0
2020-03-30 08:30:00;13;21;19;21;16;31;0;0;0;0
2020-03-30 08:45:00;14;23;18;20;16;31;0;0;0;0
2020-03-30 09:00:00;19;22;13;17;21;20;0;0;0;0
2020-03-30 09:15:00;16;13;11;24;21;16;0;0;0;0
2020-03-30 09:30:00;23;21;19;24;15;18;0;0;0;0
2020-03-30 09:45:00;15;15;19;25;19;34;0;0;0;0
2020-03-30 10:00:00;28;24;13;26;11;14;0;0;0;0
2020-03-30 10:15:00;16;29;20;16;11;17;0;0;0;0
2020-03-30 10:30:00;22;22;24;30;15;24;0;0;0;0
2020-03-30 10:45:00;20;17;22;20;22;13;0;0;0;0
2020-03-30 11:00:00;18;22;15;23;8;12;0;0;0;0
2020-03-30 11:15:00;22;17;15;27;26;21;0;0;0;0
2020-03-30 11:30:00;20;22;23;26;12;22;0;0;0;0
2020-03-30 11:45:00;23;19;20;35;20;21;0;0;0;0
2020-03-30 12:00:00;38;34;14;33;11;10;0;0;0;0
2020-03-30 12:15:00;26;22;17;33;8;19;0;0;0;0
2020-03-30 12:30:00;30;20;15;27;18;12;0;0;0;0
2020-03-30 12:45:00;26;14;18;26;13;14;0;0;0;0
