DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2019-12-12 00:00:00;14;25;22;6;5;9;8;0;1
2019-12-12 00:15:00;24;16;14;5;1;5;6;3;6
2019-12-12 00:30:00;16;15;7;2;0;14;10;1;3
2019-12-12 00:45:00;22;12;7;2;1;0;11;2;3
2019-12-12 01:00:00;13;9;13;5;2;2;14;0;1
2019-12-12 01:15:00;10;7;7;2;1;0;6;1;1
2019-12-12 01:30:00;7;5;11;3;1;1;14;0;0
2019-12-12 01:45:00;11;4;6;4;0;1;9;0;0
2019-12-12 02:00:00;4;5;9;6;2;256;17;0;0
2019-12-12 02:15:00;5;4;4;1;0;6;5;0;0
2019-12-12 02:30:00;1;2;2;1;0;6;7;1;2
2019-12-12 02:45:00;8;3;2;0;0;6;5;0;1
2019-12-12 03:00:00;5;6;6;2;2;10;4;0;2
2019-12-12 03:15:00;2;1;1;1;0;7;4;0;0
2019-12-12 03:30:00;11;7;3;0;1;8;3;0;1
2019-12-12 03:45:00;6;2;5;4;0;3;2;0;0
2019-12-12 04:00:00;7;3;6;3;1;9;12;0;3
2019-12-12 04:15:00;8;1;3;1;2;18;6;0;0
2019-12-12 04:30:00;10;10;5;5;4;13;7;3;3
2019-12-12 04:45:00;20;13;6;4;0;29;16;1;1
2019-12-12 05:00:00;23;8;10;4;1;26;24;1;2
2019-12-12 05:15:00;32;15;20;5;5;51;29;2;5
2019-12-12 05:30:00;46;21;32;6;7;49;39;8;11
2019-12-12 05:45:00;48;30;42;10;3;58;53;4;13
2019-12-12 06:00:00;74;41;46;14;7;74;58;10;14
2019-12-12 06:15:00;74;59;54;14;9;78;92;9;15
2019-12-12 06:30:00;68;86;61;14;9;93;96;6;9
2019-12-12 06:45:00;76;83;77;16;9;86;107;8;17
2019-12-12 07:00:00;120;148;83;24;14;101;100;7;25
2019-12-12 07:15:00;147;188;84;31;11;93;75;11;19
2019-12-12 07:30:00;143;166;67;28;16;101;115;25;32
2019-12-12 07:45:00;135;154;84;39;12;103;118;29;34
2019-12-12 08:00:00;100;106;79;20;11;100;100;15;22
2019-12-12 08:15:00;100;118;82;26;13;98;121;13;17
2019-12-12 08:30:00;96;111;100;28;11;100;102;14;17
2019-12-12 08:45:00;101;108;94;18;10;97;102;16;22
2019-12-12 09:00:00;96;83;113;10;13;97;76;20;25
2019-12-12 09:15:00;80;91;78;18;9;95;89;17;22
2019-12-12 09:30:00;103;119;82;22;13;65;111;14;22
2019-12-12 09:45:00;81;84;98;16;9;100;76;47;20
2019-12-12 10:00:00;82;113;107;21;8;88;73;12;14
2019-12-12 10:15:00;85;88;72;17;14;94;92;6;6
2019-12-12 10:30:00;87;86;72;13;8;124;78;10;15
2019-12-12 10:45:00;89;105;78;22;14;102;74;13;20
2019-12-12 11:00:00;85;92;80;18;10;97;73;13;20
2019-12-12 11:15:00;101;108;90;28;13;102;79;14;17
2019-12-12 11:30:00;119;119;86;24;11;108;86;15;23
2019-12-12 11:45:00;116;123;96;27;13;106;95;10;20
2019-12-12 12:00:00;103;112;70;23;12;90;92;10;13
2019-12-12 12:15:00;98;97;81;18;13;127;92;18;29
2019-12-12 12:30:00;89;117;97;22;13;85;85;10;19
2019-12-12 12:45:00;99;112;83;17;13;111;89;27;30
2019-12-12 13:00:00;87;110;89;25;11;115;101;10;17
2019-12-12 13:15:00;106;108;108;18;11;108;109;10;18
2019-12-12 13:30:00;109;115;97;27;13;102;96;11;22
2019-12-12 13:45:00;111;103;84;15;11;121;91;10;11
2019-12-12 14:00:00;104;98;89;25;12;104;99;22;26
2019-12-12 14:15:00;112;123;96;30;12;108;119;19;30
2019-12-12 14:30:00;97;124;85;30;13;109;123;13;18
2019-12-12 14:45:00;114;117;106;24;10;122;120;24;27
2019-12-12 15:00:00;100;114;85;26;10;119;139;14;16
2019-12-12 15:15:00;123;151;95;26;15;118;116;28;31
2019-12-12 15:30:00;103;129;96;30;11;116;110;19;35
2019-12-12 15:45:00;126;165;110;42;14;115;150;26;34
2019-12-12 16:00:00;104;150;94;40;10;117;124;19;25
2019-12-12 16:15:00;119;158;75;36;16;126;136;32;37
2019-12-12 16:30:00;144;163;94;43;14;135;156;21;24
2019-12-12 16:45:00;118;154;79;31;16;112;125;16;28
2019-12-12 17:00:00;132;180;90;35;12;128;133;16;29
2019-12-12 17:15:00;143;169;79;27;11;123;133;12;31
2019-12-12 17:30:00;116;174;76;38;14;121;110;11;20
2019-12-12 17:45:00;119;150;82;38;15;122;105;51;25
2019-12-12 18:00:00;115;185;73;41;20;117;113;16;21
2019-12-12 18:15:00;114;156;102;49;18;115;99;18;21
2019-12-12 18:30:00;109;142;81;28;14;92;90;13;20
2019-12-12 18:45:00;94;120;82;29;14;94;103;13;16
2019-12-12 19:00:00;91;99;65;21;14;84;66;3;11
2019-12-12 19:15:00;91;108;64;31;19;63;63;7;9
2019-12-12 19:30:00;55;50;52;11;8;53;52;12;16
2019-12-12 19:45:00;62;71;50;22;13;54;39;8;8
2019-12-12 20:00:00;52;53;69;15;11;62;51;6;7
2019-12-12 20:15:00;49;52;40;18;15;69;56;6;16
2019-12-12 20:30:00;52;51;40;13;10;48;43;5;11
2019-12-12 20:45:00;46;51;42;11;5;67;60;3;8
2019-12-12 21:00:00;41;28;32;11;10;51;36;5;9
2019-12-12 21:15:00;46;36;34;14;9;58;41;6;7
2019-12-12 21:30:00;35;32;34;12;3;63;47;5;6
2019-12-12 21:45:00;40;38;37;10;12;71;43;8;9
2019-12-12 22:00:00;36;28;29;5;7;50;27;2;7
2019-12-12 22:15:00;38;32;31;14;11;73;50;3;10
2019-12-12 22:30:00;38;36;46;9;4;64;53;1;4
2019-12-12 22:45:00;37;32;33;14;15;37;31;1;2
2019-12-12 23:00:00;30;36;35;13;7;45;34;2;8
2019-12-12 23:15:00;43;35;27;11;6;46;27;8;15
2019-12-12 23:30:00;16;30;28;9;5;33;17;1;2
2019-12-12 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
