DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2019-10-25 00:00:00;14;1;3;2;6;24;16;0;0;0;0;0;0;0
2019-10-25 00:15:00;10;1;0;0;7;14;25;0;0;0;0;0;0;0
2019-10-25 00:30:00;8;1;0;0;7;10;11;0;0;0;0;0;0;0
2019-10-25 00:45:00;7;1;0;0;2;11;5;0;0;0;0;0;0;0
2019-10-25 01:00:00;7;0;2;2;8;15;9;0;0;0;0;0;0;0
2019-10-25 01:15:00;2;0;1;0;3;7;9;0;0;0;0;0;0;0
2019-10-25 01:30:00;3;0;0;0;2;8;9;0;0;0;0;0;0;0
2019-10-25 01:45:00;5;0;1;2;6;13;3;0;0;0;0;0;0;0
2019-10-25 02:00:00;3;0;0;0;3;10;2;0;0;0;0;0;0;0
2019-10-25 02:15:00;0;2;0;1;4;6;7;0;0;0;0;0;0;0
2019-10-25 02:30:00;4;0;1;1;2;9;4;0;0;0;0;0;0;0
2019-10-25 02:45:00;2;0;1;1;2;14;3;0;0;0;0;0;0;0
2019-10-25 03:00:00;4;3;1;1;1;4;8;0;0;0;0;0;0;0
2019-10-25 03:15:00;0;1;0;1;5;9;5;0;0;0;0;0;0;0
2019-10-25 03:30:00;8;0;0;0;3;7;8;0;0;0;0;0;0;0
2019-10-25 03:45:00;5;1;2;0;2;16;4;0;0;0;0;0;0;0
2019-10-25 04:00:00;9;0;1;1;3;19;9;0;0;0;0;0;0;0
2019-10-25 04:15:00;8;0;1;1;6;21;6;0;0;0;0;0;0;0
2019-10-25 04:30:00;13;1;4;0;3;12;19;0;0;0;0;0;0;0
2019-10-25 04:45:00;19;1;1;1;6;22;24;0;0;0;0;0;0;0
2019-10-25 05:00:00;44;0;2;1;17;35;71;0;0;0;0;0;0;0
2019-10-25 05:15:00;99;9;2;3;6;54;116;0;0;0;0;0;0;0
2019-10-25 05:30:00;103;15;17;4;18;73;124;2;0;0;0;0;0;0
2019-10-25 05:45:00;99;12;25;9;44;93;137;1;0;0;0;0;0;0
2019-10-25 06:00:00;90;6;18;2;58;123;110;0;0;2;0;0;0;0
2019-10-25 06:15:00;115;9;29;9;71;145;131;0;0;0;0;0;0;0
2019-10-25 06:30:00;152;23;42;10;77;113;161;6;0;0;0;0;0;0
2019-10-25 06:45:00;182;28;29;9;65;119;182;3;0;0;0;0;0;0
2019-10-25 07:00:00;150;38;35;14;62;119;166;1;0;2;0;0;0;0
2019-10-25 07:15:00;169;41;40;24;87;113;168;1;0;1;1;1;1;0
2019-10-25 07:30:00;154;48;51;29;92;120;154;14;0;4;0;0;0;0
2019-10-25 07:45:00;158;51;46;31;92;128;156;8;0;2;0;0;0;0
2019-10-25 08:00:00;154;42;36;20;61;102;156;0;0;0;0;0;0;0
2019-10-25 08:15:00;122;31;26;21;66;118;146;2;0;2;0;0;0;0
2019-10-25 08:30:00;146;32;26;27;57;124;164;0;0;0;0;0;0;0
2019-10-25 08:45:00;114;19;24;24;60;95;144;0;0;0;0;0;0;0
2019-10-25 09:00:00;108;26;25;13;57;95;155;2;0;0;0;0;0;0
2019-10-25 09:15:00;90;33;29;15;65;105;116;15;0;1;0;0;0;0
2019-10-25 09:30:00;91;30;24;22;59;112;128;7;0;0;3;3;3;0
2019-10-25 09:45:00;114;19;28;22;74;139;150;0;0;3;0;0;0;0
2019-10-25 10:00:00;84;20;19;17;73;111;144;6;0;1;0;0;0;0
2019-10-25 10:15:00;101;24;19;10;67;130;126;1;1;1;0;0;0;0
2019-10-25 10:30:00;100;25;25;17;67;128;145;1;0;1;0;0;0;0
2019-10-25 10:45:00;109;32;28;29;76;141;151;0;0;1;0;0;0;0
2019-10-25 11:00:00;114;26;34;25;74;125;144;4;0;2;0;0;0;0
2019-10-25 11:15:00;103;24;37;28;83;130;144;17;0;2;0;0;0;0
2019-10-25 11:30:00;99;27;38;28;95;145;151;1;0;1;0;0;0;0
2019-10-25 11:45:00;112;32;43;26;80;121;152;2;0;0;4;4;4;0
2019-10-25 12:00:00;128;29;25;9;98;151;136;5;0;1;0;0;0;0
2019-10-25 12:15:00;122;23;45;20;108;152;164;0;0;9;0;0;0;0
2019-10-25 12:30:00;136;32;41;24;93;135;156;0;0;2;0;0;0;0
2019-10-25 12:45:00;151;45;42;15;96;83;163;0;0;8;0;0;0;0
2019-10-25 13:00:00;143;53;54;27;101;92;148;0;0;2;0;0;0;0
2019-10-25 13:15:00;154;60;51;37;114;94;153;0;0;3;0;0;0;0
2019-10-25 13:30:00;136;49;44;18;87;86;130;2;0;1;0;0;0;0
2019-10-25 13:45:00;151;60;47;22;96;90;151;0;0;19;13;13;13;0
2019-10-25 14:00:00;143;75;41;21;92;83;136;2;3;4;0;0;0;0
2019-10-25 14:15:00;168;65;55;26;100;81;160;0;0;3;0;0;0;0
2019-10-25 14:30:00;173;64;69;25;100;98;171;2;0;3;0;0;0;0
2019-10-25 14:45:00;130;59;52;24;120;115;153;0;0;8;0;0;0;0
2019-10-25 15:00:00;104;47;67;35;118;101;149;47;4;4;0;0;0;0
2019-10-25 15:15:00;149;48;69;27;113;111;151;6;0;0;0;0;0;0
2019-10-25 15:30:00;141;54;52;26;111;92;148;2;1;0;0;0;0;0
2019-10-25 15:45:00;143;44;65;29;107;104;170;44;0;44;6;6;6;8
2019-10-25 16:00:00;132;41;54;28;103;100;158;6;0;2;0;0;0;0
2019-10-25 16:15:00;126;35;54;31;116;99;159;10;0;3;0;0;0;0
2019-10-25 16:30:00;110;36;61;23;115;105;146;0;0;2;0;0;0;0
2019-10-25 16:45:00;111;32;53;27;103;135;143;9;0;10;0;0;0;0
2019-10-25 17:00:00;122;35;54;26;77;114;151;0;0;13;0;0;0;0
2019-10-25 17:15:00;127;29;63;26;87;150;154;1;0;5;0;0;0;0
2019-10-25 17:30:00;129;47;59;26;84;129;165;0;0;0;0;0;0;0
2019-10-25 17:45:00;113;30;56;42;94;131;148;2;2;5;0;0;0;0
2019-10-25 18:00:00;115;31;63;28;91;143;159;0;0;1;0;0;0;0
2019-10-25 18:15:00;140;33;54;25;118;115;155;0;0;2;0;0;0;0
2019-10-25 18:30:00;98;21;41;24;121;110;136;0;0;34;0;0;0;0
2019-10-25 18:45:00;102;24;32;25;125;120;142;2;0;5;0;0;0;0
2019-10-25 19:00:00;96;17;28;18;104;135;148;0;0;7;0;0;0;6
2019-10-25 19:15:00;92;6;34;11;75;120;119;1;0;2;0;0;0;0
2019-10-25 19:30:00;74;14;11;11;75;110;102;3;0;0;0;0;0;1
2019-10-25 19:45:00;66;16;20;9;67;111;105;10;0;1;0;0;0;0
2019-10-25 20:00:00;68;13;20;11;59;97;96;6;0;1;0;0;0;0
2019-10-25 20:15:00;66;12;20;14;66;103;91;0;0;4;0;0;0;1
2019-10-25 20:30:00;67;11;15;9;44;83;77;0;0;4;0;0;0;0
2019-10-25 20:45:00;68;13;13;12;50;80;102;2;0;0;0;0;0;0
2019-10-25 21:00:00;68;11;15;11;34;68;90;0;0;0;0;0;0;0
2019-10-25 21:15:00;86;8;12;4;30;69;102;0;0;0;0;0;0;0
2019-10-25 21:30:00;60;4;6;3;31;67;73;2;3;0;3;3;3;0
2019-10-25 21:45:00;55;10;16;6;57;97;88;0;0;0;0;0;0;0
