DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-07-09 00:00:00;10;13;8;2;1;6;2;1;2
2020-07-09 00:15:00;11;8;9;6;3;13;3;0;0
2020-07-09 00:30:00;16;7;5;1;2;7;4;0;2
2020-07-09 00:45:00;6;11;7;3;0;8;1;1;1
2020-07-09 01:00:00;6;6;6;1;0;3;5;0;1
2020-07-09 01:15:00;8;5;4;1;1;6;3;1;2
2020-07-09 01:30:00;5;4;3;1;0;9;2;0;0
2020-07-09 01:45:00;3;6;4;0;0;5;2;0;0
2020-07-09 02:00:00;2;2;3;3;3;6;3;0;0
2020-07-09 02:15:00;2;3;7;3;3;6;2;0;0
2020-07-09 02:30:00;5;2;4;0;0;4;3;1;1
2020-07-09 02:45:00;3;4;4;1;1;9;5;1;2
2020-07-09 03:00:00;6;5;5;2;2;3;0;0;0
2020-07-09 03:15:00;4;2;1;0;0;5;3;0;1
2020-07-09 03:30:00;5;6;3;2;2;7;3;1;0
2020-07-09 03:45:00;7;10;8;5;5;8;3;1;1
2020-07-09 04:00:00;6;1;2;0;0;9;5;0;0
2020-07-09 04:15:00;7;6;7;1;1;12;6;0;1
2020-07-09 04:30:00;7;3;4;2;3;16;6;1;0
2020-07-09 04:45:00;12;7;10;6;2;25;9;1;2
2020-07-09 05:00:00;23;19;13;2;1;30;16;1;0
2020-07-09 05:15:00;32;10;23;7;1;32;21;3;3
2020-07-09 05:30:00;35;18;34;11;2;52;38;4;6
2020-07-09 05:45:00;49;26;39;7;4;72;57;4;6
2020-07-09 06:00:00;50;35;37;11;6;48;35;8;13
2020-07-09 06:15:00;49;45;46;16;7;73;64;4;7
2020-07-09 06:30:00;63;57;72;14;8;76;81;10;19
2020-07-09 06:45:00;106;100;75;15;11;90;88;5;11
2020-07-09 07:00:00;99;99;67;19;14;67;66;7;17
2020-07-09 07:15:00;108;148;89;20;12;76;83;12;16
2020-07-09 07:30:00;97;106;77;18;12;102;106;9;22
