DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2020-01-04 00:00:00;18;6;8;2;24;10;18;14;7;21;14;7;21;0
2020-01-04 00:15:00;17;6;6;1;24;9;10;20;10;30;20;10;30;0
2020-01-04 00:30:00;15;2;7;1;24;10;9;20;10;30;20;10;30;0
2020-01-04 00:45:00;15;6;4;4;15;5;10;20;10;30;20;10;30;0
2020-01-04 01:00:00;15;2;3;1;14;6;13;24;12;35;24;12;35;0
2020-01-04 01:15:00;10;3;4;0;26;4;9;26;13;39;26;13;39;0
2020-01-04 01:30:00;7;2;4;0;22;10;11;26;13;39;26;13;39;0
2020-01-04 01:45:00;6;2;3;0;24;9;5;26;13;39;26;13;39;0
2020-01-04 02:00:00;11;6;4;1;19;2;4;26;13;39;26;13;39;0
2020-01-04 02:15:00;7;0;3;1;12;5;3;24;12;36;24;12;36;0
2020-01-04 02:30:00;6;6;4;0;14;0;6;26;13;39;26;13;39;0
2020-01-04 02:45:00;4;6;6;2;12;1;10;26;13;39;26;13;39;0
2020-01-04 03:00:00;7;3;3;0;13;2;2;26;13;39;26;13;39;0
2020-01-04 03:15:00;2;0;0;0;13;5;3;26;13;39;26;13;39;0
2020-01-04 03:30:00;1;3;3;1;12;7;4;26;13;39;26;13;39;0
2020-01-04 03:45:00;5;3;2;0;7;4;2;26;13;39;26;13;39;0
2020-01-04 04:00:00;3;4;2;0;7;5;5;24;12;36;24;12;36;0
2020-01-04 04:15:00;5;6;4;0;10;5;7;26;13;39;26;13;39;0
2020-01-04 04:30:00;5;7;3;1;12;5;2;26;13;39;26;13;39;0
2020-01-04 04:45:00;3;6;5;0;9;3;2;26;13;39;26;13;39;0
2020-01-04 05:00:00;4;3;4;1;12;4;5;20;10;30;20;10;30;0
2020-01-04 05:15:00;8;10;6;3;18;8;2;20;10;30;20;10;30;0
2020-01-04 05:30:00;15;10;7;10;13;7;9;20;10;30;20;10;30;0
2020-01-04 05:45:00;13;8;6;6;22;2;8;20;10;30;20;10;30;0
2020-01-04 06:00:00;12;3;5;3;21;8;6;20;10;30;20;10;30;0
2020-01-04 06:15:00;13;6;10;5;22;8;5;20;10;30;20;10;30;0
2020-01-04 06:30:00;11;5;11;8;27;9;7;20;10;30;20;10;30;0
2020-01-04 06:45:00;11;6;9;1;25;5;5;21;11;30;21;11;30;0
