DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-07-05 00:00:00;31;13;33;0;0;0;0;0;0
2020-07-05 00:15:00;47;13;31;1;1;0;0;0;0
2020-07-05 00:30:00;49;17;32;1;1;0;0;0;0
2020-07-05 00:45:00;21;13;40;0;0;0;0;0;0
2020-07-05 01:00:00;14;12;21;0;0;0;0;0;0
2020-07-05 01:15:00;22;4;21;1;1;0;0;0;0
2020-07-05 01:30:00;18;11;21;0;0;0;0;0;0
2020-07-05 01:45:00;19;8;18;0;0;0;0;0;0
2020-07-05 02:00:00;12;4;12;0;0;0;0;0;0
2020-07-05 02:15:00;11;4;15;0;0;1;0;0;0
2020-07-05 02:30:00;9;5;19;0;0;0;0;0;0
2020-07-05 02:45:00;15;5;13;0;0;0;0;0;0
2020-07-05 03:00:00;6;3;5;0;0;0;0;0;0
2020-07-05 03:15:00;8;3;11;0;0;0;0;0;0
2020-07-05 03:30:00;8;5;10;0;0;0;0;0;0
2020-07-05 03:45:00;7;3;5;1;1;0;0;0;0
2020-07-05 04:00:00;6;3;7;1;1;0;0;0;0
2020-07-05 04:15:00;4;9;9;0;0;0;0;0;0
2020-07-05 04:30:00;2;3;3;1;1;0;0;0;0
2020-07-05 04:45:00;5;6;12;0;0;0;0;0;0
2020-07-05 05:00:00;5;3;6;0;0;0;0;0;0
2020-07-05 05:15:00;7;1;10;0;0;0;0;0;0
2020-07-05 05:30:00;6;3;20;0;0;0;0;0;0
2020-07-05 05:45:00;5;8;21;0;0;0;0;0;0
2020-07-05 06:00:00;10;4;16;0;0;0;0;0;0
2020-07-05 06:15:00;6;2;9;0;0;0;0;0;0
2020-07-05 06:30:00;14;6;18;0;0;0;0;0;0
2020-07-05 06:45:00;8;3;14;0;0;0;0;0;0
2020-07-05 07:00:00;8;5;12;0;0;0;0;0;0
2020-07-05 07:15:00;13;9;25;0;0;0;0;0;0
2020-07-05 07:30:00;15;9;29;1;1;0;0;0;0
2020-07-05 07:45:00;17;11;39;0;0;0;0;0;0
2020-07-05 08:00:00;24;10;26;0;0;0;0;0;0
2020-07-05 08:15:00;46;15;43;2;2;0;0;0;0
2020-07-05 08:30:00;19;8;54;0;0;0;0;0;0
2020-07-05 08:45:00;59;23;70;1;1;0;0;0;0
2020-07-05 09:00:00;42;14;46;1;1;0;0;0;0
2020-07-05 09:15:00;48;20;91;0;0;0;0;0;0
2020-07-05 09:30:00;65;20;88;1;1;0;0;0;0
2020-07-05 09:45:00;60;17;96;3;3;1;0;0;0
2020-07-05 10:00:00;58;26;95;1;0;0;0;0;0
2020-07-05 10:15:00;80;33;84;1;1;0;0;0;0
2020-07-05 10:30:00;78;27;84;1;1;0;0;0;0
2020-07-05 10:45:00;82;24;109;1;1;0;0;0;0
2020-07-05 11:00:00;87;21;119;0;0;3;0;0;0
2020-07-05 11:15:00;100;28;102;0;0;0;0;0;0
2020-07-05 11:30:00;92;19;101;1;1;0;0;0;0
2020-07-05 11:45:00;102;51;117;1;1;0;0;0;0
2020-07-05 12:00:00;106;37;104;0;0;0;0;0;0
2020-07-05 12:15:00;84;33;114;0;0;0;0;0;0
2020-07-05 12:30:00;83;38;99;1;1;0;0;0;0
2020-07-05 12:45:00;96;37;133;1;1;3;0;0;0
2020-07-05 13:00:00;87;35;101;0;0;0;0;0;0
2020-07-05 13:15:00;103;35;116;2;2;0;0;0;0
2020-07-05 13:30:00;97;37;118;1;2;0;0;0;0
2020-07-05 13:45:00;92;31;145;2;2;2;0;0;0
2020-07-05 14:00:00;96;37;126;1;0;1;0;0;0
2020-07-05 14:15:00;131;37;138;0;0;0;0;0;0
2020-07-05 14:30:00;94;28;160;2;2;2;0;0;0
2020-07-05 14:45:00;104;47;139;1;1;0;0;0;0
2020-07-05 15:00:00;90;32;112;1;1;0;0;0;0
2020-07-05 15:15:00;91;23;124;0;0;0;0;0;0
2020-07-05 15:30:00;89;28;120;0;0;0;0;0;0
2020-07-05 15:45:00;82;30;126;1;1;1;0;0;0
2020-07-05 16:00:00;85;23;116;1;1;0;0;0;0
2020-07-05 16:15:00;88;35;122;0;0;1;0;0;0
2020-07-05 16:30:00;81;25;131;1;1;0;0;0;0
2020-07-05 16:45:00;91;36;156;1;1;0;0;0;0
2020-07-05 17:00:00;94;45;137;0;0;5;0;0;0
2020-07-05 17:15:00;113;35;145;0;0;0;0;0;0
2020-07-05 17:30:00;105;49;152;1;1;1;0;0;0
2020-07-05 17:45:00;83;32;154;1;1;0;0;0;0
2020-07-05 18:00:00;105;37;139;1;1;5;0;0;0
2020-07-05 18:15:00;101;31;157;0;0;0;0;0;0
2020-07-05 18:30:00;79;27;121;1;1;0;0;0;0
2020-07-05 18:45:00;103;29;157;0;0;1;0;0;0
2020-07-05 19:00:00;103;29;155;0;0;0;0;0;0
2020-07-05 19:15:00;62;32;125;1;0;1;0;0;0
2020-07-05 19:30:00;94;36;137;1;1;0;0;0;0
2020-07-05 19:45:00;84;23;117;1;1;4;0;0;0
2020-07-05 20:00:00;82;24;114;0;0;0;0;0;0
