DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-02-20 00:00:00;10;0;0;3;0;10;1;0;0
2020-02-20 00:15:00;10;1;0;6;0;14;1;0;0
2020-02-20 00:30:00;1;2;0;7;0;12;1;0;0
2020-02-20 00:45:00;5;1;1;3;0;13;1;0;0
2020-02-20 01:00:00;7;1;0;4;0;12;0;0;0
2020-02-20 01:15:00;2;1;1;7;0;14;1;0;0
2020-02-20 01:30:00;2;0;0;2;0;12;1;0;0
2020-02-20 01:45:00;3;0;0;0;0;14;1;0;0
2020-02-20 02:00:00;2;0;0;1;0;12;1;0;0
2020-02-20 02:15:00;7;1;0;2;0;14;0;0;0
2020-02-20 02:30:00;1;0;0;2;0;12;1;0;0
2020-02-20 02:45:00;4;3;0;1;0;13;1;0;0
2020-02-20 03:00:00;3;1;0;3;0;12;1;0;0
2020-02-20 03:15:00;3;1;0;2;0;14;1;0;0
2020-02-20 03:30:00;4;0;1;4;0;12;0;0;0
2020-02-20 03:45:00;3;1;0;3;0;14;1;0;0
2020-02-20 04:00:00;3;1;0;3;0;12;1;0;0
2020-02-20 04:15:00;4;0;1;14;0;13;1;0;0
2020-02-20 04:30:00;12;3;0;10;0;12;1;0;0
2020-02-20 04:45:00;41;11;1;17;0;14;0;0;0
2020-02-20 05:00:00;69;4;0;20;0;9;1;0;0
2020-02-20 05:15:00;142;16;0;64;0;11;1;0;0
2020-02-20 05:30:00;125;21;2;121;0;9;0;0;0
2020-02-20 05:45:00;115;37;4;210;0;11;1;0;0
2020-02-20 06:00:00;126;20;1;101;0;9;0;0;0
2020-02-20 06:15:00;109;22;1;122;0;11;1;0;0
2020-02-20 06:30:00;89;19;6;159;5;9;1;0;0
2020-02-20 06:45:00;92;23;5;191;19;10;0;0;0
2020-02-20 07:00:00;98;22;9;187;1;10;1;0;0
2020-02-20 07:15:00;97;16;7;191;0;10;1;0;0
2020-02-20 07:30:00;90;13;5;251;0;10;0;0;0
2020-02-20 07:45:00;118;18;8;206;2;10;1;0;0
2020-02-20 08:00:00;136;16;10;175;0;10;0;0;0
2020-02-20 08:15:00;131;19;7;165;7;10;1;0;0
2020-02-20 08:30:00;104;24;8;161;0;10;1;0;0
2020-02-20 08:45:00;94;16;6;121;0;10;0;0;0
2020-02-20 09:00:00;80;11;6;112;0;13;1;0;0
2020-02-20 09:15:00;96;20;11;129;6;13;1;0;0
2020-02-20 09:30:00;78;17;17;116;2;12;0;0;0
2020-02-20 09:45:00;83;19;16;132;12;13;1;0;0
2020-02-20 10:00:00;76;14;16;106;4;13;0;0;0
2020-02-20 10:15:00;82;17;16;113;2;13;1;0;0
2020-02-20 10:30:00;79;15;9;111;2;13;1;0;0
2020-02-20 10:45:00;90;28;22;99;0;13;1;0;0
2020-02-20 11:00:00;90;14;15;96;1;13;0;0;0
2020-02-20 11:15:00;95;16;12;94;0;12;1;0;0
2020-02-20 11:30:00;102;20;15;115;0;13;0;0;0
2020-02-20 11:45:00;111;9;14;101;0;13;1;0;0
2020-02-20 12:00:00;113;17;20;118;0;13;1;0;0
2020-02-20 12:15:00;120;12;11;98;42;13;1;0;0
2020-02-20 12:30:00;106;13;19;103;0;13;0;0;0
2020-02-20 12:45:00;119;46;9;113;8;12;1;0;0
2020-02-20 13:00:00;117;19;13;93;0;13;1;0;0
2020-02-20 13:15:00;147;23;21;132;1;10;0;0;0
2020-02-20 13:30:00;139;21;12;148;3;10;1;0;0
2020-02-20 13:45:00;138;13;10;129;3;9;1;0;0
2020-02-20 14:00:00;144;22;12;160;2;10;0;0;0
2020-02-20 14:15:00;135;13;11;154;41;10;1;0;0
2020-02-20 14:30:00;121;17;11;155;0;10;0;0;0
2020-02-20 14:45:00;137;17;11;152;2;10;1;0;0
2020-02-20 15:00:00;143;24;8;175;0;10;1;0;0
2020-02-20 15:15:00;138;22;14;160;0;10;0;0;0
