DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2020-05-14 00:00:00;0;0;2;0;0;9;11;3;2;1;4;1;4;9;5;1;0;0;21;0;0;0;0;0
2020-05-14 00:15:00;4;7;8;2;1;11;9;2;2;2;3;0;1;7;8;0;0;0;30;0;0;0;0;0
2020-05-14 00:30:00;0;0;0;0;1;5;4;1;3;2;2;1;2;3;5;3;0;0;27;0;0;0;0;0
2020-05-14 00:45:00;2;2;1;0;0;8;5;0;1;0;5;4;1;6;6;0;0;0;30;0;0;0;0;0
2020-05-14 01:00:00;0;0;1;1;1;3;1;0;0;0;4;2;10;14;4;0;0;0;35;0;0;0;0;0
2020-05-14 01:15:00;0;0;0;1;0;1;1;1;6;2;3;1;2;8;7;0;0;0;39;0;0;0;0;0
2020-05-14 01:30:00;1;3;0;0;0;3;2;1;0;1;5;0;5;12;7;0;0;0;39;0;0;0;0;0
2020-05-14 01:45:00;0;0;0;1;1;3;2;0;4;2;7;0;6;15;10;0;0;0;39;0;0;0;0;0
2020-05-14 02:00:00;0;0;0;0;0;2;1;0;3;1;1;0;2;11;8;0;0;0;39;0;0;0;0;0
2020-05-14 02:15:00;0;1;0;0;0;2;1;0;2;1;2;0;1;11;10;0;0;0;36;0;0;0;0;0
2020-05-14 02:30:00;0;0;1;1;0;3;0;1;0;1;3;1;1;7;8;0;0;0;39;0;0;0;0;0
2020-05-14 02:45:00;0;0;2;1;3;6;1;1;4;2;2;1;2;3;2;0;0;0;39;0;0;0;0;0
2020-05-14 03:00:00;0;0;1;0;0;5;1;1;1;0;0;1;3;7;4;0;0;0;39;0;0;0;0;0
2020-05-14 03:15:00;1;0;0;1;1;6;2;5;6;1;0;0;3;7;3;1;0;0;39;0;0;0;0;0
2020-05-14 03:30:00;0;0;0;1;1;2;3;1;3;3;4;0;3;7;6;0;0;0;39;0;0;0;0;0
2020-05-14 03:45:00;0;1;1;0;2;7;1;0;1;0;2;0;6;14;9;0;0;0;39;0;0;0;0;0
2020-05-14 04:00:00;0;1;0;0;1;4;3;2;2;0;2;0;7;9;3;0;0;0;36;0;0;0;0;0
2020-05-14 04:15:00;0;1;2;1;1;3;1;1;5;1;5;2;15;25;10;2;0;0;39;0;0;0;0;0
2020-05-14 04:30:00;0;1;0;0;1;4;7;0;2;1;7;1;7;22;17;0;0;0;39;0;0;0;0;0
2020-05-14 04:45:00;0;0;2;2;1;6;3;5;7;2;10;3;12;28;20;1;0;0;39;0;0;0;0;0
2020-05-14 05:00:00;0;1;3;3;3;10;15;10;15;5;13;15;41;59;30;1;0;0;30;0;0;0;0;0
2020-05-14 05:15:00;0;2;4;2;4;18;16;17;19;8;34;33;58;92;66;6;0;0;30;0;0;0;0;0
2020-05-14 05:30:00;2;4;11;14;1;28;14;8;8;17;42;45;43;69;60;0;0;0;27;0;0;0;0;0
2020-05-14 05:45:00;5;2;10;8;6;22;18;14;10;14;34;31;30;64;55;1;0;0;30;0;0;0;0;0
2020-05-14 06:00:00;2;9;9;8;7;31;22;17;8;20;27;31;33;65;54;7;0;0;30;0;0;0;0;0
2020-05-14 06:15:00;5;10;12;11;13;43;31;16;21;28;47;42;45;87;66;10;0;0;30;0;0;0;0;0
2020-05-14 06:30:00;7;11;14;12;15;48;34;16;17;37;64;65;60;88;76;11;0;0;30;0;0;0;0;0
2020-05-14 06:45:00;7;10;15;13;17;63;48;24;27;44;63;70;50;91;80;11;0;0;30;0;0;0;0;0
2020-05-14 07:00:00;5;9;24;11;27;59;60;14;16;43;72;66;47;83;76;25;0;0;30;0;0;0;0;0
2020-05-14 07:15:00;10;10;21;14;36;70;66;38;33;80;64;69;60;95;87;33;0;0;30;0;0;0;0;0
2020-05-14 07:30:00;15;22;38;27;47;75;70;36;29;66;68;72;78;89;87;39;0;0;30;0;0;0;0;0
2020-05-14 07:45:00;19;21;26;19;32;67;72;32;38;53;65;67;72;94;94;42;0;0;30;0;0;0;0;0
2020-05-14 08:00:00;14;12;18;15;31;54;48;38;31;43;59;57;62;78;82;30;0;0;30;0;0;0;0;0
2020-05-14 08:15:00;14;13;18;16;36;58;47;34;36;44;48;44;47;86;69;34;0;0;30;0;0;0;0;0
2020-05-14 08:30:00;13;18;26;23;26;60;48;35;24;41;52;45;74;80;76;25;0;0;30;0;0;0;0;0
2020-05-14 08:45:00;17;18;19;17;23;54;48;30;27;48;61;54;72;84;72;21;0;0;30;0;0;0;0;0
2020-05-14 09:00:00;9;15;18;9;21;61;54;35;34;26;46;40;62;87;87;22;0;0;30;0;0;0;0;0
2020-05-14 09:15:00;21;16;20;18;21;52;52;35;34;36;51;50;61;92;87;18;0;0;30;0;0;0;0;0
2020-05-14 09:30:00;11;15;28;19;25;67;65;39;34;40;52;42;79;100;91;18;0;0;30;0;0;0;0;0
2020-05-14 09:45:00;9;12;23;15;23;63;61;38;38;28;51;42;84;94;70;21;0;0;30;0;0;0;0;0
2020-05-14 10:00:00;20;16;34;26;15;60;57;36;30;36;60;53;77;94;85;16;0;0;30;0;0;0;0;0
2020-05-14 10:15:00;18;17;20;16;30;70;52;37;42;42;48;34;67;113;78;14;0;0;30;0;0;0;0;0
2020-05-14 10:30:00;15;13;34;24;20;62;61;44;40;36;52;37;99;93;80;16;0;0;30;0;0;0;0;0
2020-05-14 10:45:00;16;23;29;22;24;54;58;43;37;28;57;44;76;106;86;18;0;0;30;0;0;0;0;0
2020-05-14 11:00:00;12;19;31;18;28;65;67;42;42;28;53;46;80;88;77;13;0;0;30;0;0;0;0;0
2020-05-14 11:15:00;20;24;34;26;24;66;60;44;45;26;59;41;93;87;98;13;0;0;30;0;0;0;0;0
2020-05-14 11:30:00;12;20;32;15;21;70;75;37;37;32;49;45;82;90;92;9;0;0;27;0;0;0;0;0
2020-05-14 11:45:00;19;27;29;21;31;72;66;42;40;32;50;45;100;112;103;16;0;0;30;0;0;0;0;0
2020-05-14 12:00:00;22;21;25;30;20;61;74;36;41;30;56;45;97;105;83;13;0;0;30;0;0;0;0;0
2020-05-14 12:15:00;28;21;33;34;27;70;86;55;50;27;40;37;100;95;80;15;0;0;30;0;0;0;0;0
2020-05-14 12:30:00;18;22;42;26;28;83;70;48;40;26;52;41;104;92;87;14;0;0;30;0;0;0;0;0
2020-05-14 12:45:00;29;25;29;20;22;75;76;45;41;36;58;49;92;102;86;17;0;0;30;0;0;0;0;0
2020-05-14 13:00:00;21;21;31;29;16;67;70;45;36;36;50;51;103;108;97;19;0;0;30;0;0;0;0;0
2020-05-14 13:15:00;28;26;39;27;21;75;92;33;38;31;68;62;86;85;88;10;0;0;30;0;0;0;0;0
2020-05-14 13:30:00;16;22;31;36;14;76;89;39;36;34;51;44;95;98;89;20;0;0;30;0;0;0;0;0
2020-05-14 13:45:00;19;22;27;24;16;81;86;48;39;48;66;57;111;107;103;12;0;0;30;0;0;0;0;0
2020-05-14 14:00:00;18;21;27;27;23;68;75;41;36;30;59;59;94;100;91;17;0;0;26;0;0;0;0;0
2020-05-14 14:15:00;23;19;35;21;27;77;83;49;44;45;54;48;98;106;89;18;0;0;30;0;0;0;0;0
2020-05-14 14:30:00;19;19;23;31;16;75;80;42;39;30;54;55;99;92;80;18;0;0;30;0;0;0;0;0
2020-05-14 14:45:00;17;21;25;22;22;81;84;53;48;40;63;53;93;89;86;18;0;0;30;0;0;0;0;0
2020-05-14 15:00:00;21;24;37;21;17;75;93;44;49;33;59;55;114;95;97;9;0;0;30;0;0;0;0;0
2020-05-14 15:15:00;23;16;32;20;31;74;72;56;45;36;52;55;104;86;87;11;0;0;30;0;0;0;0;0
2020-05-14 15:30:00;33;27;45;30;19;86;84;61;51;30;51;45;110;82;86;19;0;0;30;0;0;0;0;0
2020-05-14 15:45:00;23;18;25;30;20;73;80;58;58;27;53;46;120;100;100;23;0;0;30;0;0;0;0;0
2020-05-14 16:00:00;24;28;41;30;19;82;78;52;63;32;51;49;100;105;94;14;0;0;30;0;0;0;0;0
2020-05-14 16:15:00;25;30;36;49;24;93;113;56;55;35;59;49;107;98;109;14;0;0;30;0;0;0;0;0
2020-05-14 16:30:00;29;31;45;34;18;82;80;62;61;36;54;47;109;98;98;10;0;0;30;0;0;0;0;0
2020-05-14 16:45:00;23;22;48;38;29;90;82;76;70;41;47;50;107;105;95;15;0;0;30;0;0;0;0;0
2020-05-14 17:00:00;45;30;35;42;39;91;104;70;56;46;64;58;107;114;100;22;0;0;30;0;0;0;0;0
2020-05-14 17:15:00;39;29;36;32;31;100;101;54;57;28;58;57;102;103;85;15;0;0;30;0;0;0;0;0
2020-05-14 17:30:00;24;25;37;30;28;92;90;55;49;26;64;52;122;112;95;14;0;0;30;0;0;0;0;0
2020-05-14 17:45:00;26;30;33;30;25;72;101;47;48;29;49;35;100;110;86;16;0;0;30;0;0;0;0;0
