DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2020-04-27 00:00:00;0;1;0;1;0;2;2;0;1;2;2;2;6;10;8;1;0;0;24;0;0;0;0;0
2020-04-27 00:15:00;1;4;4;1;0;6;5;0;3;2;2;1;4;8;6;1;0;0;30;0;0;0;0;0
2020-04-27 00:30:00;0;0;1;0;2;6;1;2;3;1;4;1;4;6;2;0;0;0;30;0;0;0;0;0
2020-04-27 00:45:00;0;1;1;0;0;1;1;0;4;1;2;3;3;5;5;1;0;0;30;0;0;0;0;0
2020-04-27 01:00:00;0;0;1;0;1;4;1;2;0;0;4;0;2;4;3;1;0;0;34;0;0;0;0;0
2020-04-27 01:15:00;1;0;1;0;1;0;2;2;5;1;0;0;5;10;5;0;0;0;39;0;0;0;0;0
2020-04-27 01:30:00;0;0;0;0;0;0;2;0;2;2;4;0;0;7;9;1;0;0;39;0;0;0;0;0
2020-04-27 01:45:00;0;0;0;0;0;2;4;1;7;0;0;1;4;8;8;0;0;0;39;0;0;0;0;0
2020-04-27 02:00:00;1;0;1;0;0;2;2;2;1;0;3;0;2;6;5;0;0;0;39;0;0;0;0;0
2020-04-27 02:15:00;0;1;0;0;0;2;2;0;1;1;2;1;1;5;5;0;0;0;39;0;0;0;0;0
2020-04-27 02:30:00;0;0;0;0;1;6;2;0;2;0;1;0;2;4;2;0;0;0;36;0;0;0;0;0
2020-04-27 02:45:00;0;0;0;0;1;3;2;1;1;0;2;1;0;6;8;0;0;0;39;0;0;0;0;0
2020-04-27 03:00:00;0;1;0;0;0;4;3;3;5;1;1;0;1;4;5;1;0;0;39;0;0;0;0;0
2020-04-27 03:15:00;0;0;1;1;1;5;3;1;4;1;3;0;5;10;4;0;0;0;39;0;0;0;0;0
2020-04-27 03:30:00;0;1;0;0;1;2;3;0;3;3;2;0;10;15;7;1;0;0;39;0;0;0;0;0
2020-04-27 03:45:00;0;0;0;0;0;6;5;3;2;0;5;0;6;13;9;2;0;0;39;0;0;0;0;0
2020-04-27 04:00:00;0;0;0;0;0;2;2;2;2;0;3;0;3;7;5;0;0;0;39;0;0;0;0;0
2020-04-27 04:15:00;0;0;1;1;0;3;2;1;3;1;2;2;10;24;11;0;0;0;36;0;0;0;0;0
2020-04-27 04:30:00;0;0;0;0;1;7;6;1;2;1;7;3;10;25;14;0;0;0;39;0;0;0;0;0
2020-04-27 04:45:00;1;1;3;1;0;9;9;3;7;1;6;4;5;23;18;1;0;0;39;0;0;0;0;0
2020-04-27 05:00:00;0;0;1;0;2;17;10;6;9;1;9;4;24;41;21;0;0;0;30;0;0;0;0;0
2020-04-27 05:15:00;1;2;0;1;2;11;10;8;9;6;19;22;22;46;32;4;0;0;30;0;0;0;0;0
2020-04-27 05:30:00;1;4;10;6;1;17;13;5;12;8;26;24;38;76;65;1;0;0;30;0;0;0;0;0
2020-04-27 05:45:00;1;7;12;10;6;24;14;12;7;21;35;28;27;70;60;5;0;0;30;0;0;0;0;0
2020-04-27 06:00:00;4;8;13;8;4;30;19;12;12;18;26;24;28;58;46;8;0;0;30;0;0;0;0;0
2020-04-27 06:15:00;4;5;9;7;13;36;25;9;9;21;34;28;28;74;61;9;0;0;27;0;0;0;0;0
2020-04-27 06:30:00;9;8;15;13;15;43;40;15;12;32;54;59;49;79;94;11;0;0;30;0;0;0;0;0
2020-04-27 06:45:00;5;6;15;10;26;59;49;18;21;32;59;62;48;97;98;11;0;0;30;0;0;0;0;0
2020-04-27 07:00:00;10;10;17;16;18;60;54;27;24;33;60;47;44;79;73;20;0;0;30;0;0;0;0;0
2020-04-27 07:15:00;3;13;27;10;29;69;71;26;24;62;59;60;47;80;79;27;0;0;30;0;0;0;0;0
2020-04-27 07:30:00;15;16;33;17;33;71;70;33;34;66;75;72;49;85;79;35;0;0;30;0;0;0;0;0
2020-04-27 07:45:00;12;12;15;18;37;64;64;36;28;47;72;56;60;80;81;21;0;0;30;0;0;0;0;0
2020-04-27 08:00:00;9;14;21;21;23;42;44;22;28;36;44;42;49;71;75;22;0;0;30;0;0;0;0;0
2020-04-27 08:15:00;15;16;21;12;22;59;56;31;32;35;52;44;54;81;70;12;0;0;30;0;0;0;0;0
2020-04-27 08:30:00;12;13;25;14;20;59;40;32;25;39;54;44;73;88;74;17;0;0;30;0;0;0;0;0
2020-04-27 08:45:00;17;19;19;17;17;59;48;39;34;30;40;45;69;88;72;21;0;0;30;0;0;0;0;0
2020-04-27 09:00:00;12;10;19;20;17;46;38;32;27;28;54;36;61;82;77;12;0;0;30;0;0;0;0;0
2020-04-27 09:15:00;12;13;24;18;23;50;57;30;24;44;46;40;63;82;63;8;0;0;30;0;0;0;0;0
2020-04-27 09:30:00;14;18;24;16;21;54;55;45;39;26;48;39;55;83;82;16;0;0;30;0;0;0;0;0
2020-04-27 09:45:00;12;12;19;17;24;53;58;38;28;34;52;33;82;98;92;18;0;0;30;0;0;0;0;0
2020-04-27 10:00:00;16;12;30;24;23;59;56;34;38;24;45;45;74;93;73;17;0;0;30;0;0;0;0;0
2020-04-27 10:15:00;16;14;21;16;20;48;65;25;36;29;40;35;72;106;85;20;0;0;30;0;0;0;0;0
2020-04-27 10:30:00;16;20;35;15;13;45;51;45;32;36;47;34;82;102;78;18;0;0;30;0;0;0;0;0
2020-04-27 10:45:00;11;21;18;23;19;65;52;38;34;29;53;43;74;91;69;16;0;0;30;0;0;0;0;0
2020-04-27 11:00:00;11;16;25;20;20;72;73;33;28;19;51;43;64;90;83;14;0;0;30;0;0;0;0;0
2020-04-27 11:15:00;15;16;24;22;23;75;55;44;34;43;40;30;87;105;87;17;0;0;30;0;0;0;0;0
2020-04-27 11:30:00;19;18;29;21;19;59;63;48;41;21;48;47;91;80;76;13;0;0;26;0;0;0;0;0
2020-04-27 11:45:00;25;16;24;15;13;66;66;47;44;31;42;35;84;115;84;14;0;0;30;0;0;0;0;0
2020-04-27 12:00:00;11;19;33;19;13;58;81;34;31;24;53;40;88;85;78;9;0;0;29;1;0;0;0;0
2020-04-27 12:15:00;14;24;29;27;23;71;64;39;37;27;50;39;90;114;90;14;0;0;30;0;0;0;0;0
2020-04-27 12:30:00;23;22;33;26;18;59;67;42;43;30;44;40;79;93;76;9;0;0;30;0;0;0;0;0
2020-04-27 12:45:00;41;25;31;28;22;66;64;41;40;30;49;34;105;112;86;15;0;0;30;0;0;0;0;0
2020-04-27 13:00:00;29;25;30;28;9;70;60;36;37;25;49;37;100;122;90;16;0;0;30;0;0;0;0;0
2020-04-27 13:15:00;16;25;26;21;12;67;62;43;36;19;47;43;77;105;72;15;0;0;30;0;0;0;0;0
2020-04-27 13:30:00;20;13;30;22;17;54;64;33;32;29;47;40;78;109;85;7;0;0;30;0;0;0;0;0
2020-04-27 13:45:00;13;16;11;19;14;67;69;33;39;31;51;52;81;101;72;9;0;0;30;0;0;0;0;0
2020-04-27 14:00:00;15;18;21;19;18;83;95;45;46;20;41;42;83;117;73;17;0;0;30;0;0;0;0;0
2020-04-27 14:15:00;14;20;23;22;20;68;80;34;47;30;46;35;85;105;85;14;0;0;30;0;0;0;0;0
2020-04-27 14:30:00;14;19;27;25;23;71;75;47;45;26;53;50;94;114;86;17;0;0;30;0;0;0;0;0
2020-04-27 14:45:00;13;18;31;30;21;58;80;54;51;31;52;38;104;119;88;9;0;0;30;0;0;0;0;0
2020-04-27 15:00:00;18;24;30;19;14;57;72;45;46;17;52;41;101;107;88;10;0;0;30;0;0;0;0;0
2020-04-27 15:15:00;20;23;39;25;17;64;75;51;53;19;38;30;103;110;83;13;0;0;30;0;0;0;0;0
2020-04-27 15:30:00;16;18;35;22;29;72;80;51;51;24;36;35;103;95;92;12;0;0;30;0;0;0;0;0
2020-04-27 15:45:00;21;23;22;20;21;67;89;47;34;35;41;39;109;120;102;7;0;0;29;1;0;0;0;0
2020-04-27 16:00:00;20;24;42;22;7;70;85;48;57;25;52;42;119;134;87;8;0;0;30;0;0;0;0;0
2020-04-27 16:15:00;29;25;34;32;33;78;90;58;59;27;48;42;102;113;96;20;0;0;30;0;0;0;0;0
2020-04-27 16:30:00;21;18;34;27;20;77;94;48;54;26;49;43;113;106;77;10;0;0;30;0;0;0;0;0
2020-04-27 16:45:00;26;21;26;29;17;90;99;45;49;33;54;52;107;99;90;6;0;0;30;0;0;0;0;0
2020-04-27 17:00:00;23;17;25;30;9;66;89;59;58;23;47;46;98;116;83;8;0;0;30;0;0;0;0;0
2020-04-27 17:15:00;22;17;28;31;26;76;83;53;52;22;57;51;110;103;98;12;0;0;30;0;0;0;0;0
2020-04-27 17:30:00;21;19;31;25;14;66;70;44;39;24;45;35;95;115;82;9;0;0;30;0;0;0;0;0
2020-04-27 17:45:00;17;22;25;20;19;68;71;38;39;18;36;34;87;105;79;18;0;0;30;0;0;0;0;0
2020-04-27 18:00:00;15;17;27;19;15;53;60;43;34;26;42;36;84;106;77;8;0;0;30;0;0;0;0;0
2020-04-27 18:15:00;17;12;24;18;14;82;78;32;39;20;27;26;78;111;79;2;0;0;30;0;0;0;0;0
2020-04-27 18:30:00;14;15;28;25;13;43;68;28;29;14;38;27;73;113;73;8;0;0;29;0;0;0;0;0
2020-04-27 18:45:00;17;17;23;14;18;49;54;31;40;18;31;28;74;92;62;8;0;0;30;1;0;0;0;0
2020-04-27 19:00:00;15;18;30;16;12;51;51;20;26;20;41;35;53;69;57;5;0;0;30;0;0;0;0;0
2020-04-27 19:15:00;15;15;24;12;12;50;55;20;21;18;32;21;46;73;52;5;0;0;30;0;0;0;0;0
2020-04-27 19:30:00;6;11;26;15;10;43;35;26;17;16;30;26;43;73;51;6;0;0;29;1;0;0;0;0
2020-04-27 19:45:00;6;12;9;8;7;36;36;22;20;13;19;15;50;74;44;4;0;0;30;0;0;0;0;0
2020-04-27 20:00:00;9;10;15;12;10;31;31;13;16;11;17;11;33;60;46;6;0;0;30;0;0;0;0;0
2020-04-27 20:15:00;5;12;14;6;4;32;32;13;21;8;22;12;32;52;32;2;0;0;27;0;0;0;0;0
2020-04-27 20:30:00;6;9;13;7;3;30;25;12;13;10;17;12;27;45;28;7;0;0;30;0;0;0;0;0
2020-04-27 20:45:00;5;7;10;8;4;27;28;12;20;4;23;9;22;37;26;2;0;0;30;0;0;0;0;0
2020-04-27 21:00:00;3;6;9;6;4;18;14;11;8;9;17;9;19;41;31;5;0;0;27;0;0;0;0;0
2020-04-27 21:15:00;2;9;5;3;3;17;26;10;7;5;5;8;25;40;23;0;0;0;30;0;0;0;0;0
2020-04-27 21:30:00;5;6;8;5;4;11;11;9;12;8;10;9;25;46;33;3;0;0;30;0;0;0;0;0
2020-04-27 21:45:00;3;6;3;3;3;15;15;8;3;3;12;8;18;38;26;3;0;0;30;0;0;0;0;0
2020-04-27 22:00:00;5;6;5;3;3;12;20;9;12;4;15;6;27;37;23;5;0;0;30;0;0;0;0;0
2020-04-27 22:15:00;3;5;7;5;3;18;17;8;14;8;15;4;24;35;19;1;0;0;30;0;0;0;0;0
2020-04-27 22:30:00;3;5;7;2;2;12;15;3;6;5;11;3;18;32;16;0;0;0;30;0;0;0;0;0
2020-04-27 22:45:00;2;2;6;2;3;9;9;4;8;9;9;5;15;24;11;2;0;0;30;0;0;0;0;0
2020-04-27 23:00:00;3;4;3;3;2;8;7;2;9;4;1;2;16;23;13;0;0;0;30;0;0;0;0;0
2020-04-27 23:15:00;2;3;3;0;0;11;5;4;5;3;11;7;9;18;10;0;0;0;30;0;0;0;0;0
2020-04-27 23:30:00;0;1;1;0;0;8;4;2;6;3;12;5;8;13;8;1;0;0;30;0;0;0;0;0
2020-04-27 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
