DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2020-11-23 00:00:00;6;9;0;0;0;0;1;5;2;1;2;1;3;2;0;0;0
2020-11-23 00:15:00;1;4;2;1;0;1;0;7;6;2;0;5;6;0;0;2;0
2020-11-23 00:30:00;4;5;4;0;0;0;0;2;3;6;2;7;3;1;0;0;0
2020-11-23 00:45:00;6;4;1;1;0;1;0;1;1;1;0;6;7;2;0;0;0
2020-11-23 01:00:00;2;2;1;0;0;0;0;2;1;3;0;2;6;2;0;0;0
2020-11-23 01:15:00;4;5;1;0;0;0;0;4;1;0;0;2;4;0;0;1;0
2020-11-23 01:30:00;5;2;3;0;0;0;0;5;3;2;0;1;2;1;1;0;0
2020-11-23 01:45:00;4;2;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0
2020-11-23 02:00:00;2;4;0;0;0;0;0;1;1;2;0;2;1;1;0;0;0
2020-11-23 02:15:00;11;1;1;1;0;0;0;2;2;0;0;2;1;0;0;1;0
2020-11-23 02:30:00;4;5;1;0;0;0;0;1;1;2;2;1;3;0;1;0;0
2020-11-23 02:45:00;2;0;2;0;0;0;0;6;3;3;1;0;3;0;1;2;0
2020-11-23 03:00:00;5;2;0;1;0;0;0;1;50;2;1;1;1;0;0;1;0
2020-11-23 03:15:00;5;4;0;0;0;0;0;0;2;2;0;2;1;1;0;0;0
2020-11-23 03:30:00;5;4;2;0;0;0;0;5;4;3;1;4;3;0;0;1;0
2020-11-23 03:45:00;3;1;2;0;0;0;0;1;0;2;2;2;4;1;1;1;0
2020-11-23 04:00:00;3;5;0;0;0;0;0;1;2;3;1;2;6;0;0;0;0
2020-11-23 04:15:00;10;4;3;0;0;0;0;6;4;2;0;3;3;1;0;0;0
2020-11-23 04:30:00;9;12;6;0;0;0;0;5;9;6;1;8;3;3;0;0;0
2020-11-23 04:45:00;20;19;15;1;0;1;0;9;11;3;1;16;3;0;0;2;0
2020-11-23 05:00:00;13;47;41;0;1;0;1;13;10;7;4;26;11;4;0;2;0
2020-11-23 05:15:00;33;54;53;1;0;1;0;11;17;15;7;35;12;3;4;1;0
2020-11-23 05:30:00;61;69;77;2;0;2;0;13;25;18;14;39;19;7;9;4;0
2020-11-23 05:45:00;69;59;53;0;0;0;0;14;27;18;11;38;20;7;4;1;0
