DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2020-06-11 00:00:00;5;5;1;0;0;0;0;0
2020-06-11 00:15:00;8;3;0;0;0;0;0;0
2020-06-11 00:30:00;4;4;1;1;0;0;0;0
2020-06-11 00:45:00;3;0;0;0;0;0;0;0
2020-06-11 01:00:00;6;3;0;1;0;0;0;0
2020-06-11 01:15:00;4;5;1;0;0;0;0;0
2020-06-11 01:30:00;0;0;0;0;0;0;0;0
2020-06-11 01:45:00;2;1;0;0;0;0;0;0
2020-06-11 02:00:00;0;2;1;0;0;0;0;0
2020-06-11 02:15:00;4;1;0;0;0;0;0;0
2020-06-11 02:30:00;0;1;0;0;0;0;0;0
2020-06-11 02:45:00;2;2;1;1;0;0;0;0
2020-06-11 03:00:00;0;1;1;0;0;0;0;0
2020-06-11 03:15:00;3;2;0;1;0;0;0;0
2020-06-11 03:30:00;1;1;0;0;0;0;0;0
2020-06-11 03:45:00;3;1;0;1;0;0;0;0
2020-06-11 04:00:00;1;2;0;0;0;0;0;0
2020-06-11 04:15:00;2;1;0;0;0;0;0;0
2020-06-11 04:30:00;3;3;0;1;0;0;0;0
2020-06-11 04:45:00;1;2;1;0;0;0;0;0
2020-06-11 05:00:00;0;2;1;0;0;0;0;0
2020-06-11 05:15:00;3;5;0;0;0;0;0;0
2020-06-11 05:30:00;4;6;0;1;0;0;0;0
2020-06-11 05:45:00;2;11;0;1;0;0;0;0
2020-06-11 06:00:00;5;12;1;1;0;0;0;0
2020-06-11 06:15:00;5;4;1;0;0;0;0;0
2020-06-11 06:30:00;6;13;1;1;0;0;0;0
2020-06-11 06:45:00;5;7;2;2;0;0;0;0
2020-06-11 07:00:00;7;10;1;1;0;0;0;0
2020-06-11 07:15:00;4;4;0;0;0;0;0;0
2020-06-11 07:30:00;11;4;1;0;0;0;0;0
2020-06-11 07:45:00;5;10;0;1;0;0;0;0
2020-06-11 08:00:00;7;4;0;1;0;0;0;0
2020-06-11 08:15:00;4;3;1;0;0;0;0;0
2020-06-11 08:30:00;11;4;0;0;0;0;0;0
2020-06-11 08:45:00;3;10;0;0;0;0;0;0
2020-06-11 09:00:00;14;8;1;1;0;0;0;0
2020-06-11 09:15:00;4;8;0;2;0;0;0;0
2020-06-11 09:30:00;7;11;0;1;0;0;0;0
2020-06-11 09:45:00;6;14;2;1;0;0;0;0
2020-06-11 10:00:00;9;9;0;1;0;0;0;0
2020-06-11 10:15:00;13;15;1;2;0;0;0;0
2020-06-11 10:30:00;13;11;0;0;0;0;0;0
2020-06-11 10:45:00;13;25;4;1;0;0;0;0
2020-06-11 11:00:00;13;7;2;3;0;0;0;0
2020-06-11 11:15:00;19;21;1;2;0;0;0;0
2020-06-11 11:30:00;24;14;0;1;0;0;0;0
2020-06-11 11:45:00;19;24;1;2;0;0;0;0
2020-06-11 12:00:00;17;16;0;0;0;0;0;0
2020-06-11 12:15:00;15;19;2;3;0;0;0;0
2020-06-11 12:30:00;13;10;2;1;0;0;0;0
2020-06-11 12:45:00;19;17;3;1;0;0;0;0
2020-06-11 13:00:00;22;25;2;0;0;0;0;0
2020-06-11 13:15:00;15;22;1;0;0;0;0;0
2020-06-11 13:30:00;18;20;2;1;0;0;0;0
2020-06-11 13:45:00;21;25;3;1;0;0;0;0
2020-06-11 14:00:00;18;13;1;0;0;0;0;0
2020-06-11 14:15:00;20;17;2;3;0;0;3;0
2020-06-11 14:30:00;17;17;1;0;0;0;0;0
2020-06-11 14:45:00;34;30;3;1;0;0;0;0
2020-06-11 15:00:00;26;15;2;1;0;0;6;0
2020-06-11 15:15:00;14;22;2;4;0;0;0;0
2020-06-11 15:30:00;29;21;0;0;0;0;0;0
2020-06-11 15:45:00;25;27;2;1;0;0;0;0
2020-06-11 16:00:00;16;23;0;0;0;0;0;0
2020-06-11 16:15:00;23;27;1;2;0;0;2;0
2020-06-11 16:30:00;35;26;0;0;0;0;1;0
2020-06-11 16:45:00;15;37;0;0;0;0;0;0
2020-06-11 17:00:00;23;18;0;0;0;0;1;0
2020-06-11 17:15:00;25;31;1;0;0;0;0;0
2020-06-11 17:30:00;26;23;1;0;0;0;0;0
2020-06-11 17:45:00;29;41;1;0;0;0;0;0
