DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-03-16 00:00:00;10;3;0;0;1;8;6;0;2
2020-03-16 00:15:00;17;11;0;0;0;11;6;0;0
2020-03-16 00:30:00;10;7;0;0;0;6;6;0;0
2020-03-16 00:45:00;7;16;0;0;0;10;8;0;0
2020-03-16 01:00:00;5;1;0;0;0;7;8;0;0
2020-03-16 01:15:00;7;2;0;0;0;10;6;0;0
2020-03-16 01:30:00;5;5;0;0;0;6;3;0;0
2020-03-16 01:45:00;10;4;0;0;0;5;3;0;0
2020-03-16 02:00:00;7;3;0;0;0;5;3;0;0
2020-03-16 02:15:00;5;4;0;0;0;8;1;0;0
2020-03-16 02:30:00;7;4;0;0;0;8;1;0;0
2020-03-16 02:45:00;5;4;1;0;0;3;2;0;0
2020-03-16 03:00:00;3;2;0;0;0;8;2;0;0
2020-03-16 03:15:00;4;3;0;0;0;4;2;0;0
2020-03-16 03:30:00;5;5;0;0;0;9;5;0;0
2020-03-16 03:45:00;9;3;0;0;0;4;3;0;0
2020-03-16 04:00:00;8;5;0;0;0;13;1;0;0
2020-03-16 04:15:00;10;7;0;0;0;11;5;0;0
2020-03-16 04:30:00;18;9;1;1;1;27;6;0;0
2020-03-16 04:45:00;25;15;1;1;0;47;16;0;0
2020-03-16 05:00:00;31;23;0;0;1;92;54;0;0
2020-03-16 05:15:00;54;57;3;0;0;203;135;0;2
2020-03-16 05:30:00;50;53;0;3;0;180;142;0;5
2020-03-16 05:45:00;77;64;4;0;3;181;155;0;3
2020-03-16 06:00:00;89;80;0;0;1;162;121;0;4
2020-03-16 06:15:00;79;79;3;2;4;249;199;0;6
2020-03-16 06:30:00;94;113;3;5;12;218;198;13;7
2020-03-16 06:45:00;86;89;8;8;21;202;222;3;2
2020-03-16 07:00:00;85;97;4;14;8;213;216;3;5
2020-03-16 07:15:00;107;89;9;10;13;193;213;1;10
2020-03-16 07:30:00;79;83;4;7;12;217;214;0;10
2020-03-16 07:45:00;104;108;7;10;12;199;228;7;15
2020-03-16 08:00:00;115;112;5;9;16;176;185;5;3
2020-03-16 08:15:00;97;96;4;10;13;164;169;8;6
2020-03-16 08:30:00;106;97;7;12;13;162;169;7;4
2020-03-16 08:45:00;108;106;12;14;14;139;183;1;5
2020-03-16 09:00:00;102;101;10;12;23;125;146;6;3
2020-03-16 09:15:00;121;112;8;18;16;117;171;0;4
2020-03-16 09:30:00;104;102;13;19;13;123;149;0;2
2020-03-16 09:45:00;118;134;15;19;27;117;165;2;1
2020-03-16 10:00:00;124;125;15;27;23;116;139;8;4
2020-03-16 10:15:00;125;130;19;35;21;110;142;11;1
2020-03-16 10:30:00;112;145;14;23;18;96;160;9;1
2020-03-16 10:45:00;118;134;19;20;16;91;134;8;0
2020-03-16 11:00:00;137;135;17;35;24;113;167;6;1
2020-03-16 11:15:00;117;138;23;28;20;114;154;3;3
2020-03-16 11:30:00;143;148;18;28;14;94;123;5;3
2020-03-16 11:45:00;139;141;12;30;20;101;132;5;0
2020-03-16 12:00:00;149;141;17;43;20;101;142;11;1
2020-03-16 12:15:00;147;158;9;28;23;115;130;13;2
2020-03-16 12:30:00;118;131;13;16;23;98;112;9;1
2020-03-16 12:45:00;149;138;14;26;22;130;135;8;3
2020-03-16 13:00:00;144;156;13;30;23;136;163;22;3
2020-03-16 13:15:00;149;138;18;17;20;191;203;10;1
2020-03-16 13:30:00;127;118;19;27;22;165;171;0;3
2020-03-16 13:45:00;167;155;16;31;24;174;187;15;2
2020-03-16 14:00:00;209;199;21;15;17;121;139;26;2
2020-03-16 14:15:00;240;251;12;25;24;115;124;5;3
2020-03-16 14:30:00;276;235;19;27;20;105;146;20;0
2020-03-16 14:45:00;194;188;11;23;15;97;120;26;1
2020-03-16 15:00:00;220;223;12;20;15;124;143;33;4
2020-03-16 15:15:00;236;251;15;28;22;108;118;21;3
2020-03-16 15:30:00;232;226;19;25;25;117;151;2;1
2020-03-16 15:45:00;216;235;17;37;17;120;132;4;1
