DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DD1);6(TAFBA);7(TAFBC);8(TAFBD)
2020-11-20 00:00:00;0;2;1;0;1;0;0;0
2020-11-20 00:15:00;0;1;1;0;0;0;0;0
2020-11-20 00:30:00;0;5;1;0;0;0;0;0
2020-11-20 00:45:00;0;0;0;0;0;0;0;0
2020-11-20 01:00:00;1;2;1;1;2;0;0;0
2020-11-20 01:15:00;0;0;0;0;0;0;0;0
2020-11-20 01:30:00;0;0;0;0;0;0;0;0
2020-11-20 01:45:00;0;0;1;0;0;0;0;0
2020-11-20 02:00:00;0;0;0;0;0;0;0;0
2020-11-20 02:15:00;0;1;0;0;0;0;0;0
2020-11-20 02:30:00;0;0;0;0;0;0;0;0
2020-11-20 02:45:00;0;0;0;0;0;0;0;0
2020-11-20 03:00:00;0;0;0;0;0;0;0;0
2020-11-20 03:15:00;0;0;0;0;0;0;0;0
2020-11-20 03:30:00;1;1;0;0;0;0;0;0
2020-11-20 03:45:00;0;0;0;0;0;0;0;0
2020-11-20 04:00:00;0;0;1;1;1;0;0;0
2020-11-20 04:15:00;0;0;0;0;0;0;0;0
2020-11-20 04:30:00;0;1;2;3;0;0;0;0
2020-11-20 04:45:00;2;2;3;2;0;0;0;0
2020-11-20 05:00:00;1;12;17;7;2;0;0;0
2020-11-20 05:15:00;1;15;37;9;0;0;0;0
2020-11-20 05:30:00;7;18;21;8;4;0;0;0
2020-11-20 05:45:00;2;32;34;7;9;0;2;0
2020-11-20 06:00:00;3;6;20;3;11;0;0;0
2020-11-20 06:15:00;2;19;31;3;5;0;0;0
2020-11-20 06:30:00;5;25;81;7;9;0;0;0
2020-11-20 06:45:00;3;30;82;6;3;0;0;0
2020-11-20 07:00:00;1;12;38;9;5;0;0;0
2020-11-20 07:15:00;1;17;35;11;11;0;0;0
2020-11-20 07:30:00;4;20;37;10;10;0;0;0
2020-11-20 07:45:00;2;13;43;14;5;0;0;0
2020-11-20 08:00:00;3;13;32;4;3;0;0;0
2020-11-20 08:15:00;1;13;25;6;10;0;0;0
2020-11-20 08:30:00;5;18;26;8;10;0;0;0
2020-11-20 08:45:00;2;18;15;5;12;0;0;0
2020-11-20 09:00:00;1;14;16;6;6;0;0;0
2020-11-20 09:15:00;1;19;10;1;7;0;0;0
2020-11-20 09:30:00;6;23;12;7;15;0;0;0
2020-11-20 09:45:00;2;13;14;2;14;0;0;0
2020-11-20 10:00:00;6;21;10;5;11;0;0;3
2020-11-20 10:15:00;1;14;9;4;7;0;0;0
2020-11-20 10:30:00;2;19;19;7;8;0;0;0
2020-11-20 10:45:00;3;18;11;3;4;0;1;0
2020-11-20 11:00:00;2;19;12;4;7;0;0;0
2020-11-20 11:15:00;0;9;10;1;9;0;0;0
2020-11-20 11:30:00;2;17;27;5;9;0;0;0
2020-11-20 11:45:00;3;26;32;5;8;0;1;0
2020-11-20 12:00:00;3;28;17;6;14;0;0;0
2020-11-20 12:15:00;2;30;20;4;8;0;0;0
2020-11-20 12:30:00;5;50;20;6;5;0;0;0
2020-11-20 12:45:00;3;55;13;5;9;0;0;0
2020-11-20 13:00:00;2;36;17;7;5;0;0;0
2020-11-20 13:15:00;5;25;12;4;15;2;0;0
2020-11-20 13:30:00;7;38;25;12;17;0;0;0
2020-11-20 13:45:00;4;30;19;2;7;0;0;0
2020-11-20 14:00:00;3;53;32;4;15;0;5;0
2020-11-20 14:15:00;6;70;23;4;32;0;1;0
2020-11-20 14:30:00;3;39;28;7;20;0;1;0
