DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2020-07-23 00:00:00;0;6;3;0;3;5;2;4;4;0;3;5;3
2020-07-23 00:15:00;0;8;3;3;2;8;2;5;4;3;7;8;2
2020-07-23 00:30:00;0;7;5;2;0;5;5;6;5;1;6;4;5
2020-07-23 00:45:00;0;7;5;0;2;4;0;4;3;0;3;3;4
2020-07-23 01:00:00;0;8;6;1;3;9;3;7;4;2;2;1;4
2020-07-23 01:15:00;0;4;2;0;3;2;0;6;0;1;4;5;4
2020-07-23 01:30:00;0;4;2;1;0;5;5;3;1;1;5;6;1
2020-07-23 01:45:00;0;2;2;1;3;4;2;2;0;0;3;0;0
2020-07-23 02:00:00;0;1;1;1;1;5;0;1;0;2;3;3;2
2020-07-23 02:15:00;0;2;2;0;0;7;2;5;0;0;2;1;1
2020-07-23 02:30:00;0;1;3;0;2;5;2;2;0;0;5;9;4
2020-07-23 02:45:00;0;0;0;0;2;5;1;4;1;0;0;1;0
2020-07-23 03:00:00;0;1;2;1;0;2;0;1;0;0;4;3;0
2020-07-23 03:15:00;0;2;1;0;1;3;1;0;0;0;1;2;2
2020-07-23 03:30:00;0;2;1;0;2;6;2;3;1;0;1;2;2
2020-07-23 03:45:00;0;1;1;0;0;1;1;0;1;0;2;1;0
2020-07-23 04:00:00;0;0;2;0;3;5;0;3;0;0;5;3;1
2020-07-23 04:15:00;0;3;4;1;3;5;1;5;2;0;5;2;0
2020-07-23 04:30:00;0;4;2;0;2;9;2;7;2;1;12;8;4
2020-07-23 04:45:00;0;9;4;2;2;6;5;12;2;1;13;13;5
2020-07-23 05:00:00;0;11;12;2;7;12;11;26;15;3;46;56;4
2020-07-23 05:15:00;0;17;12;0;10;19;9;39;23;5;64;78;11
2020-07-23 05:30:00;0;21;13;2;15;37;14;45;30;2;63;66;15
2020-07-23 05:45:00;0;23;21;4;33;76;20;65;43;4;55;51;23
2020-07-23 06:00:00;0;31;24;4;45;80;28;43;33;2;58;47;16
2020-07-23 06:15:00;0;37;26;7;23;55;24;71;56;4;56;64;20
2020-07-23 06:30:00;0;36;34;5;20;54;18;87;92;5;65;72;30
2020-07-23 06:45:00;0;35;37;3;23;49;19;92;97;2;59;66;38
2020-07-23 07:00:00;0;36;20;7;32;55;16;87;98;9;53;70;24
2020-07-23 07:15:00;0;45;34;4;41;56;8;87;115;6;59;74;33
2020-07-23 07:30:00;0;51;50;9;46;58;33;118;130;6;85;87;54
2020-07-23 07:45:00;0;57;56;7;42;53;24;92;105;15;56;87;45
2020-07-23 08:00:00;0;56;40;10;42;65;19;84;86;9;55;82;51
2020-07-23 08:15:00;0;48;38;3;60;64;17;72;77;9;50;68;48
2020-07-23 08:30:00;0;48;50;8;39;69;20;77;72;11;69;93;47
2020-07-23 08:45:00;0;44;38;7;53;76;15;78;76;12;56;44;39
2020-07-23 09:00:00;0;45;36;12;38;50;14;62;47;12;48;45;41
2020-07-23 09:15:00;0;51;46;5;40;51;25;67;51;11;58;40;30
2020-07-23 09:30:00;0;50;37;8;42;48;18;63;38;14;49;45;43
2020-07-23 09:45:00;0;59;51;6;46;68;23;63;58;18;60;63;49
2020-07-23 10:00:00;0;53;37;12;53;56;26;67;40;16;52;43;47
2020-07-23 10:15:00;0;54;41;5;46;67;29;69;48;14;57;57;49
2020-07-23 10:30:00;0;70;57;15;52;57;22;63;42;21;69;53;47
2020-07-23 10:45:00;0;59;45;6;62;74;24;73;54;21;58;56;54
2020-07-23 11:00:00;0;64;53;9;45;48;25;59;46;12;71;54;35
2020-07-23 11:15:00;0;60;63;10;43;56;21;67;43;12;69;66;41
2020-07-23 11:30:00;0;70;67;11;64;65;21;74;48;14;56;54;48
2020-07-23 11:45:00;0;72;55;9;63;67;20;58;59;13;60;63;44
2020-07-23 12:00:00;0;70;57;5;51;64;26;65;50;12;55;55;57
2020-07-23 12:15:00;0;75;66;6;52;62;28;63;38;11;63;51;31
