DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2020-01-09 00:00:00;9;0;4;0;3;3;1;14;0;0;0;0;0
2020-01-09 00:15:00;8;3;9;1;0;0;3;20;0;0;0;0;0
2020-01-09 00:30:00;6;2;5;1;1;1;0;16;0;0;0;0;0
2020-01-09 00:45:00;8;3;7;2;1;2;1;13;0;0;0;0;0
2020-01-09 01:00:00;7;4;6;1;0;0;1;11;0;0;0;0;0
2020-01-09 01:15:00;14;1;2;0;0;0;0;11;0;0;0;0;0
2020-01-09 01:30:00;16;3;5;4;0;0;1;7;0;0;0;0;0
2020-01-09 01:45:00;9;1;2;0;0;0;0;4;0;0;0;0;0
2020-01-09 02:00:00;9;4;5;2;1;1;1;7;0;0;0;0;0
2020-01-09 02:15:00;6;3;3;2;2;2;1;4;0;0;0;0;0
2020-01-09 02:30:00;4;4;8;2;0;0;0;10;0;0;0;0;0
2020-01-09 02:45:00;9;2;4;0;0;0;0;5;0;0;0;0;0
2020-01-09 03:00:00;5;1;3;1;0;0;0;4;0;0;0;0;0
2020-01-09 03:15:00;3;2;3;1;0;0;0;4;0;0;0;0;0
2020-01-09 03:30:00;6;5;8;2;3;3;0;12;0;0;0;0;0
2020-01-09 03:45:00;4;1;1;0;1;0;1;4;0;0;0;0;0
2020-01-09 04:00:00;11;3;2;1;0;0;0;11;0;0;0;0;0
2020-01-09 04:15:00;13;3;3;3;1;1;1;10;0;0;0;0;0
2020-01-09 04:30:00;15;0;3;2;2;2;0;12;0;0;0;0;0
2020-01-09 04:45:00;14;0;3;0;1;1;1;14;0;0;0;0;0
2020-01-09 05:00:00;17;5;7;5;2;0;4;25;0;0;0;0;0
2020-01-09 05:15:00;39;10;12;5;7;8;10;48;0;0;0;0;0
2020-01-09 05:30:00;72;9;20;8;5;5;6;96;0;0;0;0;0
2020-01-09 05:45:00;47;6;13;3;5;5;6;114;0;0;0;0;0
2020-01-09 06:00:00;93;16;20;11;8;7;11;115;0;0;0;0;0
2020-01-09 06:15:00;96;12;22;9;4;5;12;141;0;0;0;0;0
2020-01-09 06:30:00;123;13;23;12;8;10;19;195;2;0;0;0;0
2020-01-09 06:45:00;145;16;24;16;11;12;22;220;3;1;0;0;0
2020-01-09 07:00:00;166;8;17;6;14;16;27;214;2;0;0;0;0
2020-01-09 07:15:00;210;25;30;25;20;21;26;213;1;1;0;0;0
2020-01-09 07:30:00;126;37;111;108;30;28;53;210;6;0;0;0;0
2020-01-09 07:45:00;168;32;36;32;27;26;47;214;3;3;0;0;0
2020-01-09 08:00:00;177;23;89;182;26;26;3;230;0;2;0;0;0
2020-01-09 08:15:00;153;23;93;171;28;35;15;195;3;2;0;0;0
2020-01-09 08:30:00;178;31;110;198;29;26;5;202;3;2;0;0;0
2020-01-09 08:45:00;152;25;82;170;34;39;17;233;1;0;0;0;0
2020-01-09 09:00:00;132;28;77;150;28;27;2;212;0;0;0;0;0
2020-01-09 09:15:00;151;22;31;14;29;29;27;168;3;1;0;0;0
2020-01-09 09:30:00;152;17;26;15;30;31;20;173;3;1;0;0;0
2020-01-09 09:45:00;159;18;22;16;36;42;36;194;1;0;0;0;0
2020-01-09 10:00:00;155;27;36;31;29;31;24;194;5;0;0;0;0
2020-01-09 10:15:00;166;17;18;13;32;37;16;185;1;3;0;0;0
2020-01-09 10:30:00;156;21;24;21;25;29;22;191;2;0;0;0;0
2020-01-09 10:45:00;172;24;28;20;25;25;31;254;3;0;0;0;0
2020-01-09 11:00:00;180;26;32;30;35;34;27;201;0;0;0;0;0
2020-01-09 11:15:00;185;21;22;16;41;47;24;207;3;0;0;0;0
2020-01-09 11:30:00;180;17;35;57;31;35;16;196;1;0;0;0;0
2020-01-09 11:45:00;185;14;19;15;26;27;9;175;1;1;0;0;0
2020-01-09 12:00:00;175;16;23;16;15;25;9;208;2;0;0;0;0
2020-01-09 12:15:00;179;22;23;15;6;27;3;232;2;2;0;0;0
2020-01-09 12:30:00;201;24;26;29;16;27;13;184;0;2;0;0;0
2020-01-09 12:45:00;209;20;26;24;24;29;19;217;1;2;0;0;0
2020-01-09 13:00:00;196;32;28;23;28;27;54;246;0;4;0;0;0
2020-01-09 13:15:00;198;16;25;18;32;35;25;217;1;5;0;0;0
2020-01-09 13:30:00;185;29;34;30;35;37;20;221;1;0;0;0;0
2020-01-09 13:45:00;171;22;22;21;45;43;6;215;2;0;0;0;0
2020-01-09 14:00:00;174;15;19;21;38;47;4;200;0;4;0;0;0
2020-01-09 14:15:00;206;20;31;20;20;21;3;207;2;2;0;0;0
2020-01-09 14:30:00;172;16;24;16;24;27;9;202;0;2;0;0;0
2020-01-09 14:45:00;221;21;26;17;29;29;14;199;1;1;0;0;0
2020-01-09 15:00:00;200;24;29;24;31;33;13;231;4;3;0;0;0
2020-01-09 15:15:00;223;24;26;26;30;34;16;224;1;4;0;0;0
2020-01-09 15:30:00;222;23;19;19;44;33;12;227;2;3;0;0;0
2020-01-09 15:45:00;221;23;26;24;37;43;1;203;2;0;0;0;0
2020-01-09 16:00:00;201;19;28;20;41;43;0;229;3;4;0;0;0
2020-01-09 16:15:00;205;28;32;28;31;33;8;233;2;0;0;0;0
2020-01-09 16:30:00;209;24;30;26;46;46;33;196;3;5;0;0;0
2020-01-09 16:45:00;219;26;26;25;41;46;25;209;1;3;0;0;0
2020-01-09 17:00:00;224;25;26;23;66;67;21;224;3;1;0;0;0
2020-01-09 17:15:00;181;23;28;23;48;52;25;234;2;1;0;0;0
2020-01-09 17:30:00;215;28;25;23;30;34;22;216;3;4;0;0;0
2020-01-09 17:45:00;222;17;23;21;28;34;15;228;1;3;0;0;0
2020-01-09 18:00:00;186;12;15;11;29;32;15;211;2;1;0;0;0
2020-01-09 18:15:00;228;20;24;13;34;41;23;224;0;0;0;0;0
2020-01-09 18:30:00;201;16;23;13;15;20;22;217;0;0;0;0;0
2020-01-09 18:45:00;182;20;20;16;27;31;15;199;0;1;0;0;0
2020-01-09 19:00:00;188;10;14;7;17;19;14;153;0;1;0;0;0
2020-01-09 19:15:00;184;13;16;8;12;15;15;160;0;0;0;0;0
2020-01-09 19:30:00;142;7;8;6;12;13;9;143;0;1;0;0;0
2020-01-09 19:45:00;158;15;22;10;15;17;12;115;0;1;0;0;0
2020-01-09 20:00:00;146;6;12;9;7;9;7;125;0;0;0;0;0
2020-01-09 20:15:00;128;9;14;4;8;9;5;98;0;0;0;0;0
2020-01-09 20:30:00;102;5;11;8;10;14;7;89;0;0;0;0;0
2020-01-09 20:45:00;97;11;19;9;11;9;4;91;0;0;0;0;0
2020-01-09 21:00:00;80;13;16;5;9;8;4;103;0;0;0;0;0
2020-01-09 21:15:00;80;9;13;3;8;7;7;77;0;0;0;0;0
2020-01-09 21:30:00;57;6;11;3;2;2;2;76;0;0;0;0;0
2020-01-09 21:45:00;59;15;15;9;7;7;7;84;0;2;0;0;0
2020-01-09 22:00:00;72;10;16;4;18;22;4;66;0;0;0;0;0
2020-01-09 22:15:00;72;4;12;3;2;2;4;63;0;0;0;0;0
2020-01-09 22:30:00;59;6;8;3;1;1;1;57;0;0;0;0;0
2020-01-09 22:45:00;49;5;10;3;1;0;5;69;0;0;0;0;0
2020-01-09 23:00:00;38;4;9;1;1;2;0;22;0;0;0;0;0
2020-01-09 23:15:00;25;6;8;7;2;2;1;31;0;0;0;0;0
2020-01-09 23:30:00;10;5;8;2;2;2;1;19;0;0;0;0;0
2020-01-09 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
