DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2019-10-01 00:00:00;0;6;3;3;4;3;1;7;0;0;7;9;7
2019-10-01 00:15:00;0;13;9;4;3;4;1;8;5;1;5;3;1
2019-10-01 00:30:00;0;3;2;0;4;6;1;7;3;0;6;3;1
2019-10-01 00:45:00;0;6;3;0;1;4;1;9;4;0;4;4;2
2019-10-01 01:00:00;0;4;1;0;2;6;1;3;3;0;3;1;5
2019-10-01 01:15:00;0;4;0;0;3;6;0;9;7;0;4;5;3
2019-10-01 01:30:00;0;3;3;0;1;1;0;4;1;0;3;4;3
2019-10-01 01:45:00;0;2;2;2;0;2;0;6;1;0;1;5;1
2019-10-01 02:00:00;0;1;1;0;0;2;2;1;0;0;4;4;1
2019-10-01 02:15:00;0;3;3;0;0;0;0;1;1;0;4;3;1
2019-10-01 02:30:00;0;1;2;0;1;2;0;5;0;0;3;2;1
2019-10-01 02:45:00;0;3;1;0;3;5;1;2;0;1;1;1;0
2019-10-01 03:00:00;0;1;0;0;1;4;1;0;2;0;2;1;1
2019-10-01 03:15:00;0;6;5;0;2;2;0;1;0;0;2;1;0
2019-10-01 03:30:00;0;2;1;0;3;6;2;2;0;0;4;0;0
2019-10-01 03:45:00;0;5;0;1;0;1;2;2;1;0;1;0;1
2019-10-01 04:00:00;0;3;0;0;1;3;1;7;0;1;5;3;3
2019-10-01 04:15:00;0;6;1;1;2;3;0;8;1;0;8;5;0
2019-10-01 04:30:00;0;4;4;0;1;6;2;6;2;1;13;9;1
2019-10-01 04:45:00;0;6;5;0;5;13;6;15;4;4;26;26;8
2019-10-01 05:00:00;0;12;5;1;5;18;13;34;12;1;50;50;7
2019-10-01 05:15:00;0;18;14;0;5;25;14;46;28;4;67;89;20
2019-10-01 05:30:00;0;24;16;0;28;51;16;62;32;6;71;79;31
2019-10-01 05:45:00;0;24;18;1;53;73;17;60;61;9;61;72;41
2019-10-01 06:00:00;0;34;34;3;52;73;30;53;46;2;59;62;25
2019-10-01 06:15:00;0;35;32;2;29;62;24;79;75;6;68;88;17
2019-10-01 06:30:00;0;40;36;4;32;58;21;126;121;8;78;99;39
2019-10-01 06:45:00;0;29;26;5;34;56;22;131;165;12;80;80;36
2019-10-01 07:00:00;0;50;34;4;37;55;21;125;141;9;86;105;53
2019-10-01 07:15:00;0;43;48;12;48;82;24;172;199;7;101;114;54
2019-10-01 07:30:00;0;59;46;6;47;66;30;101;154;8;82;185;69
2019-10-01 07:45:00;0;56;64;7;53;69;24;129;138;8;95;102;49
2019-10-01 08:00:00;0;61;50;7;48;65;28;115;116;8;110;106;66
2019-10-01 08:15:00;0;58;52;9;43;75;13;107;107;9;69;73;51
2019-10-01 08:30:00;0;58;54;10;43;50;24;82;85;12;65;70;51
2019-10-01 08:45:00;0;58;55;7;55;71;26;89;78;17;74;72;49
2019-10-01 09:00:00;0;61;42;12;39;54;27;81;71;14;41;70;33
2019-10-01 09:15:00;0;64;48;9;39;60;23;86;77;16;49;58;55
2019-10-01 09:30:00;0;72;53;7;50;58;27;78;59;24;65;65;49
2019-10-01 09:45:00;0;65;56;12;61;70;22;84;55;22;55;58;42
2019-10-01 10:00:00;0;49;43;8;52;61;18;80;52;13;60;46;52
2019-10-01 10:15:00;0;58;55;8;38;48;16;72;47;6;66;49;29
2019-10-01 10:30:00;0;53;42;9;35;62;26;61;46;16;56;59;43
2019-10-01 10:45:00;0;61;44;8;50;55;26;76;51;15;66;57;53
2019-10-01 11:00:00;0;64;51;4;56;70;26;71;41;17;64;51;52
2019-10-01 11:15:00;0;52;53;13;53;66;21;66;42;17;64;56;46
2019-10-01 11:30:00;0;70;59;19;53;62;26;73;51;18;63;54;44
2019-10-01 11:45:00;0;57;57;10;51;59;33;68;59;16;58;50;52
2019-10-01 12:00:00;0;66;54;8;50;52;21;68;39;14;66;54;45
2019-10-01 12:15:00;0;66;68;10;48;63;25;75;49;12;67;58;52
2019-10-01 12:30:00;0;65;66;11;32;64;17;60;44;19;65;53;49
2019-10-01 12:45:00;0;73;67;15;47;61;27;61;36;9;64;70;50
2019-10-01 13:00:00;0;76;82;9;49;61;26;79;53;23;62;70;51
2019-10-01 13:15:00;0;87;95;14;37;72;21;75;62;12;88;105;38
2019-10-01 13:30:00;0;65;65;10;60;84;25;87;80;14;84;90;50
2019-10-01 13:45:00;0;94;63;8;60;82;24;73;70;13;63;71;35
2019-10-01 14:00:00;0;76;92;5;55;81;22;69;32;12;65;60;49
2019-10-01 14:15:00;0;88;95;10;85;110;28;74;52;17;57;68;42
2019-10-01 14:30:00;0;93;106;11;88;112;34;83;59;12;64;59;39
2019-10-01 14:45:00;0;96;101;15;79;106;26;96;58;17;73;62;51
2019-10-01 15:00:00;0;95;116;10;77;98;43;69;46;18;61;73;49
2019-10-01 15:15:00;0;92;111;10;71;97;37;75;59;9;61;74;60
2019-10-01 15:30:00;0;90;123;10;93;110;35;90;56;23;71;64;54
2019-10-01 15:45:00;0;98;118;11;80;100;45;81;65;20;73;66;56
2019-10-01 16:00:00;0;128;153;29;91;102;38;97;69;18;72;86;45
2019-10-01 16:15:00;0;113;146;11;81;103;41;92;72;20;78;92;57
2019-10-01 16:30:00;0;133;160;19;87;110;38;94;64;15;69;76;47
2019-10-01 16:45:00;0;109;118;14;72;107;45;89;71;33;68;79;61
2019-10-01 17:00:00;0;117;142;19;84;100;32;96;81;18;76;83;57
2019-10-01 17:15:00;0;96;132;21;83;94;53;106;84;15;83;80;48
2019-10-01 17:30:00;0;107;129;15;83;99;30;81;78;14;79;78;57
2019-10-01 17:45:00;0;91;92;18;80;98;24;76;62;16;77;65;54
2019-10-01 18:00:00;0;84;86;9;65;83;40;70;61;9;74;69;46
2019-10-01 18:15:00;0;85;85;12;61;82;25;75;50;16;48;66;43
2019-10-01 18:30:00;0;66;72;15;55;75;33;71;41;7;68;55;39
2019-10-01 18:45:00;0;70;51;9;63;75;35;71;39;14;45;57;42
2019-10-01 19:00:00;0;74;50;11;53;64;20;69;41;10;52;52;31
2019-10-01 19:15:00;0;59;65;9;34;56;27;66;37;8;44;47;30
2019-10-01 19:30:00;0;52;43;7;35;63;21;53;32;9;34;39;24
2019-10-01 19:45:00;0;52;49;5;27;47;19;50;23;6;40;38;35
2019-10-01 20:00:00;0;48;39;8;27;44;17;56;28;6;44;33;35
2019-10-01 20:15:00;0;54;42;8;25;37;15;47;23;15;34;35;35
2019-10-01 20:30:00;0;32;34;7;21;36;9;44;21;9;37;32;22
2019-10-01 20:45:00;0;36;28;6;19;27;19;31;13;4;36;41;21
2019-10-01 21:00:00;0;44;38;6;14;21;5;38;27;6;61;64;19
2019-10-01 21:15:00;0;37;25;5;12;23;9;54;28;10;57;69;22
2019-10-01 21:30:00;0;45;34;4;19;34;7;35;16;2;45;47;17
2019-10-01 21:45:00;0;36;29;6;43;77;19;26;2;2;26;19;13
2019-10-01 22:00:00;0;39;33;7;33;72;20;31;9;5;20;27;19
2019-10-01 22:15:00;0;24;28;6;19;46;15;25;10;3;17;17;12
2019-10-01 22:30:00;0;35;20;1;8;23;3;26;10;4;21;13;8
2019-10-01 22:45:00;0;22;21;3;11;16;6;18;9;3;11;11;12
2019-10-01 23:00:00;0;25;25;5;5;24;13;14;9;2;20;18;11
2019-10-01 23:15:00;0;7;15;2;5;9;7;10;8;1;15;21;9
2019-10-01 23:30:00;0;12;8;4;2;9;5;4;0;0;5;6;8
