DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2019-10-24 00:00:00;5;7;6;4;9;1;0
2019-10-24 00:15:00;2;3;2;3;7;1;0
2019-10-24 00:30:00;2;7;6;1;13;12;0
2019-10-24 00:45:00;1;8;8;2;6;6;0
2019-10-24 01:00:00;2;7;7;2;3;5;0
2019-10-24 01:15:00;1;6;6;2;9;5;0
2019-10-24 01:30:00;1;8;8;2;4;4;0
2019-10-24 01:45:00;0;8;8;1;7;8;0
2019-10-24 02:00:00;1;2;2;3;11;7;0
2019-10-24 02:15:00;5;8;8;2;8;7;0
2019-10-24 02:30:00;4;9;9;1;4;3;0
2019-10-24 02:45:00;0;4;4;2;2;3;0
2019-10-24 03:00:00;1;3;2;4;6;3;0
2019-10-24 03:15:00;0;7;7;3;7;8;0
2019-10-24 03:30:00;2;4;4;2;4;1;0
2019-10-24 03:45:00;1;8;8;3;8;4;0
2019-10-24 04:00:00;1;5;5;2;8;7;0
2019-10-24 04:15:00;2;5;5;1;9;5;0
2019-10-24 04:30:00;0;8;8;1;11;2;0
2019-10-24 04:45:00;3;25;28;8;17;13;0
2019-10-24 05:00:00;7;36;35;8;14;9;0
2019-10-24 05:15:00;12;45;45;15;27;8;0
2019-10-24 05:30:00;5;60;60;7;37;15;0
2019-10-24 05:45:00;6;93;92;30;66;20;0
2019-10-24 06:00:00;19;93;90;10;51;22;0
2019-10-24 06:15:00;18;121;121;20;78;48;0
2019-10-24 06:30:00;33;111;106;25;97;51;0
2019-10-24 06:45:00;48;147;144;38;81;59;0
2019-10-24 07:00:00;24;137;138;65;58;73;0
2019-10-24 07:15:00;63;189;175;58;91;28;0
2019-10-24 07:30:00;35;151;145;52;94;36;3
2019-10-24 07:45:00;32;147;138;56;84;41;4
2019-10-24 08:00:00;29;122;124;46;92;51;3
2019-10-24 08:15:00;22;109;114;45;79;34;0
2019-10-24 08:30:00;18;123;122;54;83;36;0
2019-10-24 08:45:00;21;94;90;43;92;55;0
2019-10-24 09:00:00;26;104;101;32;52;64;1
2019-10-24 09:15:00;20;101;100;47;75;50;0
2019-10-24 09:30:00;28;107;104;38;68;53;2
2019-10-24 09:45:00;19;113;111;40;82;47;3
2019-10-24 10:00:00;27;104;104;53;73;56;2
2019-10-24 10:15:00;28;105;94;33;76;51;0
2019-10-24 10:30:00;39;116;111;38;87;41;0
2019-10-24 10:45:00;23;115;110;45;88;48;1
2019-10-24 11:00:00;23;112;110;97;75;44;1
2019-10-24 11:15:00;22;98;95;44;92;45;4
2019-10-24 11:30:00;32;117;108;53;84;53;0
2019-10-24 11:45:00;29;95;92;49;107;54;4
2019-10-24 12:00:00;19;88;81;61;95;75;6
2019-10-24 12:15:00;30;105;100;33;107;80;3
2019-10-24 12:30:00;23;115;110;32;105;55;1
2019-10-24 12:45:00;38;116;104;52;108;46;4
2019-10-24 13:00:00;25;104;96;50;101;46;2
2019-10-24 13:15:00;33;118;110;44;105;57;2
2019-10-24 13:30:00;33;106;98;43;77;58;4
2019-10-24 13:45:00;21;105;101;39;104;67;3
2019-10-24 14:00:00;31;111;106;41;90;50;1
2019-10-24 14:15:00;17;112;109;69;116;53;3
2019-10-24 14:30:00;34;107;110;50;118;67;1
2019-10-24 14:45:00;26;115;110;42;97;55;2
2019-10-24 15:00:00;35;117;115;40;123;67;3
2019-10-24 15:15:00;28;124;115;64;109;41;0
2019-10-24 15:30:00;24;150;143;62;107;62;3
2019-10-24 15:45:00;39;135;125;64;115;60;0
2019-10-24 16:00:00;48;126;112;60;139;64;3
2019-10-24 16:15:00;48;146;142;58;134;73;0
2019-10-24 16:30:00;35;136;126;77;147;72;0
2019-10-24 16:45:00;42;127;114;56;141;64;3
2019-10-24 17:00:00;45;113;112;95;129;69;6
2019-10-24 17:15:00;37;128;124;46;120;54;3
2019-10-24 17:30:00;37;140;136;33;118;62;0
2019-10-24 17:45:00;33;126;120;40;97;53;2
2019-10-24 18:00:00;32;116;110;42;84;44;0
2019-10-24 18:15:00;25;102;101;32;82;29;1
2019-10-24 18:30:00;28;91;83;23;86;34;2
2019-10-24 18:45:00;31;87;84;17;90;43;2
2019-10-24 19:00:00;27;71;68;21;67;25;0
2019-10-24 19:15:00;15;67;63;13;73;24;0
2019-10-24 19:30:00;21;55;52;21;53;13;1
2019-10-24 19:45:00;12;55;52;19;46;16;0
2019-10-24 20:00:00;13;46;44;7;46;21;0
2019-10-24 20:15:00;4;39;39;7;43;16;0
2019-10-24 20:30:00;9;42;41;5;25;9;0
2019-10-24 20:45:00;14;39;37;8;31;10;0
2019-10-24 21:00:00;9;53;52;14;39;14;0
2019-10-24 21:15:00;15;44;43;11;36;7;0
2019-10-24 21:30:00;10;37;36;7;20;9;0
2019-10-24 21:45:00;10;22;20;9;46;16;0
2019-10-24 22:00:00;9;21;20;6;41;12;0
2019-10-24 22:15:00;8;36;35;14;50;14;0
2019-10-24 22:30:00;7;19;17;3;21;13;0
2019-10-24 22:45:00;4;11;11;3;21;11;0
2019-10-24 23:00:00;6;21;21;3;16;9;0
2019-10-24 23:15:00;2;14;15;5;11;9;0
2019-10-24 23:30:00;5;11;10;1;9;9;0
2019-10-24 23:45:00;2;14;13;2;8;8;0
