DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2019-11-13 00:00:00;2;5;6;6;3;0;0;0;0;0;0;0
2019-11-13 00:15:00;3;9;8;6;2;0;0;0;0;0;0;0
2019-11-13 00:30:00;1;6;5;7;3;0;0;0;0;0;0;0
2019-11-13 00:45:00;1;6;5;7;8;0;0;0;0;0;0;0
2019-11-13 01:00:00;0;3;2;7;1;0;0;0;0;0;0;0
2019-11-13 01:15:00;1;4;4;6;5;0;0;0;0;0;0;0
2019-11-13 01:30:00;1;0;1;5;4;0;0;0;0;0;0;0
2019-11-13 01:45:00;1;0;2;2;0;0;0;0;0;0;0;0
2019-11-13 02:00:00;0;2;3;5;0;0;0;0;0;0;0;0
2019-11-13 02:15:00;0;3;0;4;2;0;0;0;0;0;0;0
2019-11-13 02:30:00;1;4;4;2;1;0;0;0;0;0;0;0
2019-11-13 02:45:00;1;2;4;2;3;0;0;0;0;0;0;0
2019-11-13 03:00:00;0;6;4;4;1;0;0;0;0;0;0;0
2019-11-13 03:15:00;0;1;1;3;1;0;0;0;0;0;0;0
2019-11-13 03:30:00;1;2;1;1;0;0;0;0;0;0;0;0
2019-11-13 03:45:00;1;0;2;5;5;0;0;0;0;0;0;0
2019-11-13 04:00:00;1;4;6;2;2;0;0;0;0;0;0;0
2019-11-13 04:15:00;1;6;4;5;3;0;0;0;0;1;0;0
2019-11-13 04:30:00;0;4;6;5;2;0;0;0;0;0;0;0
2019-11-13 04:45:00;3;7;9;7;8;0;0;0;0;0;0;0
2019-11-13 05:00:00;8;21;16;19;14;0;0;0;0;0;0;0
2019-11-13 05:15:00;8;29;20;36;30;0;0;0;0;0;0;0
2019-11-13 05:30:00;25;43;26;41;45;0;0;0;0;0;0;0
2019-11-13 05:45:00;16;33;34;51;54;0;0;0;0;0;0;0
2019-11-13 06:00:00;18;63;52;64;53;0;0;0;0;0;0;0
2019-11-13 06:15:00;17;42;41;75;82;0;0;0;0;0;0;0
2019-11-13 06:30:00;21;63;51;128;152;2;2;0;0;6;2;1
2019-11-13 06:45:00;22;61;47;150;150;1;0;0;0;4;2;0
2019-11-13 07:00:00;21;62;45;141;176;2;1;0;0;27;1;0
2019-11-13 07:15:00;26;71;47;153;181;3;9;0;0;94;0;17
2019-11-13 07:30:00;25;84;56;153;167;11;6;0;0;32;5;38
2019-11-13 07:45:00;28;83;59;123;127;0;0;0;0;12;3;12
2019-11-13 08:00:00;25;76;55;98;116;7;4;0;0;48;2;2
2019-11-13 08:15:00;27;86;44;107;114;1;8;0;0;18;5;7
2019-11-13 08:30:00;15;44;50;91;101;0;1;0;0;6;8;8
2019-11-13 08:45:00;18;58;62;91;107;5;0;0;0;6;2;5
2019-11-13 09:00:00;16;50;50;75;118;4;4;0;0;3;3;0
2019-11-13 09:15:00;21;58;52;72;78;2;2;0;0;1;6;0
2019-11-13 09:30:00;20;58;48;78;62;3;0;0;0;12;9;0
2019-11-13 09:45:00;23;70;57;59;76;5;3;0;0;23;5;0
2019-11-13 10:00:00;28;34;74;57;57;7;1;0;4;2;5;3
2019-11-13 10:15:00;20;63;52;49;66;1;3;0;0;5;0;0
2019-11-13 10:30:00;19;64;69;63;72;1;2;0;0;70;1;5
2019-11-13 10:45:00;20;67;55;58;58;0;7;0;0;12;5;0
